,ImmuneSignature,StromalSignature,ESTIMATEScore
TCGA-F5-6702-01,2756.33635949167,4068.4020366580935,6824.7383961497635
TCGA-F5-6810-01,1379.2291286354794,2104.0421767651223,3483.2713054006017
TCGA-F5-6811-01,2293.4139260832017,2746.022016132869,5039.4359422160705
TCGA-F5-6812-01,2850.8562256845635,2765.6546019996294,5616.510827684193
TCGA-F5-6813-01,2352.6332838719336,1705.990584105768,4058.6238679777016
TCGA-F5-6814-01,2302.40041385308,1074.4479252666188,3376.8483391196987
TCGA-F5-6861-01,1260.1781678161387,360.2038745593727,1620.3820423755114
TCGA-F5-6863-01,269.103405164391,344.98456629960674,614.0879714639977
TCGA-F5-6864-01,2229.0503432531277,2769.433426197049,4998.483769450177
TCGA-G4-6293-01,3072.107605045252,685.0238051875858,3757.131410232838
TCGA-G4-6294-01,1438.3424719778977,45.95566930859604,1484.2981412864938
TCGA-G4-6295-01,2977.8370139336675,605.3709858225575,3583.207999756225
TCGA-G4-6297-01,2701.0839638605103,2624.9531364861614,5326.037100346672
TCGA-G4-6298-01,65.95001916154251,496.26163221634306,562.2116513778856
TCGA-G4-6299-01,3078.853648928709,1889.6727966778744,4968.526445606583
TCGA-G4-6302-01,2974.2139960347304,3738.9926102653553,6713.206606300086
TCGA-G4-6303-01,1689.5920686370464,1650.4880114128882,3340.0800800499346
TCGA-G4-6304-01,1473.9358794102027,-1195.1673527826642,278.76852662753845
TCGA-G4-6306-01,1464.6103411897693,-1597.62323230509,-133.0128911153206
TCGA-G4-6307-01,512.3442798281521,-1180.458863241518,-668.1145834133658
TCGA-G4-6309-01,1446.2757920261156,-327.26535689695993,1119.0104351291557
TCGA-G4-6310-01,6.14493363784095,697.2766144463003,703.4215480841413
TCGA-G4-6311-01,2425.391023909351,1742.2573058124217,4167.648329721773
TCGA-G4-6314-01,1788.6091358942595,2455.0104834084887,4243.619619302748
TCGA-G4-6315-01,522.2407900352773,-1090.738728993334,-568.4979389580567
TCGA-G4-6317-01,-239.12632985747223,-1597.11993375388,-1836.2462636113523
TCGA-G4-6320-01,1198.788929256776,-970.7436937006187,228.04523555615742
TCGA-G4-6321-01,2866.4423544575566,-509.9159057372035,2356.526448720353
TCGA-G4-6322-01,1562.7605694512586,293.36515326844165,1856.1257227197002
TCGA-G4-6323-01,2944.0681823466,-1036.9418817349324,1907.1263006116678
TCGA-G4-6586-01,2506.568731803218,-866.8463447820395,1639.7223870211783
TCGA-G4-6588-01,2171.8084154646876,700.8842818117591,2872.692697276447
TCGA-G4-6625-01,4101.447876215234,2148.335335779162,6249.783211994396
TCGA-G4-6626-01,652.2942436447538,-874.4211115684593,-222.1268679237055
TCGA-G4-6627-01,3254.805299025704,2324.6721663019252,5579.477465327629
