,CXCL13,VSIG4,CXCL10,MEIS2,FOXP3,ZNF532,CXCR5,CD4,CD8A,CD8B,MS4A1,Global_Cluster,Sub_Cluster
P_T_P0728_05366,0.0,3.205018917436286,3.4131589472543467,0.0,0.0,0.0,0.0,2.9035240686261807,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05367,0.0,3.2512275980549727,3.2587052381926083,2.0696045087718646,0.0,0.0,0.0,1.908613409417861,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05368,0.0,3.106539659397173,1.6496260539002157,0.0,0.0,0.0,0.0,3.0467921850209563,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05369,0.0,0.0,0.0,1.8433478141951734,0.0,0.0,0.0,2.938534957067938,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05370,0.0,3.1324416731937905,0.0,1.5539916485770877,0.0,1.0993763135776398,0.0,2.9496523630199274,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05371,0.0,1.3928839159957596,0.0,2.0706181109615835,0.0,1.7437662564931524,0.0,2.7444150580155697,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05372,0.0,3.3291593178285375,0.0,1.6671690759193882,0.0,2.1448169705704023,0.0,2.394836093011171,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05373,0.0,1.3602548951472695,0.0,1.8531343200289505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM13_TAM-SPP1
P_T_P0728_05374,0.0,0.8677998000729409,0.0,0.0,0.0,1.8023473736019846,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05375,0.0,1.273381406624528,0.0,0.0,0.0,0.0,0.0,3.023531462140296,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05376,0.0,1.838433992253474,0.0,1.8324540049045908,0.0,0.0,0.0,2.0079895275889004,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05378,0.0,0.0,0.0,2.378957773967905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9883353580526153,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05380,0.0,3.1125113664960353,2.1076212312812808,0.0,0.0,0.0,0.0,2.7406995273769685,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05381,0.0,0.0,0.0,1.5807660930423226,0.0,0.6031022250509211,0.0,1.3916160276863694,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05382,0.0,1.8883155599247936,0.0,1.8821163757129937,0.0,2.3997248292954474,0.0,2.620839156418022,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05383,0.0,3.1753208570362426,0.0,0.0,0.0,0.0,0.0,2.1881519443410893,0.0,0.0,0.0,Myeloid cell,hM13_TAM-SPP1
P_T_P0728_05384,0.0,0.0,0.0,0.0,0.0,2.9367290666402264,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05385,0.0,2.0706684151092385,0.0,0.0,0.0,2.0511051865755943,0.0,1.9715411545616683,0.0,0.0,1.8220837208509442,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05386,0.0,0.0,0.0,1.9532953205482841,0.0,2.8184971328483432,0.0,2.059540383055788,0.0,0.0,0.0,Myeloid cell,hM05_Mono-CD14
P_T_P0728_05387,0.0,0.0,1.3960070948509844,0.0,0.0,2.239887466015244,0.0,3.019035725304722,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833136013942706,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05389,0.0,3.063920938730718,0.0,1.8043127981157105,0.0,2.6915601150917796,0.0,3.017463594182331,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05391,0.0,0.0,1.4664852620186455,0.0,0.0,0.0,0.0,3.134106440996866,0.0,0.0,0.0,Myeloid cell,hM04_cDC1-BATF3
P_T_P0728_05392,0.0,2.540712457481669,0.0,0.0,0.0,2.121396552401199,0.0,3.1094071759991793,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49534626072485,3.1584345416598882,0.0,CD8 T cell,hT15_CD8-GZMK
P_T_P0728_05394,0.0,0.0,1.5834473501519761,2.8249172827633395,0.0,2.276985360320956,0.0,2.000323030933666,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2092554460245588,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05396,0.0,0.0,0.0,0.0,0.0,1.7021410235649717,0.0,3.0756771795824327,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05397,0.0,2.25096680314152,3.484654582202132,2.2739263364233477,0.0,1.7201475025517254,0.0,2.93175456671104,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B cell,hB02_GALTB-IgA
P_T_P0728_05399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05400,0.0,2.856455574592459,1.501241694235022,0.0,0.0,0.0,0.0,2.848596961938679,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6598196152807927,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ILC,hI04_ILC3-SLC4A10
P_T_P0728_05403,0.0,0.9008289078362121,1.3439754662464134,3.2517123362809834,0.0,0.0,0.0,0.6688762086204529,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05404,0.0,3.164980586224493,2.505089857570189,0.0,0.0,2.6736748434822646,0.0,2.668553209966273,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05405,0.0,3.411289561976715,3.83438632088034,0.0,0.0,0.0,0.0,3.0776519966482865,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05406,0.0,0.0,1.4844147405652952,0.0,0.0,0.0,0.0,0.7664722590965127,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05408,0.0,1.1855503022939937,0.0,0.0,0.0,0.8400438654974532,0.0,0.0,0.0,0.0,0.7830478528203807,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8859928247900384,0.0,0.0,0.0,Myeloid cell,hM06_Mono-CD16
P_T_P0728_05410,0.0,3.1937670596472554,0.0,0.0,0.0,0.7834586102433411,0.0,2.9221569703914057,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05411,0.0,3.366548619234998,3.0690550901995617,0.0,0.0,1.9499838177367255,0.0,3.1726033794522075,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05412,0.0,1.2768877008931687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B cell,hB02_GALTB-IgA
P_T_P0728_05413,0.0,1.6169196715159808,0.0,0.0,0.0,1.7357004172303534,0.0,3.0841226009846388,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05414,0.0,1.9167375868558219,0.0,0.9748786536685199,0.0,0.0,0.0,0.3518764304248125,0.0,0.0,0.0,ILC,hI02_NK-GZMK
P_T_P0728_05415,0.0,1.2243735163598268,1.6841241388050636,2.4741562913192534,0.0,0.0,0.0,1.5395133314301326,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05416,0.0,1.6420265306040234,1.8000566391135804,0.0,0.0,2.2918781073697385,1.36130773328365,2.0776887897217144,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05417,0.0,1.3529883436658732,0.0,1.7026707522786972,0.0,0.7034676047532136,0.0,2.9769555053670937,0.0,0.0,0.0,Myeloid cell,hM04_cDC1-BATF3
P_T_P0728_05418,0.0,1.0140798639639543,0.0,1.5254158915460867,0.0,1.7763060876978296,0.0,0.8477362017528598,0.0,0.0,0.0,Myeloid cell,hM06_Mono-CD16
P_T_P0728_05419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2869188919911903,B cell,hB01_PlasmaB-IgG
P_T_P0728_05420,0.0,2.432466441580204,0.0,0.0,0.0,0.0,0.0,2.866621778327001,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05421,0.0,3.3607731820763225,0.0,0.0,0.0,0.0,0.0,2.9965936803458537,0.0,0.0,0.0,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.570523312210707,0.0,0.0,0.0,Myeloid cell,hM05_Mono-CD14
P_T_P0728_05423,0.0,0.0,1.4040945043906672,0.0,0.0,0.0,0.0,0.6986490623727528,0.0,0.0,0.5774655367299515,Myeloid cell,hM06_Mono-CD16
P_T_P0728_05424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.810045076573797,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05425,0.0,3.117100853412063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05426,0.0,2.9367728719613213,1.964079707474401,0.0,0.0,2.3857004865830596,0.0,3.0352919233566125,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05427,0.0,2.841238849216613,1.5002792477361386,0.0,0.0,3.1008706165106434,0.0,3.1111126355961676,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899182611170901,0.0,0.0,0.0,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05429,0.0,0.0,0.0,1.900968148495039,0.0,0.8993572983806295,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05430,0.0,3.0452663203252697,1.6514975297369148,0.0,0.0,1.956945004241448,0.0,2.807844126933568,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05431,0.0,0.0,0.0,0.0,0.0,0.0,1.026174383892425,2.963560848782908,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05432,0.0,3.2671278347586306,0.0,0.0,0.0,1.8379808636514574,0.0,3.049224259123386,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05433,0.0,0.0,1.9913217593252401,0.0,0.0,0.0,0.0,0.0,3.3708089542701405,3.315561796963711,0.0,CD8 T cell,hT18_CD8-LAYN
P_T_P0728_05434,0.0,1.6621304269876045,2.13576332917288,1.794121635886816,2.9051077718781855,0.7912704645669733,0.0,2.006001962763325,0.0,0.0,0.0,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05435,0.0,3.0054317795491285,3.58705184927719,1.697460627113036,0.0,0.0,1.052226427763616,3.189483885792989,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05436,0.0,1.4240101893197061,1.9332359136721322,0.0,0.0,0.0,0.0,3.1052995560322945,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05437,0.0,3.051222085677539,3.565297969845461,0.0,0.0,2.760111629978397,0.0,2.895501392375852,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05438,0.0,0.0,1.4357096481453335,3.3875027743006036,0.0,0.0,0.0,2.7367632959048143,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05439,0.0,3.015489160041656,0.0,0.0,0.0,0.0,0.0,2.8979655528062027,0.0,0.0,0.0,Myeloid cell,hM13_TAM-SPP1
P_T_P0728_05440,0.0,3.2090728141038527,0.0,0.0,0.0,0.0,0.0,2.3955463487067474,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05441,0.0,3.2666501648446173,0.0,1.6816031539789693,0.0,0.0,0.0,2.882463675671228,2.0224298598057637,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05442,0.0,2.9096029843270657,1.4983757642506783,0.0,0.0,0.0,0.0,3.030453962905761,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05443,0.0,3.2624235070223655,1.922354008609853,0.0,0.0,2.668639507582453,0.0,2.9279768743039676,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05444,0.0,3.2683313819472555,1.9488741260234204,2.2309210722332904,0.0,1.70058343130912,0.9390249298887532,2.9815682306299283,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05445,0.0,2.6715721807431043,3.6484771074004776,2.0317355292316903,0.0,0.0,0.0,2.935581417935927,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05446,0.0,2.5037012737115023,3.9807176647371283,0.0,0.0,0.0,1.079230437540591,3.024028193604221,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4462080727263438,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05449,0.0,0.0,1.587987587497501,0.0,0.0,0.0,0.0,2.775676645971204,0.0,0.0,0.0,Myeloid cell,hM13_TAM-SPP1
P_T_P0728_05450,0.0,3.0542060079384044,1.7122897635175882,0.0,0.0,2.467013480918253,0.0,2.6419179901066934,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05451,0.0,1.5034765157319603,0.0,0.0,0.0,1.70671557678588,0.0,3.0671791795643473,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05452,0.0,1.0807906482312106,0.0,0.0,0.0,2.6832558636497215,0.9425793880790441,2.47815159827644,0.0,0.0,0.0,Myeloid cell,hM04_cDC1-BATF3
P_T_P0728_05453,0.0,1.2867011435762703,0.0,2.5344666670702045,0.0,0.0,0.0,3.0282062529932054,0.0,0.0,0.0,Myeloid cell,hM04_cDC1-BATF3
P_T_P0728_05454,0.0,0.0,1.5584692546558374,0.0,0.0,0.0,0.0,2.879127729086263,0.0,0.0,1.2610226613559128,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05455,0.0,3.334326558584236,0.0,1.9391131898740475,0.0,2.423896157358691,0.0,2.922953848781791,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05456,0.0,3.290458090826662,0.0,0.0,0.0,0.0,0.0,2.4949724595030087,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05457,0.0,3.299288530737215,0.0,0.0,0.0,0.5711429773028773,0.0,3.0004017153417184,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05458,0.0,1.8319381050176713,2.277814284720671,2.4156427511212373,0.0,0.0,0.0,1.6580184440062418,0.0,0.0,0.0,Myeloid cell,hM05_Mono-CD14
P_T_P0728_05459,0.0,3.1229885718598243,0.0,0.0,0.0,0.0,0.0,2.9694857108420254,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ILC,hI02_NK-GZMK
P_T_P0728_05461,0.0,2.868130965030268,0.0,0.0,0.0,0.0,0.0,2.997864881907277,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05462,0.0,0.0,0.0,1.7719827003249669,0.0,1.2515105263068058,0.0,2.723418190690362,0.0,0.0,0.6625249730924491,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05463,0.0,3.386680084205606,1.5484280284529894,0.0,0.0,2.6970518801716965,0.0,2.1306553234887393,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05464,0.0,0.0,0.0,2.9338127440813877,0.0,0.0,0.0,0.9677292766090629,0.0,0.0,0.8245817919469827,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05465,0.0,0.0,0.0,0.0,0.0,1.9872859471670847,0.0,2.605943846589258,0.0,0.0,0.0,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05466,0.0,3.3813979658578543,2.3709167037184122,2.0704716158995033,0.0,1.4701695168024944,0.0,3.18497460840272,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05467,0.0,2.369411248902107,3.759811702976149,0.0,0.0,1.885375843984702,0.0,2.472827955886349,0.0,0.0,0.7672296310301149,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05468,0.0,2.4262634653258135,1.926279192525905,2.0119877016198666,0.0,1.8105250869234655,0.0,3.0286922796929137,0.0,0.0,0.7333399895468391,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05469,0.0,0.0,0.0,0.0,0.0,0.0,1.1607852534107412,2.908151096101238,0.0,0.0,0.6240565347832239,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05470,0.0,3.0390044687543156,0.0,0.0,0.0,3.0098257736983083,0.0,2.871624405046553,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05471,0.0,0.0,0.0,3.4152143476039956,0.0,0.0,0.0,2.8863905725634513,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05472,0.0,3.136607860350137,0.0,0.0,0.0,0.0,0.0,3.051491329094442,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05473,0.0,0.0,1.7110662221938313,1.8820690959257949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05474,0.0,3.0357009149314917,3.266744291396178,0.0,0.0,0.0,0.0,2.997542846391497,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05475,0.0,0.0,3.1028393454477508,0.0,0.0,1.858101028845157,0.0,3.029196123138843,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05476,0.0,0.0,0.0,0.0,0.0,0.7533403877924689,0.0,2.701647087865117,0.0,0.0,0.9090572037440467,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05477,0.0,3.355535376648472,0.0,0.0,0.0,0.0,0.0,3.176937612557221,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05478,0.0,0.0,2.055988284049917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05479,0.0,0.0,0.0,0.0,0.0,2.408496933973185,0.0,2.0921977473829636,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05480,0.0,2.552429367509933,3.064459902623815,0.0,0.0,0.0,0.0,2.9163579458379965,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05481,0.0,1.3177463472077995,0.0,0.0,0.0,0.0,0.0,2.278106517295105,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05482,0.0,1.3437737486692014,0.0,0.0,0.0,0.5927337059669087,0.0,2.853743261697272,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05483,0.0,2.4901246237143018,0.0,2.830527280238124,0.0,0.0,0.0,2.824039408848273,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05484,0.0,0.0,0.0,2.4918758649038932,0.0,0.0,0.0,2.7984078174489366,0.0,0.0,1.4342955373961486,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0883159030040366,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05486,0.0,0.0,3.3733572601439445,1.7992965998396038,0.0,0.0,2.0689866422316436,3.0204990626189065,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05487,0.0,3.1231151044029666,0.0,0.0,0.0,0.0,0.0,2.5540804871737492,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05488,0.0,0.0,0.0,2.811476519170482,0.0,0.0,0.0,2.3390319792917333,1.9973237203988852,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05489,0.0,2.0671893536313144,0.0,0.0,0.0,2.595443422345194,0.0,2.1029636811038426,0.0,0.0,0.0,Myeloid cell,hM13_TAM-SPP1
P_T_P0728_05490,0.0,3.3343322259485264,0.0,0.0,0.0,0.5243047404727079,0.0,3.073183761402869,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05491,0.0,0.0,0.0,3.331129910957168,0.0,1.7614851543426497,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05492,0.0,1.272077825422036,0.0,1.9717948619926888,0.0,2.674149846513869,0.0,2.911314477177874,0.0,0.0,0.0,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05493,0.0,0.0,3.364025682259716,1.6084002862225633,0.0,1.9421368342610779,0.0,2.838458665489754,0.0,0.0,0.0,Myeloid cell,hM13_TAM-SPP1
P_T_P0728_05494,0.0,2.102857717903558,0.0,2.0789031955509265,0.0,2.2039384433637794,0.0,0.0,0.0,0.0,0.0,ILC,hI04_ILC3-SLC4A10
P_T_P0728_05495,0.0,0.0,1.8140815269140753,3.021416641920085,0.0,0.0,0.0,0.0,1.9955400510344479,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2816650177447073,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87031086718096,0.0,0.0,1.38782023469413,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05498,0.0,1.377853852412568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05499,0.0,1.3156505439608388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05500,0.0,3.123917168339779,0.0,0.0,0.0,0.0,0.0,3.084622114371384,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05501,0.0,3.1658664166218364,3.7393189946570824,0.0,0.0,2.623036167967574,0.0,3.0623952240694576,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05502,0.0,0.0,0.0,0.0,0.0,1.5961591951970857,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05503,0.0,3.044311536104988,0.0,0.0,0.0,0.0,0.0,3.0240457318684366,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05504,0.0,3.232571593772148,1.5831409503314235,2.089306432941306,0.0,0.0,0.0,3.2914037555096067,0.0,1.9352587046963745,0.7298325760479035,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05505,0.0,0.9612224883337358,1.5230921736433156,0.0,0.0,2.8969839905944728,2.8068571401557434,1.0278730005480596,0.0,0.0,0.0,Myeloid cell,hM04_cDC1-BATF3
P_T_P0728_05506,0.0,0.0,0.0,2.505835214364328,0.0,0.0,0.0,2.254829053201988,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05507,0.0,0.0,1.3153158785683303,0.0,0.0,0.0,0.6005895323884602,3.4531670411356696,0.0,0.0,0.0,CD4 T cell,hT07_CD4-GZMK
P_T_P0728_05508,0.0,0.0,0.0,2.320082415812462,0.0,1.4196453306297852,0.0,3.470801155777295,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05509,0.0,1.4855157684582971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676168968273918,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05510,0.0,3.095642750250326,0.0,1.7438061539576677,0.0,0.0,0.0,3.0067146160315654,0.0,0.0,0.0,Myeloid cell,hM13_TAM-SPP1
P_T_P0728_05511,0.0,3.073448940074054,0.0,2.315042266680069,0.0,0.0,0.0,2.7194375385103005,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05512,0.0,0.0,0.0,0.0,0.0,0.0,1.976748975022383,3.1931653849069868,0.0,0.0,1.0037426313173574,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05513,0.0,1.4341905625560185,1.5998664749410663,0.0,0.0,0.0,0.0,2.061897347174988,0.0,0.0,1.7320484220150179,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05514,0.0,0.0,3.0557090299045147,0.0,0.0,2.7994408820979464,0.0,2.900935966167787,0.0,0.0,0.0,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05515,0.0,0.0,2.703123603490139,1.8716003178000689,0.0,0.0,0.0,1.5620772383833974,0.0,0.0,0.692280632666895,Myeloid cell,hM08_Macro-NLRP3
P_T_P0728_05516,0.0,0.0,1.6807826083027728,0.0,0.0,1.9034470718409167,0.0,2.5744264028512465,0.0,0.0,0.8235179080432403,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05517,0.0,3.0804184659581573,0.0,0.0,0.0,2.073861614682668,0.0,3.17053358130945,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05518,0.0,3.3107169558429552,3.5499737300778116,0.0,0.0,1.8351340013568713,0.0,3.020216479490329,0.0,0.0,1.3032798345535042,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05519,0.0,1.3203856689889062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6266783861754992,Myeloid cell,hM03_cDC2-CD1C
P_T_P0728_05520,0.0,1.1500739930115587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P0728_05521,0.0,0.0,1.497031498220686,0.0,0.0,2.7094963648304367,0.0,2.879726172881813,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
P_T_P0728_05522,0.0,0.0,0.0,0.0,0.0,0.0,1.1888314110979799,3.214903466019364,0.0,0.0,0.0,Myeloid cell,hM12_TAM-C1QC
