,CXCL13,VSIG4,CXCL10,MEIS2,FOXP3,ZNF532,CXCR5,CD4,CD8A,CD8B,MS4A1,Global_Cluster,Sub_Cluster
P_N_P0411_01891,0.0,0.0,0.0,0.0,0.0,2.664974394811454,0.0,0.0,3.4633387501201134,3.3199496038724554,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6012085413736585,0.0,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01893,0.0,0.0,0.0,0.0,0.0,2.1451585069665646,0.0,0.0,3.276710101206216,3.5339094831670943,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3744373629932873,3.3593419847456336,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01895,0.0,0.0,0.0,2.66174507013018,0.0,0.0,2.4914394745434563,0.0,3.539492633509332,2.1047315226619063,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4428904871676553,3.3947587720107966,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4362396032527722,3.344092281817703,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316551380169557,3.4866893374021797,3.202626399153657,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01899,0.0,0.0,0.0,0.0,1.6141159671973964,0.0,0.0,0.0,3.534810347492658,2.3851635791731107,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01900,0.0,0.0,0.0,0.0,0.0,1.4291134860980679,2.735086847804248,0.0,3.3867978824697054,3.461118672618433,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01901,0.0,0.0,0.0,0.0,1.7586786117899562,0.0,0.0,0.0,3.4933250467255714,3.650961082292914,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01902,0.0,0.0,0.0,0.0,0.0,1.6566737985902134,0.0,0.0,3.505402012501524,3.193018616551221,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4040930251628536,3.551558752331415,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01904,0.0,0.0,0.0,2.1968460110139594,0.0,1.5155611952714172,0.0,1.1766963662830288,3.498220528779932,3.4182916938540804,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9154095912890895,3.4444928428342507,3.365831421474933,1.0476711590931462,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01906,0.0,0.0,0.0,0.0,0.0,1.5618286688380294,0.0,0.0,3.491606014128268,3.466335854913096,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01907,0.0,0.0,0.0,0.0,1.6202130341844965,0.0,0.0,0.0,2.3456174612845517,3.3186315262602144,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01908,1.945381114361149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4382040706454045,3.309682974348289,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7146275938142737,3.5217052734492005,3.3915301390659036,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5420730290017786,1.2980371137987106,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839364093138533,3.4428531307723516,3.293666955425423,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01912,0.0,0.0,0.0,0.0,0.0,1.6014342319383288,0.0,0.0,3.5173318042154293,3.3276315714293547,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.620786091861402,2.2761398181482804,0.0,CD8 T cell,hT15_CD8-GZMK
P_N_P0411_01914,0.0,0.0,0.0,0.0,0.0,0.0,2.7027848335201705,0.0,3.418308931047497,3.1503056004791805,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3095030122066307,1.309765616895901,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01916,0.0,0.0,0.0,1.761840211473431,0.0,0.0,0.0,0.0,3.505006582270909,3.289680263692531,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5607280511059107,2.5993678108451044,1.7260581207570496,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01918,0.0,0.0,0.0,0.0,0.0,2.1846491264124093,0.0,0.0,3.5282059961071477,2.9946862880532605,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01919,0.0,0.0,0.0,2.1410829042861863,0.0,0.0,0.0,0.0,3.6201800647936975,3.334510031474047,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4341850878099867,3.531464939325211,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.405119373409714,3.4134925231740643,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01922,0.0,0.0,0.0,0.0,0.0,2.5364584700614246,0.0,0.0,3.328857678320272,3.1625706710390427,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1547664363615233,3.421273074470447,3.5097638041473136,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01924,0.0,0.0,0.0,0.0,0.0,2.9931549786190517,0.0,0.0,3.5485960375840575,3.2410989119801266,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5360391375592415,3.344433294956647,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3128631258901224,3.474307353613269,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4906169364026294,3.521697229739089,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026344993722365,3.424601769631237,2.652310416342795,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399143190286638,3.3957739298914715,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01930,0.0,0.0,0.0,0.0,0.0,0.5436621661676458,0.0,2.093997697463652,3.49728671557345,3.5008563651454065,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.470189749333937,3.251440943822727,2.9029707885163787,CD8 T cell,hT15_CD8-GZMK
P_N_P0411_01932,1.9711615595817504,0.0,0.0,0.0,0.0,1.8772711486178302,0.0,0.0,3.547621160527497,3.498293173220786,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01933,0.0,0.0,0.0,0.0,0.0,0.9919898966491268,0.0,0.0,3.5833495986493276,2.9184016432469897,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5997050809790156,3.3008205893525995,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01935,1.9115031233031412,0.0,0.0,0.0,0.0,1.8189037524280574,0.0,1.1187115213551606,3.5614717193152745,3.40903137479451,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.391630679017178,3.5612233400174764,0.0,CD8 T cell,hT15_CD8-GZMK
P_N_P0411_01937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.499940235646024,3.481224902759878,3.2425078074584106,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.504785725321667,3.250985559892837,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5943807276033044,3.27474612366061,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0210431929412227,3.437222924693465,3.2719390497529917,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.572914233601425,1.9939299923114333,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01942,0.0,0.0,0.0,0.0,0.0,0.9644333428104233,0.0,0.0,3.50179565051794,3.289701330897684,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01943,0.0,0.0,0.0,1.631194089333983,0.0,0.0,0.698335606197297,0.0,3.5598917693263483,3.2905355288472258,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.635565571376908,3.4818826193952837,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4292121912451665,3.383100217077963,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.371295712930876,3.2933809960521634,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01947,0.0,0.0,0.0,0.0,0.0,0.0,0.7731797682338764,0.0,2.9982118511476132,2.6982545794572026,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50655354779738,0.0,0.0,CD8 T cell,hT14_CD8-CX3CR1
P_N_P0411_01949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.835815741642267,3.5333328911427553,3.24630404039378,CD8 T cell,hT15_CD8-GZMK
P_N_P0411_01950,0.0,0.0,0.0,1.661182336238912,0.0,0.49057836407356575,0.0,0.0,2.9726654939762343,2.7875167206003573,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01951,0.0,0.0,0.0,0.0,0.0,0.0,1.0041647594996996,0.8588091378285322,3.5124951560696642,2.906985252124063,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9728816021602775,3.475099653971354,2.9866915414097006,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556098370715349,3.4886254272107244,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.445544203916056,2.863887856209944,3.0849560121527495,CD8 T cell,hT15_CD8-GZMK
P_N_P0411_01955,0.0,0.0,0.0,0.0,0.0,2.537344626579394,0.0,0.0,2.9921010751916772,1.4983465348524512,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.451032291318662,3.331965548014115,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.511275381589578,3.443467267300826,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01958,0.0,0.0,0.0,0.0,0.0,2.3066567115943055,2.393868689198533,0.0,3.4665900900612776,2.061348356208969,0.0,CD8 T cell,hT14_CD8-CX3CR1
P_N_P0411_01959,0.0,0.0,0.0,0.0,0.0,0.0,2.243849298549625,0.0,3.431843633060413,3.4907487953686838,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6505023906650034,3.4419208580628875,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01961,0.0,0.0,0.0,0.0,0.0,0.0,3.1694625126167293,2.0881590759983615,3.379435714668101,3.3417968291345423,0.0,CD8 T cell,hT14_CD8-CX3CR1
P_N_P0411_01962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5779189335624575,2.9103320336080296,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01963,0.0,0.0,0.0,2.19016503815235,0.0,0.7035615386373412,2.6459598697306386,0.0,3.3225957447457675,3.592425445090501,0.0,CD8 T cell,hT15_CD8-GZMK
P_N_P0411_01964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.582283592902131,3.5099326314197605,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2281624419809265,3.3414012267858615,3.5370231620984804,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01966,0.0,0.0,0.0,0.0,0.0,0.0,2.987301723897114,0.0,3.482677462843712,3.506219428805407,0.0,CD8 T cell,hT14_CD8-CX3CR1
P_N_P0411_01967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.510528989604708,3.2947318414161315,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_01968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1217221031094216,3.6470384314047046,3.358705798291975,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.533761042877933,2.5716911355135297,0.0,CD8 T cell,hT17_CD8-CD160
P_N_P0411_01970,0.0,0.0,0.0,2.3463911640581334,0.0,1.2248248385025389,3.3834828325756305,3.4102965909244407,0.0,0.0,0.0,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_01971,0.0,0.0,0.0,0.0,0.0,2.3666866494078564,0.0,3.06243475708783,1.4831912530963336,0.0,0.0,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_01972,0.0,0.0,0.0,0.0,0.0,0.0,0.8475885319006325,3.2339703884555666,1.8671200119002431,1.845198638858742,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_01973,0.0,0.0,0.0,0.0,0.0,0.0,2.9733669364558244,2.8897517318093375,0.0,1.3165864349121759,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.969407371958371,0.983195546912051,0.0,0.0,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_01975,0.0,0.0,0.0,0.0,0.0,2.5004099087877627,0.0,2.949367333577402,0.0,0.0,0.0,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_01976,0.0,0.0,0.0,0.0,2.712310732719345,0.0,0.0,3.1295029561633334,1.24231782005755,0.0,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01977,0.0,0.0,0.0,0.0,0.0,1.8053173219907033,0.0,3.3197283769373205,0.0,0.0,0.0,CD4 T cell,hT07_CD4-GZMK
P_N_P0411_01978,0.0,0.0,0.0,1.8622735874359058,0.0,0.0,0.9843866896001019,2.9654134148597913,0.0,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_01979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.885367586158891,0.0,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_01980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0378787924903046,1.6175701224678123,0.0,2.5343640016050055,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01981,3.5104599991510947,0.0,0.0,0.0,0.0,0.0,3.1271464924805072,3.2401950308214893,1.2074016620232637,0.0,1.6738657412672673,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_01982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.356093712642382,1.4797872604582871,1.508250075109316,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.227610149782063,0.0,0.0,1.7399391298453761,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_01984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0771264255671107,1.5559293523878557,1.2093828603491226,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_01985,0.0,0.0,0.0,0.0,0.0,0.0,3.3986089074509076,3.1969546141697847,1.3255695324221606,1.3519717008068441,0.0,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_01986,0.0,0.0,0.0,0.0,0.0,0.0,3.1672338665802005,3.2341758817813067,0.0,1.3357703512480064,3.633663461988735,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01987,0.0,0.0,0.0,0.0,0.0,0.0,2.6916360311459107,3.4056967727915977,0.0,0.0,2.7132262532542506,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01988,0.0,0.0,0.0,0.0,0.0,0.0,0.8965478245719196,3.083418317540187,1.349537930192816,0.0,2.5735071381063293,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01989,3.0755878517183985,0.0,0.0,0.0,0.0,0.0,1.1845254694569998,3.2533190645600873,0.0,0.0,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1377563197135085,1.4615521731070755,0.0,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.092672157012706,1.3068233015045798,0.0,2.3093612023071906,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01992,0.0,0.0,0.0,0.0,0.0,0.41793839291676377,0.9243918559432236,3.0933626497447766,1.5251148467120232,0.0,2.7293695137183396,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01993,0.0,0.0,0.0,0.0,1.374252717110052,2.9589088762125764,0.0,3.1848645863343776,1.373325824901843,0.0,1.6816681482749,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01994,0.0,0.0,0.0,0.0,2.7764117557020174,0.0,3.061047370672052,3.032412019259228,1.720383651621415,1.6947302869826164,0.0,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_01995,0.0,0.0,0.0,0.0,0.0,0.0,3.2638107653768684,2.919806329937642,1.2717613445504217,2.300597252653407,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01996,0.0,0.0,0.0,0.0,2.4109100291275203,0.0,0.0,2.65955138711189,1.4586678266196682,0.0,2.0802027435220998,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_01997,0.0,0.0,0.0,0.0,0.0,0.0,0.8482393258321489,3.2823375635245537,0.0,1.5909500281764757,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_01998,2.9665062040480934,0.0,0.0,0.0,0.0,0.6825812139913456,3.244042068861918,2.9314831376316763,1.420443674396235,1.9336936135341487,0.0,CD4 T cell,hT07_CD4-GZMK
P_N_P0411_01999,0.0,0.0,0.0,1.7469760228668594,0.0,0.0,0.0,2.7870883376441458,0.0,0.0,1.964035700810436,CD4 T cell,hT03_CD4-GNLY
P_N_P0411_02000,0.0,0.0,0.0,0.0,0.0,0.0,0.9124548292336814,2.361385761484464,0.0,1.395032577767235,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02001,0.0,0.0,0.0,0.0,0.0,0.0,2.9241760814586364,3.12479623704228,0.0,0.0,0.0,CD4 T cell,hT07_CD4-GZMK
P_N_P0411_02002,0.0,0.0,0.0,0.0,0.0,2.2537012913257697,0.0,3.20687111435912,1.4685211727140004,1.9982935147578076,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_02003,0.0,0.0,0.0,0.0,0.0,0.0,1.215790948884017,3.197571092584538,1.307518756591364,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_02004,0.0,0.0,0.0,0.0,0.0,1.9125497574743762,1.6787908354167291,3.1896257253499614,1.2910824342516243,0.0,2.318664905800668,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02005,0.0,0.0,2.2503995666350565,1.8302954558830566,0.0,0.6393696627005454,3.2745698366042917,3.072243979503198,1.4102056045817817,1.4385885931338653,1.8586157311358213,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.526220380648383,1.3102494207294124,1.3410569778383548,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02007,0.0,0.0,0.0,0.0,0.0,1.8733785211204292,3.305611789255191,3.1546655580771343,0.0,0.0,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.215219082025643,1.2651617060269469,0.0,1.5719388274958843,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02009,0.0,0.0,0.0,0.0,0.0,0.0,0.810965367714589,3.3299017421916273,1.0338247857998089,0.0,2.5478236355833688,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02010,0.0,0.0,0.0,0.0,3.109449698882457,0.0,2.4402193210936773,3.274522083377247,0.0,0.0,0.0,CD4 T cell,hT06_CD4-CXCR5
P_N_P0411_02011,0.0,0.0,0.0,2.030980499213681,0.6790120859308779,2.3911230069160156,3.316657347904891,3.1745086343775855,1.0482217093825357,1.648042376619519,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02013,0.0,0.0,0.0,2.2176593450242255,0.0,0.0,0.0,1.4216855980514647,3.5488011918334594,3.527361038550801,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_02016,0.0,0.0,0.0,0.0,2.758160098480912,0.0,0.0,1.722796126787382,3.5237132221841385,3.2907787496020293,0.0,CD8 T cell,hT16_CD8-CD6
P_N_P0411_02019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.481245340501542,1.9699044922785032,1.9560701266719152,0.0,CD4 T cell,hT01_CD4-CCR7
P_N_P0411_02021,0.0,0.0,0.0,0.0,0.0,0.0,3.3367891609284435,2.8742048995987566,1.2789002800771367,1.675930536217965,0.0,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02024,0.0,0.0,0.0,0.0,0.0,2.496814060154898,0.0,1.3627792269142505,0.0,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_02027,3.224122285221467,0.0,0.0,0.0,0.0,0.5977367791942866,0.0,3.1465859873576307,1.3540263575693756,1.9372503646697175,1.8090714050162207,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_02032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3954309098493898,1.29318449596433,0.0,1.7519962504316935,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02033,0.0,0.0,0.0,0.0,0.0,0.0,2.9099568792923494,3.322944720251383,1.2402704200212866,3.313201784580615,0.0,CD8 T cell,hT15_CD8-GZMK
P_N_P0411_02036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.994219658926755,ILC,hI02_NK-GZMK
P_N_P0411_02037,0.0,0.0,0.0,0.0,0.0,0.9267482359935411,3.292135758425718,2.476004753433691,0.0,0.0,2.00070769849407,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.228383821711477,0.0,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_02042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2017964736639204,1.8057068804487946,0.0,1.8941185611855813,CD4 T cell,hT05_CD4-CXCR6
P_N_P0411_02046,0.0,0.0,0.0,1.6429133445001636,0.0,0.0,2.5488340669371548,1.0707790995040014,1.2107897859551828,1.235280772974842,1.521235926349231,CD4 T cell,hT04_CD4-TCF7
P_N_P0411_02047,0.0,0.0,0.0,0.0,0.0,0.0,0.8664065361907839,2.333618205985438,1.8835163594757744,0.0,2.585369422610827,CD4 T cell,hT05_CD4-CXCR6
P_P_P0411_02049,0.0,0.0,0.0,0.0,0.0,2.3862907772698407,0.0,0.0,0.0,2.353460307441371,1.4234146160671448,B cell,hB02_GALTB-IgA
P_P_P0411_02050,0.0,0.0,0.0,0.0,0.0,2.8806096340170413,0.606289466100004,0.0,0.0,2.407862483998899,3.5227482000281882,B cell,hB03_FollicularB-IgD
P_P_P0411_02051,0.0,0.0,0.0,0.0,0.0,2.619653236153068,2.4513638993831477,0.0,0.0,0.0,3.565188602871022,B cell,hB03_FollicularB-IgD
P_P_P0411_02052,3.4930783114499864,0.0,2.214432370267819,0.0,0.0,0.0,0.0,0.0,0.0,2.9777775072838835,2.1433110637928965,ILC,hI01_NK-CD16
P_P_P0411_02053,3.4649213743523304,0.0,2.3233880342390845,0.0,0.0,1.4950013218584055,0.0,0.0,0.0,0.0,0.0,ILC,hI01_NK-CD16
P_P_P0411_02055,3.24650669452709,0.0,0.0,0.0,0.0,2.138123625592501,0.0,0.0,0.0,0.0,0.0,ILC,hI01_NK-CD16
P_P_P0411_02056,0.0,0.0,0.0,1.7878154510626292,0.0,0.0,1.1168653375206636,0.0,0.0,0.0,0.0,Myeloid cell,hM05_Mono-CD14
P_P_P0411_02058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9731199626206037,0.0,0.0,ILC,hI01_NK-CD16
P_P_P0411_02059,0.0,0.0,0.0,0.0,0.0,2.831796272994893,0.0,0.0,0.0,0.0,0.0,ILC,hI01_NK-CD16
P_P_P0411_02060,0.0,0.0,0.0,0.0,0.0,0.0,2.0996539905576643,2.8903238728733376,0.0,0.0,0.0,Myeloid cell,hM06_Mono-CD16
P_P_P0411_02061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.293969658559675,0.0,1.3157855585832041,ILC,hI01_NK-CD16
P_P_P0411_02063,0.0,0.0,0.0,0.0,0.0,2.2856219541948244,0.0,2.8188990891906838,0.36951596817634735,0.0,0.0,Myeloid cell,hM03_cDC2-CD1C
P_P_P0411_02064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9330303162243186,2.9465330139091472,0.0,ILC,hI01_NK-CD16
P_P_P0411_02065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.953721255292115,0.0,0.0,1.1761379364014384,Myeloid cell,hM03_cDC2-CD1C
P_P_P0411_02066,0.0,0.0,0.0,1.3710367744619003,0.0,1.202704182440614,0.0,2.417481962431091,3.349132194202543,0.0,0.0,ILC,hI01_NK-CD16
P_P_P0411_02067,0.0,0.0,0.0,0.0,0.0,0.0,1.8423262765156945,0.0,3.324852260713112,0.0,0.0,ILC,hI01_NK-CD16
P_P_P0411_02068,0.0,0.0,0.0,1.4860488515113741,0.0,0.0,0.0,0.0,0.0,0.0,1.5063393166847443,ILC,hI01_NK-CD16
P_P_P0411_02069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4198083503558019,0.0,0.0,ILC,hI01_NK-CD16
P_P_P0411_02070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4584530573639833,3.271992824398584,0.0,CD8 T cell,hT13_CD8-GPR183
P_P_P0411_02071,0.0,0.0,0.0,0.0,0.0,2.6200211611974544,0.0,0.0,3.5093779500488513,3.0868765985280064,0.0,CD8 T cell,hT13_CD8-GPR183
P_P_P0411_02072,0.0,0.0,0.0,0.0,2.1360013815085734,1.9511565688808363,0.0,1.29015066286143,3.4654456099011672,1.968947342961232,0.0,CD8 T cell,hT14_CD8-CX3CR1
