TF,n,spearman_rho,p,is_signature_gene,p_fdr_bh,significant_fdr01
TET2,380,0.16995005334748112,0.0008802262725563084,False,0.0021257258501047823,True
ZNF207,380,-0.1696189657720501,0.0009012218910304365,False,0.0021730396998677812,True
RREB1,380,0.16954470623940998,0.0009059940276649516,False,0.0021811489188574575,True
ARID5A,380,0.1693877074588899,0.0009161601161427768,False,0.002200063119642022,True
FOXP1,380,0.16937952286990005,0.0009166929665175092,False,0.002200063119642022,True
RFX1,380,0.16925829678828236,0.0009246188503597934,False,0.0022156501243915795,True
TIGD4,380,-0.16916139403252495,0.0009309998811903229,False,0.0022274927605604633,True
POU3F3,380,0.1687582222897604,0.000957987364854899,False,0.002288525371597814,True
ZNF256,380,0.1686783085369138,0.0009634215918273559,False,0.0022979609000751107,True
NFE2L3,380,-0.1682732202640046,0.000991408086138466,False,0.0023610764882189927,True
PCGF6,380,-0.16788824960153026,0.0010186976531058158,False,0.0024223409631456264,True
ZNF267,380,0.1678067405671818,0.001024563732142592,False,0.002432553155455111,True
ZSCAN16,380,-0.16774578871296103,0.0010289706743528062,False,0.0024360437067218127,True
NR2C1,380,-0.1677428822137571,0.0010291812559406108,False,0.0024360437067218127,True
GABPA,380,0.16691205873744006,0.0010910312974190613,False,0.002578498394511003,True
CREM,380,0.1666126950889911,0.0011141437483799066,False,0.002629107503798926,True
ZNF621,380,0.16622992831989353,0.0011443521688743277,False,0.002695136792646252,True
JRK,380,0.16621422758942017,0.0011456072413186264,False,0.002695136792646252,True
ZNF461,380,0.16558470350605659,0.0011969860653950539,False,0.0028117366149188823,True
E2F7,380,-0.1653172967494591,0.00121944543354935,False,0.002860153835052112,True
ZNF705A,380,0.16519089971940973,0.0012301958270334562,False,0.0028810032378937824,True
NFKB2,380,0.16497496428255687,0.0012487635849175941,False,0.002920069530894918,True
ZKSCAN4,380,0.16495205076839256,0.0012507489138138034,False,0.002920300631348066,True
E2F8,380,-0.1648994664667733,0.001255316031567979,False,0.002926550025402457,True
ZNF547,380,0.1644317009826474,0.0012966231911229046,False,0.0030183048118169265,True
ZNF836,380,0.16431295987322486,0.0013073059200764425,False,0.003035000563312139,True
BHLHE40,380,0.16430841232835613,0.0013077166509878533,False,0.003035000563312139,True
LHX8,380,0.1634544302401283,0.0013869845929309903,False,0.0032141499249358873,True
HMBOX1,380,0.1631853248450748,0.0014128633048085882,False,0.0032692263017095585,True
ZNF536,380,0.1628440012680677,0.0014463246988991776,False,0.003341657662531234,True
ZNF517,380,0.16243221543952674,0.0014876615382653571,False,0.0034320418200220163,True
HOXD13,380,0.16237345019905075,0.0014936482598456441,False,0.0034407254557158587,True
RARG,380,0.16213196763812446,0.0015184821570629026,False,0.0034927345900941653,True
TP63,380,0.16203882103732617,0.0015281621121230936,False,0.003509784791641764,True
MBD3,380,-0.16152599440439658,0.0015824772133461364,False,0.0036291477426071395,True
KLF4,380,-0.1612336560076278,0.0016142263315919413,False,0.003696482782994564,True
ZBTB26,380,0.1609129153484334,0.0016497310992399333,False,0.0037722064130331122,True
KLF1,380,-0.16079309506335768,0.001663177356368113,False,0.0037973429906457802,True
PHF20,380,0.16067576968035083,0.0016764408818270636,False,0.0038219889323538943,True
ZNF529,380,0.1605208384022069,0.0016941042217778872,False,0.003856578434282602,True
WT1,380,0.1604960733826921,0.0016969433752390274,False,0.003857369082041137,True
JUND,380,-0.1601197462160502,0.0017406267612723849,False,0.003948138722206897,True
ZNF790,380,0.16010826152389734,0.0017419759349272034,False,0.003948138722206897,True
ZNF792,380,0.1600025718304087,0.0017544369557298328,False,0.0039705678471780425,True
MBD6,380,0.15947812388388805,0.0018174865097182256,False,0.00410725418546542,True
ZNF551,380,0.15930565047467088,0.0018386702930089699,False,0.004146456392653897,True
TFDP1,380,-0.15929333996646144,0.0018401909184452372,False,0.004146456392653897,True
OVOL1,380,-0.15924575984663658,0.0018460789630628755,False,0.00415367766689147,True
HDX,380,0.15895004009456556,0.0018830625406316716,False,0.004230741383015715,True
ZNF420,380,0.15880530747786825,0.001901409187591475,False,0.004265770177379135,True
HOXA1,380,0.1584924954836935,0.001941621834345897,False,0.004349682488520186,True
ZBTB33,380,0.15782547701917782,0.002029977917929119,False,0.004541048868431035,True
ZFP37,380,0.15737130796571094,0.002092225674489569,False,0.004673543065093582,True
PURB,380,0.15734419905832203,0.0020959957619849216,False,0.0046752182126119,True
NANOG,380,0.15722788728962175,0.0021122420000236957,False,0.00470467714537652,True
ZNF41,380,0.15684088651065758,0.002167129183601186,False,0.00481999421869919,True
FERD3L,380,0.15681412728070157,0.0021709720854391455,False,0.004821613756470298,True
ZNF227,380,0.15678365980453723,0.0021753551042939896,False,0.004824426506371197,True
IRF5,380,0.15668544963658726,0.0021895385693213735,False,0.004848935200728878,True
ZNF584,380,-0.15650762013278827,0.0022154356464205473,False,0.004899277686655725,True
ZBTB22,380,0.15607049744771026,0.0022802858746716875,False,0.005034604642240489,True
ONECUT1,380,0.15605155646916868,0.002283134663341617,False,0.005034604642240489,True
ZFP41,380,0.15582592907974574,0.0023173204308081963,False,0.005102719810655886,True
ADNP,380,0.15570965858619346,0.0023351187840862362,False,0.005134607780916894,True
IRF6,380,0.15555497966669893,0.0023589898634498664,False,0.005173721662443671,True
ZXDB,380,0.15555110029633484,0.002359591404189426,False,0.005173721662443671,True
ZNF200,380,-0.15525732786224883,0.00240555266463357,False,0.005267037517472088,True
VSX1,380,0.15444577564191117,0.002536795316257176,False,0.0055465524711385715,True
ZNF598,380,-0.15420301160839286,0.0025773033976018178,False,0.005627173003508623,True
ZNF746,380,0.15356954078271093,0.0026857950750576367,False,0.005855789825618621,True
AHRR,380,0.15317165581638265,0.002756047767150121,False,0.00600050906265596,True
GATA1,380,0.15297320153663096,0.0027917092091808288,False,0.006069614966027982,True
REXO4,380,-0.1529202963519734,0.002801286663841056,False,0.006081895870443134,True
HOXB7,380,-0.15285862887670523,0.002812488077252272,False,0.006097663226311649,True
POU3F2,380,0.1528198676661078,0.002819549582742751,False,0.006104423432287802,True
ZIC4,380,0.15257842471412744,0.002863899845659277,False,0.006185748964474823,True
HMG20B,380,-0.15257191328341208,0.0028651046560261295,False,0.006185748964474823,True
GATA6,380,-0.1520804946384378,0.002957372945175576,False,0.006371379979479025,True
ZNF155,380,0.15207029309561887,0.0029593166700551798,False,0.006371379979479025,True
ZNF212,380,0.1520132046768779,0.002970215310219715,False,0.006382037890043971,True
NR1H2,380,0.15200119611567098,0.002972512479794382,False,0.006382037890043971,True
ZNF85,380,0.15138795868684035,0.003091989968510619,False,0.006629363533593406,True
ZNF197,380,0.15132575366198114,0.003104349880657454,False,0.006646657835764507,True
ZNF317,380,0.15032270188288188,0.003309946134247939,False,0.0070770671489168635,True
ZNF217,380,0.15008038559155545,0.0033614313632362794,False,0.0071772355176410495,True
ZNF555,380,0.14969558229015692,0.003444684991982363,False,0.007344865520094625,True
ZNF75D,380,0.14927551247204085,0.003537699252956657,False,0.007532817666543198,True
ZNF285,380,0.14917955868079222,0.0035592626744970577,False,0.007568322280386601,True
ZNF789,380,-0.14906654355745605,0.003584812939205423,False,0.007612195377078182,True
ZNF543,380,0.1484248508599872,0.003733062069909276,False,0.007916137101670629,True
FLYWCH1,380,0.148389496047936,0.003741389113796167,False,0.007922941652744825,True
LHX9,380,0.14782662379491007,0.003876245827244627,False,0.008197306749418966,True
ZNF83,380,0.14777822561169554,0.003888044282048775,False,0.008211040311884726,True
ZNF23,380,0.1476797244474705,0.00391215719444494,False,0.008250707543597774,True
SPZ1,380,-0.14757234397369876,0.003938597804511913,False,0.008295169253584273,True
ZNF629,380,0.14711725103912904,0.004052460109533304,False,0.008518545345706043,True
EVX2,380,0.14710461341542916,0.004055664030869092,False,0.008518545345706043,True
SETDB2,380,0.1468819171833446,0.004112499540174824,False,0.00862455516505583,True
TGIF1,380,-0.14686332114493916,0.00411727795024306,False,0.00862455516505583,True
ZNF146,380,0.14678012449842592,0.0041387175411814175,False,0.008646656270221351,True
ZNF230,380,0.146779030274026,0.004139000191365647,False,0.008646656270221351,True
ZBTB12,380,0.14671157158122614,0.0041564592395925415,False,0.008671427092842661,True
ZNF16,380,0.14663779194804344,0.004175630391837335,False,0.00869969831300699,True
HNF1B,380,-0.14654315976030832,0.004200336898232691,False,0.00873941064309705,True
MBD2,380,-0.14635151588312095,0.004250776147723312,False,0.008832485203591527,True
POU5F1,380,-0.14595372696566156,0.004357221612649805,False,0.009041526885230427,True
POU5F1B,380,-0.1457848963641527,0.004403122516170745,False,0.009124543045558651,True
ZNF717,380,0.14545803857230008,0.004493229684519515,False,0.009298822929994933,True
ZNF302,380,0.14459257966583589,0.004739907832422062,False,0.009796231407996464,True
GATA2,380,0.14403192824448027,0.004906157496114427,False,0.010126309071980177,False
ZNF518B,380,0.1439770670321423,0.00492270439571244,False,0.010146932629244817,False
NR1H3,380,0.1435979641903661,0.00503842783718496,False,0.010371657303141381,False
ZNF583,380,0.1433983287518107,0.005100347335435738,False,0.010485176195557135,False
PRDM15,380,0.143191633769584,0.005165177485479064,False,0.010604369691673199,False
MAFK,380,0.14313981292958408,0.005181547012853129,False,0.010623887120392906,False
FOXE3,380,-0.14304606364050057,0.005211279873437431,False,0.010670715931324263,False
OVOL2,380,-0.14250843743577987,0.005384773826762419,False,0.011011400110737417,False
EGR3,380,0.14208026949897362,0.005526642232290313,False,0.011286599176234043,False
USF1,380,-0.14201378315084898,0.005548970549538368,False,0.011317267998267976,False
ZNF235,380,0.14190657127542128,0.00558514667721162,False,0.011376061916215248,False
TCF12,380,0.14177810411802533,0.0056287739622776604,False,0.01144985820447545,False
ZNF396,380,0.14144311596634873,0.005743979348486193,False,0.011668871432357777,False
HOXA6,380,0.14139300770254656,0.005761392928324839,False,0.011688907277911992,False
ZNF439,380,0.1411538487824088,0.005845160156658224,False,0.011843334977103312,False
XBP1,380,-0.1407322167969017,0.005995507001962734,False,0.012132084756912827,False
ZNF19,380,0.1404494673822341,0.00609826539082727,False,0.01232390969321229,False
ZBTB38,380,0.1404213729775736,0.006108561420924439,False,0.01232862200728948,False
PRDM16,380,0.140385887165234,0.006121588538850395,False,0.012338826898620326,False
ZNF10,380,0.13998779366958447,0.006269448987124933,False,0.012620425269270997,False
CEBPZ,380,-0.13993978520433034,0.0062874950221650065,False,0.012640314667936923,False
ZNF224,380,0.13980000546765342,0.006340302699105432,False,0.012729946275246705,False
RBCK1,380,-0.13973437086322296,0.006365235826855025,False,0.012753853904742476,False
KLF15,380,0.13972530136802697,0.006368688028660164,False,0.012753853904742476,False
ZBED1,380,0.13969632158079398,0.006379730111155868,False,0.012759460222311735,False
ZNF383,380,0.1396405124421963,0.006401043254389658,False,0.012785567687477666,False
ZFP91,380,0.13912289542966105,0.00660177893831344,False,0.013169528088285058,False
ZSCAN5A,380,-0.1390343363706616,0.006636682083059823,False,0.01322211565582575,False
ZBTB42,380,0.1389057859445215,0.006687640795009356,False,0.013306514075417074,False
ZNF43,380,0.13879272799485065,0.006732747385705935,False,0.013379066692006144,False
MSX1,380,-0.1386801544560694,0.0067779311390044165,False,0.013451586414331841,False
FOXP4,380,0.13832534532410917,0.006922122476556569,False,0.0137201608114079,False
ZNF441,380,0.13817638147780295,0.006983473738883633,False,0.013824063104593174,False
PRMT3,380,-0.138135715771906,0.007000306349646114,False,0.013839686116541742,False
ELF5,380,0.13777730991177647,0.007150236673162385,False,0.014118069349560424,False
RELB,380,0.13760715807611143,0.007222415483588886,False,0.014242419323051713,False
MEF2B,380,-0.13751329787095293,0.0072625093225258475,False,0.014303262635203578,False
ZNF784,380,-0.13731617987789288,0.007347359549376661,False,0.014451985492293611,False
ZNF250,380,0.13727294626421466,0.007366087660418113,False,0.014470436165389896,False
ATF4,380,-0.13706176262746508,0.007458183471142552,False,0.014632785821709342,False
HOXC11,380,0.13684461854267183,0.00755394977629147,False,0.014801916776834425,False
ZNF737,380,0.13652880394736439,0.007695192602840793,False,0.015059618393422944,False
DLX3,380,0.1361823835599517,0.007852830390978704,False,0.015345512756413967,False
JRKL,380,0.1361643699461465,0.007861105694984674,False,0.015345512756413967,False
TFAP4,380,-0.13585614472784927,0.008003912423225797,False,0.015604605077019565,False
ZNF605,380,0.13578955074479157,0.008035068978322214,False,0.015641069029177907,False
ZNF222,380,0.1357601662723116,0.008048851108784722,False,0.015641069029177907,False
ZNF649,380,0.13575148337862847,0.008052927659079322,False,0.015641069029177907,False
HOXC12,380,0.13524890436949563,0.00829204485031975,False,0.016085320085582673,False
ZNF384,380,0.13512138203596205,0.008353715093315313,False,0.016184669542493247,False
ZNF503,380,0.13472351865965346,0.008548757998376918,False,0.01654184672685934,False
ZNF841,380,0.13455873376107935,0.008630720361288192,False,0.016679594406085043,False
FOXK1,380,0.13435057730206912,0.008735254966526579,False,0.01686056694287175,False
ZNF195,380,-0.13430635671669838,0.008757606801867743,False,0.016882659189652885,False
GLYR1,380,0.13416799478527439,0.008827872696555486,False,0.01699694892321877,False
NKX3-1,380,0.13324751837260407,0.00930823368100849,False,0.017899559923231233,False
ZNF280A,380,0.13309049552939736,0.009392457871531618,False,0.01803911263663889,False
ZNF24,380,0.1330132856352287,0.009434119650279354,False,0.018096675611688276,False
IKZF1,380,0.1328886515104616,0.009501717602137943,False,0.018203785703105862,False
ZBTB43,380,0.132780076636075,0.009560955773338764,False,0.018294634780134003,False
RAX,380,0.1320027221840891,0.009994745011611388,False,0.019101068244412874,False
ZNF470,380,0.13194441710795773,0.010027974339474407,False,0.019140942389033765,False
ZNF860,380,0.13153464484771224,0.010264289993560206,False,0.019567882894127094,False
CREB3L4,380,0.13150577592323748,0.010281123374586816,False,0.019575865908807367,False
JDP2,380,0.13124055350054004,0.01043692264868043,False,0.019848103513706764,False
MAFG,380,0.13085390911118733,0.010667796996805659,False,0.020262269633196515,False
SP2,380,0.13051068106305808,0.010876524602230426,False,0.020633406965995953,False
ZNF764,380,0.13033640881297473,0.0109838824671765,False,0.020811566779913367,False
TBP,380,-0.1301411676911233,0.011105270876267507,False,0.021015842685161493,False
SMAD4,380,0.13008510047981514,0.011140348538345982,False,0.021056482951598995,False
TMF1,380,0.1300352727315032,0.011171604798832108,False,0.021089810034868418,False
ZNF345,380,0.1300062617141464,0.011189838721936277,False,0.021098502243066208,False
CUX1,380,0.12973989631477947,0.01135848832289013,False,0.021390437863544914,False
ELK4,380,0.12918878561271885,0.011714576625947855,False,0.022034221891819295,False
ZNF76,380,-0.12800775922620888,0.012511057485100738,False,0.023503782751135852,False
ZFP2,380,0.1279788331753568,0.012531150275676315,False,0.023512994699087197,False
ZNF525,380,0.12782491999415715,0.012638541695984915,False,0.023685790006518943,False
GLI4,380,-0.1275136529804487,0.012858208006570044,False,0.0240683264742085,False
SNAPC5,380,0.12735504434552503,0.012971429516727195,False,0.024250933444316062,False
EGR1,380,0.1270787851804199,0.013170733476759993,False,0.02457652514499563,False
SP100,380,0.12705541472082507,0.013187716902243879,False,0.02457652514499563,False
ZNF701,380,0.12704785853708814,0.013193212141790287,False,0.02457652514499563,False
ZNF300,380,0.12639930350837864,0.013672453579508326,False,0.025438651611873662,False
NKX6-1,380,0.12628352147745747,0.01375960193603828,False,0.025570064582217597,False
ZNF223,380,0.12614459679701406,0.013864814182175753,False,0.02573469107195212,False
ZNF417,380,0.12608284961731323,0.013911804027558585,False,0.025790985191210408,False
NR6A1,380,0.12589845733191732,0.01405296180542877,False,0.02602151300813844,False
ZNF707,380,0.12559505627465173,0.014287965579569,False,0.02642505462027815,False
PATZ1,380,0.12533164006363365,0.014494791763406937,False,0.02677558192094742,False
ZNF566,380,0.12517757171969288,0.014616976268017024,False,0.02696910520010769,False
ZNF799,380,-0.1250035742633581,0.014756052220694725,False,0.02717142959559855,False
FOXL2,380,0.12499648998196475,0.014761739205360712,False,0.02717142959559855,False
ARID3B,380,0.12474037753286182,0.01496863253773374,False,0.027519528703576997,False
THAP6,380,-0.12468919606859212,0.015010281759191037,False,0.02755654381315143,False
ZNF343,380,0.1246719130690209,0.015024368849030885,False,0.02755654381315143,False
CENPT,380,-0.12460081749536822,0.015082439755879964,False,0.027630315671126844,False
ZNF672,380,-0.12457421116240693,0.015104222402257917,False,0.027637513331791083,False
TFAP2B,380,0.12450282655773977,0.015162801492791145,False,0.02771194416864308,False
RFX2,380,0.12425617884333943,0.015366740195434022,False,0.028051549319023424,False
POU6F2,380,0.12420308801924741,0.015410951150746715,False,0.028099119412668922,False
MSGN1,380,-0.12337470397258703,0.016115367250790685,False,0.02934892765202821,False
RELA,380,0.12313493862960681,0.01632444241255083,False,0.029668350498444657,False
NAIF1,380,0.12312447206204676,0.016333623077195453,False,0.029668350498444657,False
ZNF114,380,0.12310779821867056,0.01634825773590006,False,0.029668350498444657,False
ASCL2,380,-0.12307531820153751,0.01637679844828827,False,0.029685344259894893,False
RXRG,380,0.12286362443093635,0.01656388756407144,False,0.029989354326529348,False
ETS2,380,-0.12283864717847738,0.016586084608702333,False,0.029994461418541136,False
FIGLA,380,0.12280739798791082,0.01661389210116324,False,0.03000969074982578,False
ZZZ3,380,0.1224564508570063,0.01692899837037941,False,0.030543227829076137,False
MYC,380,-0.12238898983654771,0.016990164916955035,False,0.03061789905872689,False
SOX3,380,0.12218585114913338,0.01717551775945413,False,0.030915931967017432,False
PPARD,380,0.12213070430304344,0.017226140146091706,False,0.03097103942642272,False
NKRF,380,-0.12163120643038863,0.01769062620441941,False,0.03176924520236804,False
TFEB,380,0.12157767319457799,0.017741049873588006,False,0.031822879726899456,False
SP6,380,-0.1209918713073955,0.018301074076831462,False,0.03278942438765637,False
NRL,380,-0.12072682540145324,0.018559481157460804,False,0.03321396165520153,False
ZNF143,380,0.1206654641098811,0.018619756838346678,False,0.033283352870393364,False
THAP8,380,0.12026185828472853,0.01902048989004708,False,0.033960459457661914,False
SCMH1,380,0.11958251437370207,0.019711970158410527,False,0.035154527425368086,False
FOXD1,380,0.11937787291001398,0.01992450779479289,False,0.035492679017651775,False
ZNF251,380,0.11917884634293377,0.020133122360548355,False,0.03582307288980328,False
ZNF419,380,0.11902137463297896,0.0202995229728517,False,0.03607768261994768,False
NKX2-6,380,0.1186884921658234,0.020655217905494436,False,0.036667749217552045,False
ZNF138,380,-0.11849971660180024,0.020859325552812495,False,0.036987670052409785,False
ZNF274,380,0.11840219182584351,0.020965455438465563,False,0.03712512779309617,False
ATMIN,380,0.118384452212053,0.02098481060656276,False,0.03712512779309617,False
XPA,380,-0.11810630749757635,0.021290320198405027,False,0.037622620624578745,False
ZNF577,380,0.11688484441263666,0.022678069331319484,False,0.04002924894513405,False
TFAP2C,380,0.11679721971840784,0.022780566400404004,False,0.04016436991779658,False
DOT1L,380,-0.11669325307733629,0.02290269891149881,False,0.04033376327076241,False
ZNF708,380,0.11663103797081006,0.022976055353368472,False,0.04041697009888,False
EEA1,380,0.11651780720762535,0.023110084932093874,False,0.04060659645275972,False
LIN54,380,-0.11647577775625931,0.023160006387061758,False,0.040632288382392,False
FOXD4L5,380,0.11646131765610596,0.023177203256881225,False,0.040632288382392,False
THAP10,380,-0.11611826834562085,0.023588430343105246,False,0.041306436845166196,False
RLF,380,0.11525844212557548,0.024646952819380365,False,0.04311128018576362,False
ZNF33B,380,0.11456148050397988,0.02553481133506264,False,0.04461386901430809,False
ZNF627,380,0.11449064846519391,0.025626568239252356,False,0.04472370646489589,False
ZFP64,380,0.11436789910788121,0.025786252423678314,False,0.04495171030614192,False
KCMF1,380,-0.1139218613959799,0.026373737683395307,False,0.04587697837137524,False
HOXA5,380,0.11391993561697292,0.026376298934447005,False,0.04587697837137524,False
ZNF234,380,0.11374434945499635,0.02661072665157084,False,0.04623277761687055,False
LHX1,380,0.11343511512633143,0.027027949647498523,False,0.04690500678736291,False
ZNF90,380,-0.11335606823755454,0.02713549900760407,False,0.047021498231013925,False
ZNF600,380,-0.11334115816246855,0.027155826497756105,False,0.047021498231013925,False
DLX2,380,0.1132974536721487,0.027215485979466682,False,0.04707214781699936,False
ZNF214,380,0.11324382747836942,0.027288843130031288,False,0.04714634951483084,False
ZNF845,380,0.11299671080592896,0.027629082563024984,False,0.047680958536859164,False
ZBTB6,380,0.1126746825760191,0.028077926670613797,False,0.04840159296894227,False
ZNF414,380,-0.11264134116461147,0.028124753670063618,False,0.048428385629875954,False
ZHX3,380,0.11231337563345117,0.02858895531143608,False,0.04917300313567006,False
ZNF468,380,-0.11219422477705557,0.028759221201888337,False,0.049410959401246554,False
GFI1B,380,0.11206106436196361,0.028950535032911114,False,0.04966955244786602,False
ZNF692,380,-0.11204484947536546,0.028973905594588515,False,0.04966955244786602,False
ZNF669,380,0.11138050429527104,0.029945435176567062,False,0.051278245191732096,False
ZBTB8B,380,0.11135218377336888,0.029987463270232863,False,0.05129347308543699,False
ZNF350,380,0.11128502034291796,0.030087336783406807,False,0.0513653431968708,False
ZNF282,380,0.11125788712292606,0.030127765160895343,False,0.0513653431968708,False
SMAD5,380,0.11125704169184553,0.03012902559609734,False,0.0513653431968708,False
ZNF534,380,-0.11121604106276768,0.030190206759147076,False,0.05141302537201284,False
SCML4,380,-0.11088603406564022,0.030686526925291228,False,0.052200817231154745,False
TLX1,380,-0.11081265610607849,0.030797828551486574,False,0.052332643905270274,False
FOXB1,380,0.11056862574456455,0.031170466796205033,False,0.05290776600934801,False
TOPORS,380,0.1098818307928391,0.03223996310072571,False,0.054663157590277546,False
ZNF79,380,0.10969113775280105,0.03254241345664315,False,0.05511559740796893,False
TTF1,380,0.10916014933771183,0.03339737614429593,False,0.05650179046051376,False
TBPL1,380,-0.10884764125141545,0.033909448355353804,False,0.05730548695861101,False
FOXQ1,380,0.10858967925554498,0.03433716504775793,False,0.05796502889196214,False
MTF1,380,0.10850123788323301,0.03448485932277966,False,0.058150939250177454,False
ZNF837,380,-0.10809801869409144,0.03516509154345072,False,0.05923347302422384,False
ZNF318,380,0.10792255490006743,0.035464642685568905,False,0.05967311617093551,False
IRX5,380,0.10775593837759799,0.035751094326183216,False,0.06008978720622326,False
E4F1,380,-0.1061940709583685,0.03853316094827506,False,0.06469558909753774,False
CEBPD,380,-0.10609460449062222,0.0387163774238517,False,0.06493277600446634,False
BATF3,380,0.10561514349432924,0.03960991604313556,False,0.06635946973460373,False
SNAI3,380,0.10543471064227267,0.03995066144635372,False,0.06685797180427629,False
THAP9,380,-0.1051971356933569,0.04040309406748636,False,0.067542105417353,False
MESP2,380,-0.10481647797332941,0.041137028773185154,False,0.06869484416493056,False
PRDM9,380,0.10478035887142911,0.041207249612607987,False,0.06873795517275556,False
ZNF763,380,0.10432870760304416,0.042093898388042894,False,0.07014139365413391,False
ZNF684,380,-0.1040681683142561,0.04261264448833033,False,0.0709294340515434,False
ZNF35,380,-0.1039567158839508,0.04283619029523385,False,0.07122494369175295,False
TP73,380,-0.10385485906750612,0.043041352513805364,False,0.07148928507657801,False
HOXB9,380,-0.10363760185863896,0.04348172168503775,False,0.07207710132034983,False
ETV6,380,0.10363433107451019,0.04348838025400953,False,0.07207710132034983,False
HES5,380,-0.10343310972207209,0.04389967406121868,False,0.0726809576970765,False
HMX3,380,0.10326117034025557,0.044253703113399115,False,0.07318881668754469,False
MTF2,380,-0.10258361670521099,0.045672258523344646,False,0.07545427555404216,False
USF2,380,0.10254736321654137,0.04574922379793594,False,0.07550085121450409,False
LBX1,380,0.10235644729894708,0.04615633155199309,False,0.07609158811766274,False
FOXI3,380,0.10187100926640318,0.04720518083613479,False,0.07773789354716665,False
ZNF460,380,0.10183979742078095,0.047273295596369766,False,0.0777673343073118,False
SPDEF,380,-0.10153113130470591,0.04795135278462051,False,0.07864411413853979,False
FAM200B,380,-0.10152945004910603,0.0479550682285482,False,0.07864411413853979,False
ZNF879,380,0.10152781373305969,0.04795868459094416,False,0.07864411413853979,False
BSX,380,0.10122121392388546,0.048640329583590325,False,0.07967749227026225,False
ONECUT2,380,0.10108060832133434,0.04895562905820243,False,0.08010921118614943,False
ZBTB2,380,0.10096550200874112,0.049215018286539874,False,0.08037122619250317,False
KLF10,380,0.10096347864799114,0.049219588133393416,False,0.08037122619250317,False
LMX1A,380,0.10091954468754889,0.04931890235041773,False,0.08044853618382153,False
HMX2,380,0.1007637029929873,0.04967253939190445,False,0.08094009576701904,False
NFIL3,380,0.1006266978106736,0.04998517977874704,False,0.0813638888512097,False
GATA5,380,0.10057522141067743,0.05010307078211604,False,0.0814701192969702,False
ZBTB49,380,0.10033582504967256,0.05065438972707082,False,0.08228016295645921,False
ZNF442,380,0.0999093682366887,0.05164904005523445,False,0.08376693053448477,False
FOXR2,380,0.09986955460839904,0.05174272490036695,False,0.08376693053448477,False
ZNF213,380,0.0998606543394754,0.05176368734540582,False,0.08376693053448477,False
MYF6,380,0.09985112254736964,0.05178614503972992,False,0.08376693053448477,False
HINFP,380,-0.09978080960246224,0.0519520591714957,False,0.08394758621865903,False
ZBTB8A,380,0.0995414398711498,0.05252021245186418,False,0.08477715211208108,False
HNF4A,380,0.09951501698243226,0.05258324407564755,False,0.08479048107198169,False
GZF1,380,0.09947469454249154,0.05267955437676803,False,0.08485738831970543,False
HMX1,380,0.09906806096710193,0.053659033491233944,False,0.08634530545159058,False
TSC22D1,380,0.09896377745613799,0.053912652344498234,False,0.08666332900237099,False
ATF3,380,-0.09886788578322536,0.05414674092526493,False,0.08694933086339224,False
ATOH1,380,-0.09867879489360606,0.05461082112927289,False,0.0876036799047818,False
ZNF8,380,0.09829443663010572,0.0555643283454811,False,0.08904097337350388,False
ZNF696,380,0.09818416177240273,0.05584043255728911,False,0.08939088893348868,False
ZNF766,380,0.09795814064250719,0.056409898299977126,False,0.09020921752930226,False
AHR,380,0.09790854264102385,0.056535503797333415,False,0.09031678006013635,False
ZNF688,380,-0.09776255967672028,0.056906547608891085,False,0.09081580999851897,False
RHOXF2B,380,0.0977031957689233,0.057058008482426606,False,0.09096374575777176,False
ZNF431,380,0.09742464456290012,0.057773170402496625,False,0.09200912323360573,False
ZNF571,380,0.0971768897967333,0.0584154853067509,False,0.09293645555483082,False
HSF2,380,-0.09709267398327587,0.05863515940497692,False,0.09310985495547176,False
LBX2,380,0.09708899441783359,0.05864477298552001,False,0.09310985495547176,False
ZNF526,380,0.09690425602138873,0.05912911651549022,False,0.09378265611268327,False
ZNF75A,380,0.09684616281686194,0.05928210588815184,False,0.09385532708892708,False
ZNF561,380,0.09684081911805241,0.05929619502129889,False,0.09385532708892708,False
ZNF644,380,0.09654036035130661,0.060092845210417065,False,0.09501912603240614,False
CTCFL,380,-0.09599431923669284,0.06156326866108131,False,0.09724483661974884,False
HOXB3,380,0.09540154203561547,0.06319300359520552,False,0.09971740016858119,False
SCRT2,380,0.09493223774440111,0.06450831725475611,False,0.10168928218977848,False
PLSCR1,380,-0.09490068890494793,0.0645975401991531,False,0.10172634000843235,False
EN2,380,0.09484808192886636,0.06474654302052756,False,0.10185736645912262,False
ZSCAN4,380,0.09428054551669833,0.06637205224440454,False,0.1043085653546581,False
THAP1,380,0.09407540328282347,0.06696778752829854,False,0.10513806804645655,False
DUXA,380,0.09402144493754998,0.06712520936658242,False,0.10527844386977668,False
ZNF506,380,0.09391907521816469,0.06742470369583212,False,0.10564113494043331,False
ZNF18,380,0.09363334274290225,0.0682664454712665,False,0.10685182769415626,False
SCRT1,380,0.09360741414424337,0.06834325275883171,False,0.10686399522290049,False
FOXE1,380,0.093342784714268,0.06913120785895802,False,0.10798699269996671,False
SOX30,380,0.0930240008940382,0.07009026571484529,False,0.1093747291598594,False
YY2,380,0.0925495931827204,0.0715376257682617,False,0.11152089092574935,False
SOX14,380,0.09235876809396953,0.07212664783369775,False,0.11232600688789147,False
KLF6,380,0.09208637533212871,0.0729742938795355,False,0.11353186625680498,False
