TF,n,spearman_rho,p,is_signature_gene,p_fdr_bh,significant_fdr01
ZNF70,380,0.2836562948800606,1.830958484869831e-08,False,8.997853125646026e-08,True
TRERF1,380,0.2832220817306447,1.928744216024925e-08,False,9.448405210147418e-08,True
THRB,380,0.28238809919673036,2.130914765169672e-08,False,1.0405855067768618e-07,True
PCGF2,380,0.28225648737155673,2.1646363190900395e-08,False,1.0537286232551513e-07,True
GTF2IRD2B,380,0.2820127556891489,2.228452684987565e-08,False,1.0813933405519596e-07,True
ARID2,380,0.2819217891381722,2.2527335297886107e-08,False,1.0890982763440893e-07,True
C11orf95,380,0.28190069109679805,2.2584014645119682e-08,False,1.0890982763440893e-07,True
IRX6,380,0.2817055953283733,2.3114708242543542e-08,False,1.1112288310390498e-07,True
PHOX2B,380,0.2813213934732326,2.4195272266772544e-08,False,1.1595752776769009e-07,True
ZNF569,380,0.2810059460298659,2.5118820631964532e-08,False,1.200121430193861e-07,True
ZNF880,380,0.2808894787751658,2.5468345538669002e-08,False,1.2130768890418342e-07,True
ZFP90,380,0.2807659657261332,2.5844150564051625e-08,False,1.2272007691150895e-07,True
ZNF646,380,0.2806652000770775,2.6154708405181275e-08,False,1.2381494988140862e-07,True
RFX3,380,0.28014494948510965,2.7816371965507384e-08,False,1.3127970671526047e-07,True
ZNF611,380,0.28009028948527803,2.7996763384094276e-08,False,1.3172945203215178e-07,True
ZNF462,380,0.2796924216154282,2.934431701428708e-08,False,1.3765152344883758e-07,True
ZNF662,380,0.2791770691366099,3.118321320806176e-08,False,1.458356919821136e-07,True
ZNF491,380,0.2781798744028835,3.506265167704583e-08,False,1.6348489396405705e-07,True
CAMTA1,380,-0.2770989192868649,3.97940342418834e-08,False,1.849884835028093e-07,True
ETV3,380,0.2770171585197672,4.0175969694966706e-08,False,1.8620479367607323e-07,True
ZNF236,380,0.2769357526964323,4.0559763245098355e-08,False,1.8742242836839479e-07,True
RAG1,380,0.27644904733988646,4.2929313375747386e-08,False,1.977814794811219e-07,True
ZNF829,380,0.27596138610735715,4.543733098079144e-08,False,2.0871509898595e-07,True
KDM2A,380,0.27556281643599184,4.759167602336032e-08,False,2.1796424403598155e-07,True
CEBPE,380,0.27472954492192464,5.2418851032578406e-08,False,2.3936395692752617e-07,True
ZNF511,380,-0.27393994521781523,5.742695411795714e-08,False,2.614615440429343e-07,True
HOXC9,380,0.27357955037722637,5.986341029433528e-08,False,2.7175530538308215e-07,True
HMGA1,380,-0.2734292591930871,6.09086676561217e-08,False,2.7569186412770873e-07,True
ZNF438,380,0.273208948537301,6.247279562032239e-08,False,2.819471942281605e-07,True
ZNF778,380,0.2713683301349215,7.714536350188286e-08,False,3.471541357584729e-07,True
SIX5,380,0.27048420191709555,8.532507749560891e-08,False,3.828499129368191e-07,True
RFX7,380,0.2703483435618754,8.66539155994273e-08,False,3.876886166124666e-07,True
ZNF592,380,0.26966853402542695,9.360861321031758e-08,False,4.1759692579127266e-07,True
ZNF546,380,0.2694674998131069,9.576635216489244e-08,False,4.2599515273348704e-07,True
ZFP82,380,0.2690729468867268,1.0014142019353366e-07,False,4.4418028211916934e-07,True
TFEC,380,0.26882440292733184,1.0299570063448364e-07,False,4.5553527023480194e-07,True
MYBL2,380,-0.26779939636475586,1.1561770318875643e-07,False,5.09903716627336e-07,True
NFAT5,380,0.2669196355186174,1.2762874527828236e-07,False,5.612764138942645e-07,True
ZNF275,380,0.2667830767744378,1.2959775979158553e-07,False,5.683210542701824e-07,True
SIX1,380,0.26651893264103965,1.3348979170764568e-07,False,5.83735021365637e-07,True
ZNF160,380,0.2664320311496255,1.3479468407573862e-07,False,5.877807632373053e-07,True
ZNF616,380,0.2663244123048754,1.364277033795938e-07,False,5.932305753696945e-07,True
BAZ2A,380,0.2662183852644247,1.3805519926455897e-07,False,5.986259060547263e-07,True
TBX18,380,0.26615543337316994,1.390303322638527e-07,False,6.011702635319664e-07,True
ZNF280D,380,0.2655462449519056,1.4881601105677663e-07,False,6.416913234425911e-07,True
MEOX1,380,0.2651493857996123,1.5554430729118495e-07,False,6.688405213520953e-07,True
DACH2,380,0.2644864833101459,1.674415040240638e-07,False,7.180040117153762e-07,True
ZSCAN29,380,0.26351168787272533,1.8654097507014252e-07,False,7.976945563772946e-07,True
PIN1,380,-0.26302562578565714,1.968318420414144e-07,False,8.393820701931391e-07,True
TBX19,380,0.26236582373052214,2.116790332372419e-07,False,9.00217427063875e-07,True
CREB3L2,380,0.2622093378207503,2.1535536511450325e-07,False,9.133427539650713e-07,True
TIGD3,380,-0.2614890832764669,2.330835578800604e-07,False,9.858288185746817e-07,True
ZNF449,380,0.2611078547161755,2.4302715022044854e-07,False,1.0250845464339356e-06,True
SPEN,380,0.2603367222914358,2.6440312718830784e-07,False,1.1122175024116863e-06,True
ZNF559,380,0.260254705925764,2.667802536234503e-07,False,1.1181198634247558e-06,True
ZNF549,380,0.2602385519148763,2.672508717488111e-07,False,1.1181198634247558e-06,True
LCOR,380,0.26013044580321565,2.704209681651876e-07,False,1.128333311912966e-06,True
REL,380,0.2598325437712469,2.7934492565263395e-07,False,1.1624353357803154e-06,True
HBP1,380,0.2594754040534925,2.904170542528883e-07,False,1.2052697050495203e-06,True
ZNF367,380,-0.258897189010823,3.092432512032974e-07,False,1.2798355692247924e-06,True
HOXD11,380,0.25887354050836126,3.1003768634321517e-07,False,1.2798355692247924e-06,True
ZSCAN20,380,0.25857870534247573,3.20108470651791e-07,False,1.3178933844919479e-06,True
ZNF710,380,0.25785161867746215,3.4630615537719643e-07,False,1.4219679801694962e-06,True
HOXD9,380,0.25749568301150266,3.5987077162039033e-07,False,1.4737564933025509e-06,True
HHEX,380,0.2574634821835505,3.611228235139336e-07,False,1.4749818754606047e-06,True
KLF16,380,-0.2564191080811271,4.0407880440703714e-07,False,1.6460894453212986e-06,True
SGSM2,380,0.25603656368730393,4.2100947423765514e-07,False,1.7105581787923626e-06,True
PAX1,380,0.2558788164448332,4.281877763307975e-07,False,1.7346542441937172e-06,True
HIVEP1,380,0.25585718476142966,4.291812503399184e-07,False,1.7346542441937172e-06,True
DLX1,380,0.2557683789551932,4.332830777235907e-07,False,1.746672407073225e-06,True
FOXO1,380,0.25511616490497474,4.645834722474359e-07,False,1.86798757152995e-06,True
CEBPG,380,-0.2550710860782115,4.6682529280373567e-07,False,1.8721387390160177e-06,True
ZNF623,380,0.2547916409937163,4.809560512146741e-07,False,1.9238242048586964e-06,True
ZNF429,380,0.25437451040217435,5.028161917385027e-07,False,2.006081094874232e-06,True
ZNF211,380,0.2528856240006256,5.888924212380938e-07,False,2.343458786829227e-06,True
TCF23,380,0.2514520395926753,6.850268746221105e-07,False,2.7190297485000692e-06,True
ST18,380,0.25137093838456986,6.908932078880994e-07,False,2.7353009867283317e-06,True
ZNF334,380,0.2501108777955709,7.884709030202743e-07,False,3.113655504784145e-06,True
ZNF500,380,0.2500854269651279,7.905719015160749e-07,False,3.1140084059717146e-06,True
RBAK,380,0.24996495445508327,8.005901586647061e-07,False,3.1454659025709773e-06,True
ZNF678,380,0.24993485692887454,8.031119594385567e-07,False,3.1473856030655338e-06,True
PBX2,380,0.2495381839700061,8.370686209962573e-07,False,3.272177336621733e-06,True
ETV3L,380,0.24950354654546184,8.400982251433325e-07,False,3.2757482431281582e-06,True
FOXO3,380,0.24858503965832573,9.243836963670235e-07,False,3.595341613005408e-06,True
CUX2,380,0.24811303303786067,9.70793284930576e-07,False,3.7663859776253927e-06,True
PRR12,380,0.24808416887351303,9.737026501668485e-07,False,3.768229256145704e-06,True
ZNF98,380,0.24771800932434546,1.0113431297403807e-06,False,3.9041375681748364e-06,True
ZNF883,380,0.24738276632125164,1.0470256034771592e-06,False,4.023347290044977e-06,True
SP1,380,0.24737910575372585,1.0474218074212696e-06,False,4.023347290044977e-06,True
ZNF585A,380,0.2471467836941659,1.0728634804298788e-06,False,4.110872939864981e-06,True
SMAD3,380,0.2469574654158473,1.0940327982925952e-06,False,4.1816364734739196e-06,True
PHOX2A,380,0.24682096195133152,1.1095442298334442e-06,False,4.230478984685152e-06,True
ZFP28,380,0.24642998238548858,1.155148039632818e-06,False,4.393536032804919e-06,True
ZNF430,380,0.2461455930226209,1.189441969377198e-06,False,4.5128827661664276e-06,True
VENTX,380,0.245865454702212,1.2241758384109726e-06,False,4.633310997213168e-06,True
THAP7,380,-0.24565362810337255,1.2510829796499266e-06,False,4.723601103653869e-06,True
THYN1,380,-0.24543333721604907,1.2796659706305618e-06,False,4.819763801791021e-06,True
CC2D1A,380,-0.24509461417273645,1.3248396372160157e-06,False,4.977795530122312e-06,True
ZNF618,380,0.24501859269807993,1.3351860900943214e-06,False,5.004523165777263e-06,True
HOXD3,380,0.24481949100547118,1.362651767602933e-06,False,5.095132696254446e-06,True
TIGD7,380,0.24441558550954817,1.4200415262160047e-06,False,5.277369156591498e-06,True
ZNF284,380,0.24441307298662235,1.4204056654408869e-06,False,5.277369156591498e-06,True
ZNF704,380,0.2444047201322765,1.4216168852058491e-06,False,5.277369156591498e-06,True
ZNF552,380,-0.24426032702708989,1.442711863926711e-06,False,5.342865945833848e-06,True
HOXC6,380,0.2442341236811733,1.4465720182653087e-06,False,5.344375857457512e-06,True
ZXDC,380,0.24321478302513275,1.6046544385148056e-06,False,5.914297787668855e-06,True
ZNF257,380,0.242958694749076,1.6468958130890134e-06,False,6.055569402997132e-06,True
ZNF81,380,0.24263355454877544,1.7020625875306012e-06,False,6.243585036723627e-06,True
IRF3,380,-0.24246599125667098,1.7311795665618842e-06,False,6.335380541460513e-06,True
FOXM1,380,-0.24227670413462798,1.7646449092028711e-06,False,6.442618677938784e-06,True
YBX2,380,-0.24216938610835823,1.7838925116699023e-06,False,6.496392691349387e-06,True
ZHX1,380,0.2421479174602942,1.7877669809527381e-06,False,6.496392691349387e-06,True
EN1,380,0.24158454669399768,1.8923660841054978e-06,False,6.860381026218526e-06,True
ZNF165,380,-0.24138076012707596,1.9316252835713434e-06,False,6.98634565179542e-06,True
SIX2,380,0.2412045855814307,1.9661920873149172e-06,False,7.094791028353128e-06,True
PLAG1,380,0.24074417097204345,2.0593459393242986e-06,False,7.413645381567475e-06,True
HOXD8,380,0.24056664120376858,2.096380698428838e-06,False,7.529460141920746e-06,True
FOXI2,380,0.24024224069090988,2.1657063673940924e-06,False,7.760447816495498e-06,True
CGGBP1,380,0.24021064584246563,2.172574290857936e-06,False,7.767078527131834e-06,True
HOXA4,380,0.24003665723511,2.2107698448379404e-06,False,7.88541870923763e-06,True
ZNF292,380,0.2391111600529246,2.424981167442503e-06,False,8.629588154485045e-06,True
ZNF268,380,0.23895572898795583,2.462849568171069e-06,False,8.74424571451563e-06,True
KLF11,380,0.23835012456811533,2.61585971933606e-06,False,9.266249074444442e-06,True
NFIX,380,0.2376301513150667,2.809598873384622e-06,False,9.929815196345651e-06,True
ZNF347,380,0.23725815619069526,2.914999394741531e-06,False,1.0278858913576058e-05,True
ZNF34,380,0.23621611925289945,3.2307441721033554e-06,False,1.1366345405490896e-05,True
ELF2,380,0.23607354066347325,3.276407486422611e-06,False,1.150085893193243e-05,True
ZNF524,380,-0.23588667845869674,3.337187544520274e-06,False,1.1671822764152655e-05,True
HOXC8,380,0.23587752557269884,3.3401921734622908e-06,False,1.1671822764152655e-05,True
ZNF57,380,-0.2351812142921345,3.576503511433203e-06,False,1.2469431161483329e-05,True
MNT,380,0.2350635765422166,3.6179714583060075e-06,False,1.2585662511140899e-05,True
ZNF550,380,0.2348745366042934,3.6855723224733878e-06,False,1.2792076132710324e-05,True
POGK,380,0.23446813293080304,3.835009278059263e-06,False,1.3280971728044159e-05,True
ARNTL,380,0.23436651370236677,3.873269547648885e-06,False,1.3383529597679632e-05,True
PITX1,380,-0.23415176238147983,3.9553270285264575e-06,False,1.3636628597235983e-05,True
ZBTB1,380,0.23406155155714278,3.990289704209312e-06,False,1.3726596582480032e-05,True
ZNF286B,380,0.23372815712980036,4.1220794699291035e-06,False,1.4148512238248897e-05,True
ZNF287,380,0.23334576053412162,4.2783548751930594e-06,False,1.4652418908847026e-05,True
NFE2L1,380,0.23281012669500464,4.506788191442415e-06,False,1.5400680177379377e-05,True
TEAD2,380,0.23241528217732918,4.682581242910588e-06,False,1.5966158070540946e-05,True
ZNF791,380,0.23169028168779116,5.022537087948754e-06,False,1.70876646420762e-05,True
ZMAT1,380,0.23134203670888617,5.194080426074133e-06,False,1.763253618325166e-05,True
HSFX2,380,0.2311346745096541,5.298864933494199e-06,False,1.7948890409297636e-05,True
ZNF426,380,0.23081713285937538,5.4632415099052844e-06,False,1.8465279164483363e-05,True
ZNF397,380,0.2306792135027883,5.536140427079116e-06,False,1.8670904969757015e-05,True
MAZ,380,-0.23033737270195098,5.720843991100031e-06,False,1.92518836917888e-05,True
ZNF445,380,0.23008242539411997,5.862406373186891e-06,False,1.9685477365929082e-05,True
TBX5,380,0.23002030097647916,5.897404258716248e-06,False,1.9760133749984314e-05,True
NFE2,380,0.22998021268348579,5.92009369059609e-06,False,1.9793315406139844e-05,True
SKIL,380,0.2295848162526376,6.148385865810287e-06,False,2.051228732817742e-05,True
HLF,380,0.22861169922686234,6.746516920862655e-06,False,2.2459372459129873e-05,True
SMAD9,380,0.22842928473307825,6.8646417324124225e-06,False,2.280357382355028e-05,True
FOSL2,380,0.22835508711034802,6.913250878780992e-06,False,2.2915872291976392e-05,True
HOXB4,380,0.22813253447145856,7.06102658726563e-06,False,2.3355703327109395e-05,True
CAMTA2,380,0.22800696892699476,7.1457253447676165e-06,False,2.358546446417968e-05,True
GTF2IRD2,380,0.22757948850661608,7.441391969152884e-06,False,2.45090952515929e-05,True
ZNF821,380,0.22670787859417127,8.08073155847419e-06,False,2.6558327924666763e-05,True
CTCF,380,0.22615383075899462,8.513966245118574e-06,False,2.792292319373634e-05,True
ZNF148,380,0.22574752758832925,8.845630357390864e-06,False,2.894933571509737e-05,True
HOXC10,380,0.22480864985304472,9.65970267106321e-06,False,3.1546877077649474e-05,True
ZBTB41,380,0.2243372017940713,1.0094891772636269e-05,False,3.28987209769283e-05,True
ETV2,380,-0.22414772601494515,1.027499623098052e-05,False,3.341532387722236e-05,True
MLXIP,380,0.22349006418566622,1.09241398672526e-05,False,3.545192560693297e-05,True
ZBTB37,380,0.22343353628214,1.0981719766178722e-05,False,3.5564230539842384e-05,True
YBX1,380,-0.22335583829596234,1.1061334859840897e-05,False,3.5747278419694595e-05,True
TET3,380,0.22224968062810446,1.2256033069940992e-05,False,3.95257066505597e-05,True
NACC2,380,0.2221318413976503,1.2390298470006817e-05,False,3.9875638319273496e-05,True
ZNF823,380,-0.22173362603243432,1.2854442767993877e-05,False,4.1283563080611046e-05,True
ZNF697,380,0.22012169152229305,1.4907567048659253e-05,False,4.777828942303214e-05,True
ZNF844,380,0.2197010254493805,1.5492543153361023e-05,False,4.955053058141087e-05,True
PRDM8,380,0.21945683260920562,1.5842047281031065e-05,False,5.056389523924967e-05,True
FOXA3,380,-0.21889224115441075,1.667900929927397e-05,False,5.312573332361339e-05,True
SRF,380,0.2188617818220484,1.672533571030268e-05,False,5.3163900779360464e-05,True
ZNF689,380,0.21875654882483822,1.688632908737256e-05,False,5.356565046568181e-05,True
NR1D2,380,0.21806193075690555,1.7986486470551745e-05,False,5.69388160662865e-05,True
GATA3,380,0.21784628438872988,1.8341644405503387e-05,False,5.7944623550447434e-05,True
NFYB,380,0.21711070674921573,1.9603821233027747e-05,False,6.180593741084919e-05,True
PRDM10,380,0.21684092765997998,2.0087052778066378e-05,False,6.320072703342835e-05,True
ELF1,380,0.2164853591019216,2.074122703476947e-05,False,6.51266114600875e-05,True
ZFX,380,0.21643597870578873,2.0833658910564208e-05,False,6.528442103958177e-05,True
ZNF775,380,0.2159556202597569,2.1753423800243295e-05,False,6.80288889753063e-05,True
ZNF732,380,0.2152613620200721,2.3151019273720223e-05,False,7.225358434620748e-05,True
DRAP1,380,-0.21514640948715916,2.3390486285048743e-05,False,7.285406995826048e-05,True
TIGD5,380,-0.21482382333519134,2.4075092320684672e-05,False,7.483582914140537e-05,True
ZNF17,380,0.21475847383462882,2.4216073437958063e-05,False,7.512320978348514e-05,True
ZNF37A,380,0.21451821614006444,2.474114559080025e-05,False,7.659858674911757e-05,True
MKX,380,0.2139911589183674,2.593104053459884e-05,False,8.012225698115569e-05,True
OLIG1,380,0.21348745398500846,2.7118716802910587e-05,False,8.362504703367647e-05,True
ALX3,380,0.21329102214331516,2.7595696067671603e-05,False,8.492671473708875e-05,True
NR4A3,380,0.21299252744416003,2.833574229878367e-05,False,8.694547167372554e-05,True
ZNF501,380,0.21298127897947483,2.8363994312164982e-05,False,8.694547167372554e-05,True
ZNF286A,380,0.21269195553438833,2.9099901270776198e-05,False,8.902499440150505e-05,True
ZXDA,380,0.21169392790327624,3.1779585315147026e-05,False,9.703115989713529e-05,True
CEBPA,380,-0.21115113616251213,3.333336214128711e-05,False,0.00010157489093447333,True
ZSCAN21,380,0.21106853038332743,3.35760363879141e-05,False,0.00010198341056588235,True
PRDM12,380,-0.21106067996095565,3.359918565155038e-05,False,0.00010198341056588235,True
FOXJ3,380,0.2107873330445018,3.441471011095733e-05,False,0.00010425434687233258,True
E2F4,380,-0.2097909848788611,3.7548621961192e-05,False,0.00011352591171079144,True
NR0B1,380,0.20975418711983404,3.766938011074055e-05,False,0.00011366900664995396,True
NCOA3,380,0.20938673094057608,3.8895561522869895e-05,False,0.00011714071836070544,True
ZNF177,380,0.20912625775550867,3.978749657676797e-05,False,0.00011959426155502294,True
ZNF484,380,0.2090108028824971,4.018900057366604e-05,False,0.00012056700172099811,True
ZNF33A,380,0.20819969304783995,4.311955631080287e-05,False,0.00012910845874105,True
CLOCK,380,0.20800032366539356,4.38701901359958e-05,False,0.00013110242148749323,True
SOX8,380,0.20782786459291208,4.452944751588484e-05,False,0.000132816155596512,True
HIF1A,380,0.20720495235503586,4.698943776202616e-05,False,0.00013988394164541633,True
TEAD4,380,-0.20676804323386935,4.879085374094314e-05,False,0.00014496783414775428,True
MYB,380,-0.2066368201640076,4.934450628861595e-05,False,0.00014633198416624042,True
CREB5,380,0.20591989406542965,5.247557622735616e-05,False,0.00015531967877618994,True
MESP1,380,-0.2056594201666674,5.3658900795432997e-05,False,0.0001585190428078822,True
ZNF770,380,0.20555556558143426,5.413769422890361e-05,False,0.00015933909662412478,True
TFCP2,380,0.20555455898454408,5.4142354537654806e-05,False,0.00015933909662412478,True
CENPBD1,380,0.20484439516134978,5.7526300250125555e-05,False,0.0001689766846056819,True
ZNF45,380,0.20477081884237006,5.788807805695235e-05,False,0.00016971731975788304,True
BARX1,380,0.20429270785953088,6.029177133438184e-05,False,0.00017643036299739713,True
ZNF510,380,0.20349874697258574,6.44925093905366e-05,False,0.00018836680101235977,True
DMRT3,380,0.20345841236234266,6.471311255538926e-05,False,0.00018865517558520258,True
ZNF608,380,0.20333739062722725,6.537929705227133e-05,False,0.00019023900721224814,True
ZNF740,380,0.20327487573614214,6.572594785121113e-05,False,0.00019088886918137868,True
HMG20A,380,0.20298218036885213,6.737214148289974e-05,False,0.00019530351126503521,True
ZNF2,380,0.20279579352826704,6.844059843372085e-05,False,0.00019802999322504646,True
PRDM1,380,0.2025303071153812,6.999009264744255e-05,False,0.00020213556607880795,True
ZNF594,380,0.20240058915825637,7.075914858589187e-05,False,0.00020397609313028048,True
ZFP1,380,0.20161338558593156,7.559969659415323e-05,False,0.0002175247775608721,True
MYSM1,380,0.20141016320684801,7.689904479090916e-05,False,0.00022085291528075581,True
ZNF665,380,0.20135617258353625,7.724776555965666e-05,False,0.0002214435946043491,True
SOX2,380,0.2010439037531322,7.929407669189573e-05,False,0.00022688952073762403,True
ZNF813,380,0.19998120338677253,8.66469593270228e-05,False,0.00024747138936943045,True
KLF14,380,0.19904848099260913,9.362471266598418e-05,False,0.0002669080206389383,True
ZNF606,380,0.19897961331562566,9.416033513010091e-05,False,0.0002679415418775666,True
OLIG2,380,0.19872477996434776,9.616748622440062e-05,False,0.0002731509516979306,True
ZNF805,380,0.19855647341081964,9.751511353600204e-05,False,0.0002764714207943794,True
SETDB1,380,0.19726791328049476,0.00010843675881636291,False,0.0003068740450598351,True
ZNF780A,380,0.19675422121773764,0.00011310314101545123,False,0.00031949573410934036,True
POU4F2,380,0.19649296308851652,0.00011554816259147246,False,0.0003258079338644797,True
SHOX2,380,0.1964246066309505,0.00011619603276915528,False,0.0003270390158666407,True
ZNF687,380,0.19640032480745384,0.00011642699168968537,False,0.000327094343258862,True
ZNF248,380,0.19596579380574675,0.0001206336865069589,False,0.0003382988165086456,True
ZNF576,380,-0.19568662523573602,0.00012341118357862428,False,0.00034546204734124843,True
ESRRB,380,0.1954526054138093,0.00012578563785931629,False,0.00035147322636502095,True
ZNF117,380,0.194697517173702,0.0001337428079222002,False,0.00037303399398840704,True
ZKSCAN2,380,0.19462408383499677,0.00013454135694973305,False,0.00037458636791040786,True
ZNF391,380,0.19458991752901142,0.0001349144207889555,False,0.0003749506703434526,True
ZNF776,380,0.1941257255070659,0.0001400801071404877,False,0.0003886093294865143,True
ZNF785,380,0.1940093564482499,0.0001414038850122631,False,0.00039157998926472854,True
ZFP14,380,0.1937325476289053,0.00014460008398677814,False,0.0003997159464491653,True
ZNF507,380,0.19317687645972487,0.00015122179287175072,False,0.00041727510760333357,True
ZKSCAN3,380,0.19305458548616752,0.0001527167639509709,False,0.0004206504459005391,True
ZNF398,380,0.19296074126557425,0.00015387336656648385,False,0.0004230834306304032,True
MYT1,380,0.1929317263170134,0.00015423262613025078,False,0.0004233193355489862,True
ZSCAN22,380,0.19278203478450456,0.00015609861568958118,False,0.0004276825789158791,True
MXD4,380,0.19247286014976686,0.00016001984733534353,False,0.0004376514552563812,True
THAP3,380,-0.1917742356734949,0.0001692230109841436,False,0.0004620056807821064,True
HKR1,380,0.19148896735766863,0.00017312163790295364,False,0.00047181742160875396,True
HMGN3,380,-0.19118697429044845,0.0001773404175477162,False,0.00048246567023526297,True
IKZF2,380,0.1903831732760271,0.00018904331445498162,False,0.0005134018434672133,True
ZIM2,380,0.19035659002407174,0.00018944243215701735,False,0.0005135847372663097,True
ZNF567,380,0.1902119991605266,0.00019162715107312681,False,0.0005185993529041963,True
SOX13,380,0.1900028703526743,0.00019482877077756802,False,0.0005263436948755241,True
SOX21,380,0.1892877016378192,0.00020615987825609323,False,0.0005559851768997078,True
NFX1,380,0.18880891359919957,0.000214087186415227,False,0.0005754065852907,True
ZNF12,380,0.18880786980134448,0.00021410477592212094,False,0.0005754065852907,True
ZNF771,380,-0.1884124173149066,0.0002208668564368116,False,0.0005925509423989329,True
HES6,380,-0.18825634531951518,0.00022359017637509077,False,0.0005988193651014542,True
ZNF773,380,0.18807274895125922,0.0002268339544924776,False,0.0006064576192648624,True
PBX4,380,-0.18774090353727343,0.00023280888881588375,False,0.0006213588963568759,True
ZNF786,380,0.18714697864250854,0.00024387140798493544,False,0.0006497640956293977,True
ATOH8,380,0.18696729590873687,0.0002473137768203386,False,0.0006578036538107976,True
HOXD12,380,0.18654727972530338,0.00025553833847795875,False,0.0006785134613445628,True
GATAD2A,380,-0.18584957693105342,0.0002697673630804257,False,0.0007150682843296216,True
ZNF599,380,0.18552949661783913,0.0002765396460696129,False,0.0007317664480611296,True
FOXO4,380,0.18519775798544802,0.00028372583062357006,False,0.0007495009996677243,True
NR3C2,380,-0.18512508118971058,0.0002853232674377336,False,0.0007524368279277882,True
THAP2,380,0.18481617150021404,0.00029220721472638425,False,0.0007692802183612973,True
ZNF846,380,0.18462785683167876,0.00029647944510982556,False,0.0007792023447029033,True
TLX2,380,0.18408181515664843,0.00030919904563147084,False,0.0008112544451483336,True
ZNF492,380,0.1839560315034385,0.0003122003196338206,False,0.0008177429691931544,True
ZNF655,380,0.18389632827375435,0.00031363436206292703,False,0.0008201114737726538,True
ZNF329,380,0.183684713087802,0.0003187668733992088,False,0.0008321266779459953,True
ELF3,380,-0.18332912256423625,0.00032756807473417125,False,0.0008536622553678402,True
IRX3,380,0.18245279509854911,0.0003502342702649105,False,0.0009111977317144227,True
IRX1,380,0.18237321302596618,0.00035236344329492666,False,0.0009151990104371585,True
ZNF554,380,0.1809550109951601,0.00039238779011441347,False,0.001017447737181092,True
MYPOP,380,-0.18075398219429106,0.00039839204206941606,False,0.0010296685499530868,True
ZNF512,380,0.18075268120005605,0.00039843117662913377,False,0.0010296685499530868,True
ZUFSP,380,-0.1805914234851005,0.0004033096864848835,False,0.001039778198644586,True
CDX2,380,-0.18057904375102457,0.00040368649701898976,False,0.001039778198644586,True
POU3F1,380,0.18047740429013248,0.0004067925754341585,False,0.0010460380511164076,True
PAX7,380,0.1794615598123408,0.00043908183780029693,False,0.0011271951656962845,True
GTF2B,380,-0.1793970219055188,0.0004412116574630879,False,0.0011307874929683114,True
FOXP3,380,0.17899791230608095,0.00045459751171712917,False,0.0011631685093192,True
ISL1,380,0.17884889242723728,0.0004596915959450957,False,0.001173411097133776,True
ZNF490,380,0.1788348929513012,0.0004601728690442223,False,0.001173411097133776,True
ZNF132,380,0.17881450382615807,0.0004608746428018965,False,0.001173411097133776,True
ZNF99,380,0.17843595212252578,0.0004740860389422594,False,0.0012044818037161259,True
ZNF706,380,-0.17842045523712152,0.00047463430249795657,False,0.0012044818037161259,True
FOXD2,380,-0.17815861132894828,0.0004839875910602399,False,0.0012262075138482018,True
ZNF260,380,0.17745673190574457,0.0005099106498683009,False,0.0012897739967257023,True
WIZ,380,0.1772523041470939,0.0005176999157562182,False,0.0013073400808982477,True
ZNF404,380,0.17683185226544207,0.0005340687278592611,False,0.001346326820044751,True
ATOH7,380,-0.17678989960608474,0.0005357280941509843,False,0.001346326820044751,True
ZBTB10,380,0.1767894065773711,0.0005357476234803402,False,0.001346326820044751,True
ZNF747,380,0.17662096532198263,0.0005424585469705584,False,0.0013609818974237022,True
CXXC4,380,0.17640706033404707,0.0005510932398256258,False,0.0013804083094661307,True
ZNF615,380,0.17632468493661255,0.0005544523620072024,False,0.0013865787663766547,True
ZNF654,380,0.1757821820074732,0.0005770535226140801,False,0.0014386897226499305,True
ZNF619,380,0.17577993741701595,0.0005771487840863093,False,0.0014386897226499305,True
IRF8,380,-0.175597111818987,0.0005849571435753626,False,0.0014558097399592627,True
HOXD4,380,0.17508924332531844,0.0006071648501110045,False,0.0015085178054008506,True
ZNF142,380,0.1750685808545811,0.0006080846967507305,False,0.0015085178054008506,True
POU2F1,380,0.17494597609761064,0.0006135694093065368,False,0.0015196887129704302,True
SOX6,380,0.17456210380444834,0.0006310398246568924,False,0.0015604626973943602,True
PITX3,380,0.174341863521852,0.0006412701321155891,False,0.0015832315223523635,True
ZNF136,380,0.17415404324790806,0.0006501156718530776,False,0.0016025144267970764,True
ZNF157,380,0.17396245209640399,0.0006592551429271134,False,0.0016224593978555987,True
ZNF215,380,-0.1737298076376142,0.0006705129276651253,False,0.0016475460508343079,True
PREB,380,-0.17352376065702907,0.0006806320343113527,False,0.0016697597291822092,True
ZNF84,380,0.17314835570419473,0.0006994327608204673,False,0.0017131675850476005,True
ZNF254,380,0.17295992351913303,0.0007090498052402804,False,0.001733979618502297,True
ZBTB11,380,0.17258557484653442,0.0007285195704118623,False,0.0017787827996806984,True
PPARG,380,-0.1719092959579681,0.0007649517675733076,False,0.0018647958050448507,True
ZSCAN12,380,0.1710580902658474,0.0008132020301548616,False,0.001979303054527871,True
ZNF71,380,0.17102554893667474,0.0008151012665991682,False,0.0019808112412802396,True
ZNF440,380,-0.1708385067874986,0.0008260974890893348,False,0.0020043870111446558,True
ZBTB39,380,0.1703033839235229,0.0008583189974502792,False,0.0020793079938232115,True
TERF2,380,0.1700386326945491,0.0008746861822318346,False,0.0021156472032732502,True
