id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	B|B	B|Endo	B|Macro	B|Peri	B|TCD8	Endo|B	Endo|Endo	Endo|Macro	Endo|Peri	Endo|TCD8	Macro|B	Macro|Endo	Macro|Macro	Macro|Peri	Macro|TCD8	Peri|B	Peri|Endo	Peri|Macro	Peri|Peri	Peri|TCD8	TCD8|B	TCD8|Endo	TCD8|Macro	TCD8|Peri	TCD8|TCD8
CPI-CC040CA96C8	GABA_byGAD1_and_SLC6A8_GABA-A_a4b3g2S_complex	complex:GABA_byGAD1_and_SLC6A8	complex:GABA-A_a4b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BE567EFB	GAL_GALR1	simple:P22466	simple:P47211	GAL	GALR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Galanin	0.004	0.007	0.0	0.003	0.0	0.004	0.007	0.0	0.002	0.0	0.003	0.006	0.0	0.002	0.0	0.004	0.007	0.0	0.002	0.0	0.003	0.006	0.0	0.001	0.0
CPI-SC0BEEB7AB4	GAL_GALR1	simple:P22466	complex:GALR1	GAL		True	False	True	curated	False	Ligand-Receptor	Signaling by Galanin	0.0	0.003	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
CPI-SS04BCE85CA	GAL_GALR2	simple:P22466	simple:O43603	GAL	GALR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Galanin	0.004	0.003	0.004	0.003	0.0	0.003	0.002	0.003	0.002	0.0	0.002	0.001	0.003	0.002	0.0	0.003	0.002	0.003	0.002	0.0	0.002	0.001	0.002	0.001	0.0
CPI-SC01BE13839	GAL_GALR2	simple:P22466	complex:GALR2	GAL		True	False	True	curated	False	Ligand-Receptor	Signaling by Galanin	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0
CPI-SC03034B5D1	SPX_GALR2	simple:Q9BT56	complex:GALR2	SPX		True	False	True	curated	False	Ligand-Receptor	Signaling by Spexin precursor	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0442ADAA5	GAL_GALR3	simple:P22466	simple:O60755	GAL	GALR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Galanin	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CPI-SC0B72F5448	GAL_GALR3	simple:P22466	complex:GALR3	GAL		True	False	True	curated	False	Ligand-Receptor	Signaling by Galanin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC07FCF82A7	SPX_GALR3	simple:Q9BT56	complex:GALR3	SPX		True	False	True	curated	False	Ligand-Receptor	Signaling by Spexin precursor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	LGALS3	MERTK	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	0.06	0.076	0.263	0.066	0.06	0.459	0.475	0.663	0.466	0.459	0.826	0.842	1.03	0.833	0.826	0.369	0.385	0.572	0.375	0.368	0.29	0.306	0.493	0.296	0.29
CPI-SS0F7FF099C	GAS6_MERTK	simple:Q14393	simple:Q12866	GAS6	MERTK	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth arrest	0.003	0.019	0.206	0.009	0.003	0.337	0.353	0.54	0.343	0.337	0.103	0.119	0.307	0.11	0.103	0.238	0.254	0.441	0.244	0.237	0.005	0.021	0.208	0.011	0.004
CPI-SC0CF28722B	LGALS9_BCR_CD45_CD22	simple:O00182	complex:BCR_CD45_CD22	LGALS9		True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	0.094	0.087	0.095	0.087	0.09	0.201	0.195	0.203	0.195	0.198	0.376	0.369	0.377	0.369	0.372	0.033	0.027	0.034	0.026	0.03	0.07	0.064	0.072	0.064	0.067
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	0.092	0.088	0.38	0.089	0.389	0.2	0.196	0.488	0.197	0.497	0.374	0.37	0.662	0.371	0.671	0.031	0.027	0.319	0.028	0.329	0.069	0.065	0.357	0.066	0.366
CPI-SS0CE693E3E	LGALS9_P4HB	simple:O00182	simple:P07237	LGALS9	P4HB	True	False	False	curated	False	Ligand-Receptor	Signaling by Galectin	0.183	0.507	0.585	0.584	0.295	0.291	0.615	0.693	0.692	0.403	0.465	0.789	0.867	0.866	0.577	0.123	0.446	0.524	0.523	0.235	0.16	0.484	0.562	0.561	0.272
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B9B66F8E	NMB_GRPR	simple:P08949	simple:P30550	NMB	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	0.0	0.008	0.008	0.0	0.0	0.0	0.023	0.023	0.0	0.0	0.0	0.028	0.028	0.0	0.0	0.0	0.016	0.016	0.0	0.0	0.0	0.011	0.011	0.0	0.0
CPI-SS0E0E14A93	GRP_NMBR	simple:P07492	simple:P28336	GRP	NMBR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EAF7B072	NMB_NMBR	simple:P08949	simple:P28336	NMB	NMBR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.011	0.0
CPI-CS00CF3D781	Glutamate_byGLS_and_SLC17A7_GRIA2	complex:Glutamate_byGLS_and_SLC17A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.004	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0A7A0DFA4	Glutamate_byGLS_and_SLC17A8_GRIA2	complex:Glutamate_byGLS_and_SLC17A8	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0D893EB03	Glutamate_byGLS_and_SLC1A1_GRIA2	complex:Glutamate_byGLS_and_SLC1A1	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.005	0.0	0.007	0.0	0.0	0.011	0.0	0.013	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.014	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS00BBBEE62	Glutamate_byGLS_and_SLC1A2_GRIA2	complex:Glutamate_byGLS_and_SLC1A2	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.002	0.0	0.004	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.011	0.0	0.013	0.0	0.0	0.002	0.0	0.004	0.0
CPI-CS0E765613E	Glutamate_byGLS_and_SLC1A3_GRIA2	complex:Glutamate_byGLS_and_SLC1A3	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.133	0.0	0.135	0.0	0.0	0.004	0.0	0.006	0.0	0.0	0.001	0.0	0.003	0.0
CPI-CS0D4790CB0	Glutamate_byGLS_and_SLC1A6_GRIA2	complex:Glutamate_byGLS_and_SLC1A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS033CD7688	Glutamate_byGLS_and_SLC1A7_GRIA2	complex:Glutamate_byGLS_and_SLC1A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.002	0.0	0.004	0.0
CPI-CS07CF0C9B9	Glutamate_byGLS2_and_SLC17A7_GRIA2	complex:Glutamate_byGLS2_and_SLC17A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS037E61225	Glutamate_byGLS2_and_SLC17A8_GRIA2	complex:Glutamate_byGLS2_and_SLC17A8	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0E5DBD27E	Glutamate_byGLS2_and_SLC1A1_GRIA2	complex:Glutamate_byGLS2_and_SLC1A1	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS07040A8BB	Glutamate_byGLS2_and_SLC1A2_GRIA2	complex:Glutamate_byGLS2_and_SLC1A2	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0D028DAA4	Glutamate_byGLS2_and_SLC1A3_GRIA2	complex:Glutamate_byGLS2_and_SLC1A3	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS096A4BF1B	Glutamate_byGLS2_and_SLC1A6_GRIA2	complex:Glutamate_byGLS2_and_SLC1A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS094923202	Glutamate_byGLS2_and_SLC1A7_GRIA2	complex:Glutamate_byGLS2_and_SLC1A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS09715A1FF	Glutamate_byGLS_and_SLC17A7_GRIA3	complex:Glutamate_byGLS_and_SLC17A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0CC66DA88	Glutamate_byGLS_and_SLC17A8_GRIA3	complex:Glutamate_byGLS_and_SLC17A8	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0921FDCC0	Glutamate_byGLS_and_SLC1A1_GRIA3	complex:Glutamate_byGLS_and_SLC1A1	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS07BBA568D	Glutamate_byGLS_and_SLC1A2_GRIA3	complex:Glutamate_byGLS_and_SLC1A2	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.003	0.0
CPI-CS0692512DE	Glutamate_byGLS_and_SLC1A3_GRIA3	complex:Glutamate_byGLS_and_SLC1A3	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.002	0.0
CPI-CS068F11B5E	Glutamate_byGLS_and_SLC1A6_GRIA3	complex:Glutamate_byGLS_and_SLC1A6	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0785280EB	Glutamate_byGLS_and_SLC1A7_GRIA3	complex:Glutamate_byGLS_and_SLC1A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0
CPI-CS0FBD9A478	Glutamate_byGLS2_and_SLC17A7_GRIA3	complex:Glutamate_byGLS2_and_SLC17A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS071E7684F	Glutamate_byGLS2_and_SLC17A8_GRIA3	complex:Glutamate_byGLS2_and_SLC17A8	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0899E9304	Glutamate_byGLS2_and_SLC1A1_GRIA3	complex:Glutamate_byGLS2_and_SLC1A1	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0B607E7E2	Glutamate_byGLS2_and_SLC1A2_GRIA3	complex:Glutamate_byGLS2_and_SLC1A2	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS008389A89	Glutamate_byGLS2_and_SLC1A3_GRIA3	complex:Glutamate_byGLS2_and_SLC1A3	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0F46608E1	Glutamate_byGLS2_and_SLC1A6_GRIA3	complex:Glutamate_byGLS2_and_SLC1A6	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0141EF49C	Glutamate_byGLS2_and_SLC1A7_GRIA3	complex:Glutamate_byGLS2_and_SLC1A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0AB7504CD	Glutamate_byGLS_and_SLC17A7_GRIA4	complex:Glutamate_byGLS_and_SLC17A7	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS01E787EA3	Glutamate_byGLS_and_SLC17A8_GRIA4	complex:Glutamate_byGLS_and_SLC17A8	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0C53F30BC	Glutamate_byGLS_and_SLC1A1_GRIA4	complex:Glutamate_byGLS_and_SLC1A1	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS056114BA1	Glutamate_byGLS_and_SLC1A2_GRIA4	complex:Glutamate_byGLS_and_SLC1A2	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.002	0.0
CPI-CS04BFC66DA	Glutamate_byGLS_and_SLC1A3_GRIA4	complex:Glutamate_byGLS_and_SLC1A3	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0
CPI-CS0BCE841D5	Glutamate_byGLS_and_SLC1A6_GRIA4	complex:Glutamate_byGLS_and_SLC1A6	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS03DC69BFC	Glutamate_byGLS_and_SLC1A7_GRIA4	complex:Glutamate_byGLS_and_SLC1A7	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0
CPI-CS08AE2D9A9	Glutamate_byGLS2_and_SLC17A7_GRIA4	complex:Glutamate_byGLS2_and_SLC17A7	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS07CDBB858	Glutamate_byGLS2_and_SLC17A8_GRIA4	complex:Glutamate_byGLS2_and_SLC17A8	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS06451E34A	Glutamate_byGLS2_and_SLC1A1_GRIA4	complex:Glutamate_byGLS2_and_SLC1A1	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0CC3AA145	Glutamate_byGLS2_and_SLC1A2_GRIA4	complex:Glutamate_byGLS2_and_SLC1A2	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0B4B01B4B	Glutamate_byGLS2_and_SLC1A3_GRIA4	complex:Glutamate_byGLS2_and_SLC1A3	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS013047C58	Glutamate_byGLS2_and_SLC1A6_GRIA4	complex:Glutamate_byGLS2_and_SLC1A6	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0E9B87C01	Glutamate_byGLS2_and_SLC1A7_GRIA4	complex:Glutamate_byGLS2_and_SLC1A7	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0F73C1DA9	Glutamate_byGLS_and_SLC17A7_GRIK1	complex:Glutamate_byGLS_and_SLC17A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.004	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0EE79A115	Glutamate_byGLS_and_SLC17A8_GRIK1	complex:Glutamate_byGLS_and_SLC17A8	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS070ACE5CB	Glutamate_byGLS_and_SLC1A1_GRIK1	complex:Glutamate_byGLS_and_SLC1A1	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.005	0.005	0.0	0.005	0.0	0.011	0.011	0.0	0.011	0.0	0.001	0.001	0.0	0.001	0.0	0.014	0.014	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS034026D0F	Glutamate_byGLS_and_SLC1A2_GRIK1	complex:Glutamate_byGLS_and_SLC1A2	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.003	0.002	0.0	0.003	0.0	0.002	0.002	0.0	0.002	0.0	0.001	0.001	0.0	0.001	0.0	0.012	0.011	0.0	0.012	0.0	0.002	0.002	0.0	0.002	0.0
CPI-CS04473CE2B	Glutamate_byGLS_and_SLC1A3_GRIK1	complex:Glutamate_byGLS_and_SLC1A3	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.134	0.133	0.0	0.134	0.0	0.004	0.004	0.0	0.004	0.0	0.001	0.001	0.0	0.001	0.0
CPI-CS0603C3490	Glutamate_byGLS_and_SLC1A6_GRIK1	complex:Glutamate_byGLS_and_SLC1A6	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS025FBADF2	Glutamate_byGLS_and_SLC1A7_GRIK1	complex:Glutamate_byGLS_and_SLC1A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.002	0.002	0.0	0.002	0.0
CPI-CS0AB98CF4B	Glutamate_byGLS2_and_SLC17A7_GRIK1	complex:Glutamate_byGLS2_and_SLC17A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.002	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
