id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	B|B	B|Endo	B|Macro	B|Peri	B|TCD8	Endo|B	Endo|Endo	Endo|Macro	Endo|Peri	Endo|TCD8	Macro|B	Macro|Endo	Macro|Macro	Macro|Peri	Macro|TCD8	Peri|B	Peri|Endo	Peri|Macro	Peri|Peri	Peri|TCD8	TCD8|B	TCD8|Endo	TCD8|Macro	TCD8|Peri	TCD8|TCD8
CPI-SC0A2DB962D	CDH1_integrin_a2b1_complex	simple:P12830	complex:integrin_a2b1_complex	CDH1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Cadherin	0.008	0.109	0.011	0.032	0.025	0.008	0.109	0.01	0.032	0.025	0.009	0.111	0.012	0.033	0.026	0.008	0.109	0.011	0.032	0.025	0.004	0.106	0.007	0.028	0.021
CPI-SC0B5CEA47D	COL10A1_integrin_a2b1_complex	simple:Q03692	complex:integrin_a2b1_complex	COL10A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.103	0.004	0.025	0.019	0.002	0.103	0.005	0.026	0.019	0.0	0.0	0.0	0.0	0.0	0.002	0.103	0.005	0.026	0.019	0.001	0.103	0.004	0.025	0.019
CPI-SC0C8B7BCBB	COL11A1_integrin_a2b1_complex	simple:P12107	complex:integrin_a2b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.103	0.004	0.026	0.019	0.002	0.104	0.005	0.026	0.019	0.0	0.0	0.0	0.0	0.0	0.004	0.105	0.007	0.028	0.021	0.0	0.0	0.0	0.0	0.0
CPI-SC0D3C12C3F	COL11A2_integrin_a2b1_complex	simple:P13942	complex:integrin_a2b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.004	0.105	0.007	0.028	0.021	0.001	0.103	0.004	0.025	0.018	0.004	0.106	0.007	0.028	0.021	0.001	0.103	0.004	0.026	0.019
CPI-SC0B86B7CED	COL12A1_integrin_a2b1_complex	simple:Q99715	complex:integrin_a2b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.102	0.204	0.105	0.126	0.119	0.002	0.104	0.005	0.026	0.019	0.276	0.378	0.279	0.3	0.293	0.0	0.0	0.0	0.0	0.0
CPI-SC0FA343CEF	COL13A1_integrin_a2b1_complex	simple:Q5TAT6	complex:integrin_a2b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.062	0.164	0.065	0.087	0.08	0.001	0.103	0.004	0.025	0.018	0.006	0.108	0.009	0.03	0.024	0.0	0.0	0.0	0.0	0.0
CPI-SC0CCCF9A7F	COL14A1_integrin_a2b1_complex	simple:Q05707	complex:integrin_a2b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.016	0.118	0.019	0.04	0.033	0.0	0.0	0.0	0.0	0.0	0.397	0.499	0.4	0.421	0.415	0.0	0.0	0.0	0.0	0.0
CPI-SC0E85E1FB0	COL15A1_integrin_a2b1_complex	simple:P39059	complex:integrin_a2b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.103	0.004	0.025	0.018	0.71	0.811	0.713	0.734	0.727	0.006	0.107	0.009	0.03	0.023	0.225	0.326	0.228	0.249	0.242	0.003	0.104	0.006	0.027	0.02
CPI-SC0956F4A31	COL16A1_integrin_a2b1_complex	simple:Q07092	complex:integrin_a2b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.005	0.107	0.008	0.029	0.022	0.003	0.105	0.006	0.028	0.021	0.018	0.12	0.021	0.042	0.036	0.002	0.104	0.005	0.026	0.019
CPI-SC06EEEC092	COL17A1_integrin_a2b1_complex	simple:Q9UMD9	complex:integrin_a2b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.103	0.005	0.026	0.019	0.011	0.113	0.014	0.035	0.028	0.002	0.103	0.005	0.026	0.019	0.004	0.105	0.007	0.028	0.021	0.004	0.106	0.007	0.028	0.021
CPI-SC04BD52124	COL18A1_integrin_a2b1_complex	simple:P39060	complex:integrin_a2b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.105	0.006	0.028	0.021	0.444	0.545	0.447	0.468	0.461	0.008	0.11	0.011	0.033	0.026	1.074	1.175	1.077	1.098	1.091	0.014	0.116	0.017	0.038	0.031
CPI-SC0BDD04147	COL19A1_integrin_a2b1_complex	simple:Q14993	complex:integrin_a2b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.023	0.125	0.026	0.048	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04BCFC59C	COL1A1_integrin_a2b1_complex	simple:P02452	complex:integrin_a2b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.006	0.107	0.009	0.03	0.023	0.084	0.186	0.087	0.108	0.101	0.008	0.109	0.011	0.032	0.025	1.219	1.321	1.222	1.243	1.236	0.008	0.109	0.011	0.032	0.025
CPI-SC03D0A4AD2	COL1A2_integrin_a2b1_complex	simple:P08123	complex:integrin_a2b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.107	0.008	0.029	0.022	0.099	0.201	0.102	0.123	0.116	0.01	0.112	0.013	0.034	0.027	1.294	1.395	1.297	1.318	1.311	0.004	0.106	0.007	0.028	0.022
CPI-SC0D10396B4	COL21A1_integrin_a2b1_complex	simple:Q96P44	complex:integrin_a2b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.015	0.117	0.018	0.039	0.032	0.0	0.0	0.0	0.0	0.0	0.019	0.121	0.022	0.044	0.037	0.0	0.0	0.0	0.0	0.0
CPI-SC04D3AE2F6	COL22A1_integrin_a2b1_complex	simple:Q8NFW1	complex:integrin_a2b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.006	0.108	0.009	0.03	0.023	0.006	0.107	0.009	0.03	0.023	0.002	0.103	0.005	0.026	0.019	0.0	0.0	0.0	0.0	0.0
CPI-SC088A27EA5	COL24A1_integrin_a2b1_complex	simple:Q17RW2	complex:integrin_a2b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.104	0.006	0.027	0.02	0.006	0.108	0.009	0.03	0.023	0.0	0.0	0.0	0.0	0.0
CPI-SC0F179D307	COL26A1_integrin_a2b1_complex	simple:Q96A83	complex:integrin_a2b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.104	0.006	0.027	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC044C2FDA4	COL27A1_integrin_a2b1_complex	simple:Q8IZC6	complex:integrin_a2b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.103	0.005	0.026	0.019	0.037	0.138	0.04	0.061	0.054	0.003	0.105	0.006	0.028	0.021	0.037	0.139	0.04	0.061	0.054	0.0	0.0	0.0	0.0	0.0
CPI-SC04251A46C	COL28A1_integrin_a2b1_complex	simple:Q2UY09	complex:integrin_a2b1_complex	COL28A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.103	0.004	0.025	0.018	0.001	0.103	0.004	0.025	0.018	0.001	0.103	0.004	0.026	0.019
CPI-SC09C62F412	COL2A1_integrin_a2b1_complex	simple:P02458	complex:integrin_a2b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.103	0.004	0.025	0.019	0.0	0.0	0.0	0.0	0.0	0.001	0.103	0.004	0.025	0.018	0.002	0.104	0.005	0.027	0.02	0.0	0.0	0.0	0.0	0.0
CPI-SC06A152CC0	COL3A1_integrin_a2b1_complex	simple:P02461	complex:integrin_a2b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.106	0.007	0.028	0.022	0.108	0.21	0.111	0.132	0.125	0.01	0.112	0.013	0.034	0.027	1.262	1.364	1.265	1.287	1.28	0.005	0.106	0.007	0.029	0.022
CPI-SC03515B178	COL4A1_integrin_a2b1_complex	simple:P02462	complex:integrin_a2b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.863	0.965	0.866	0.887	0.88	0.005	0.107	0.008	0.029	0.022	1.123	1.224	1.126	1.147	1.14	0.004	0.106	0.007	0.028	0.022
CPI-SC046604E76	COL4A2_integrin_a2b1_complex	simple:P08572	complex:integrin_a2b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.103	0.005	0.026	0.019	0.787	0.889	0.79	0.811	0.804	0.005	0.107	0.008	0.03	0.023	1.096	1.198	1.099	1.12	1.113	0.002	0.103	0.005	0.026	0.019
CPI-SC0926FDACC	COL4A3_integrin_a2b1_complex	simple:Q01955	complex:integrin_a2b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.013	0.114	0.016	0.037	0.03	0.002	0.104	0.005	0.026	0.019	0.001	0.103	0.004	0.025	0.018	0.004	0.106	0.007	0.028	0.021	0.0	0.0	0.0	0.0	0.0
CPI-SC072376C7B	COL4A4_integrin_a2b1_complex	simple:P53420	complex:integrin_a2b1_complex	COL4A4		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.015	0.117	0.018	0.04	0.033	0.008	0.109	0.011	0.032	0.025	0.002	0.103	0.005	0.026	0.019	0.01	0.111	0.013	0.034	0.027	0.001	0.103	0.004	0.025	0.018
CPI-SC0C287AFC3	COL4A5_integrin_a2b1_complex	simple:P29400	complex:integrin_a2b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.014	0.115	0.017	0.038	0.031	0.0	0.0	0.0	0.0	0.0	0.012	0.113	0.015	0.036	0.029	0.0	0.0	0.0	0.0	0.0
CPI-SC0FDD31EAB	COL4A6_integrin_a2b1_complex	simple:Q14031	complex:integrin_a2b1_complex	COL4A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.103	0.004	0.025	0.019	0.0	0.0	0.0	0.0	0.0
CPI-SC0681DB40E	COL5A1_integrin_a2b1_complex	simple:P20908	complex:integrin_a2b1_complex	COL5A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.105	0.006	0.027	0.021	0.059	0.16	0.062	0.083	0.076	0.002	0.104	0.005	0.026	0.019	0.406	0.508	0.409	0.43	0.423	0.004	0.106	0.007	0.028	0.022
CPI-SC0345262E7	COL5A2_integrin_a2b1_complex	simple:P05997	complex:integrin_a2b1_complex	COL5A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.103	0.004	0.025	0.019	0.093	0.194	0.096	0.117	0.11	0.004	0.105	0.007	0.028	0.021	0.63	0.732	0.633	0.654	0.647	0.0	0.0	0.0	0.0	0.0
CPI-SC0D5418330	COL5A3_integrin_a2b1_complex	simple:P25940	complex:integrin_a2b1_complex	COL5A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.103	0.004	0.025	0.018	0.025	0.127	0.028	0.049	0.042	0.003	0.104	0.006	0.027	0.02	0.33	0.432	0.333	0.354	0.347	0.007	0.108	0.01	0.031	0.024
CPI-SC0CCB0D955	COL6A1_integrin_a2b1_complex	simple:P12109	complex:integrin_a2b1_complex	COL6A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.103	0.004	0.026	0.019	0.155	0.257	0.158	0.179	0.172	0.047	0.149	0.05	0.071	0.064	0.804	0.905	0.807	0.828	0.821	0.002	0.104	0.005	0.027	0.02
CPI-SC01A5C5096	COL6A2_integrin_a2b1_complex	simple:P12110	complex:integrin_a2b1_complex	COL6A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.105	0.006	0.027	0.02	0.324	0.426	0.327	0.348	0.342	0.032	0.134	0.035	0.056	0.049	1.104	1.206	1.107	1.128	1.122	0.007	0.109	0.01	0.031	0.024
CPI-SC084C79E20	COL6A3_integrin_a2b1_complex	simple:P12111	complex:integrin_a2b1_complex	COL6A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.106	0.007	0.028	0.021	0.043	0.145	0.046	0.067	0.06	0.006	0.107	0.009	0.03	0.023	0.524	0.625	0.527	0.548	0.541	0.013	0.114	0.016	0.037	0.03
CPI-SC00D0AFED0	COL6A6_integrin_a2b1_complex	simple:A6NMZ7	complex:integrin_a2b1_complex	COL6A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.001	0.103	0.004	0.025	0.018	0.0	0.0	0.0	0.0	0.0	0.001	0.103	0.004	0.025	0.018	0.0	0.0	0.0	0.0	0.0
CPI-SC05640277E	COL7A1_integrin_a2b1_complex	simple:Q02388	complex:integrin_a2b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.103	0.005	0.026	0.019	0.003	0.105	0.006	0.027	0.021	0.003	0.105	0.006	0.027	0.02	0.023	0.124	0.026	0.047	0.04	0.002	0.103	0.005	0.026	0.019
CPI-SC0B3564B15	COL8A1_integrin_a2b1_complex	simple:P27658	complex:integrin_a2b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.104	0.005	0.026	0.02	0.015	0.116	0.018	0.039	0.032	0.002	0.104	0.005	0.026	0.019	0.014	0.116	0.017	0.038	0.031	0.001	0.103	0.004	0.025	0.019
CPI-SC0F94B7D8F	COL8A2_integrin_a2b1_complex	simple:P25067	complex:integrin_a2b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.103	0.004	0.026	0.019	0.002	0.104	0.005	0.026	0.019	0.019	0.12	0.022	0.043	0.036	0.003	0.105	0.006	0.027	0.02	0.0	0.0	0.0	0.0	0.0
CPI-SC00065C95C	COL9A1_integrin_a2b1_complex	simple:P20849	complex:integrin_a2b1_complex	COL9A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.003	0.105	0.006	0.027	0.02	0.001	0.103	0.004	0.025	0.018	0.06	0.161	0.063	0.084	0.077	0.0	0.0	0.0	0.0	0.0
CPI-SC0A916E0E2	COL9A2_integrin_a2b1_complex	simple:Q14055	complex:integrin_a2b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.012	0.114	0.015	0.036	0.03	0.002	0.104	0.005	0.026	0.019	0.006	0.108	0.009	0.031	0.024	0.003	0.104	0.006	0.027	0.02	0.016	0.117	0.019	0.04	0.033
CPI-SC0BB68FB34	COL9A3_integrin_a2b1_complex	simple:Q14050	complex:integrin_a2b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.027	0.129	0.03	0.051	0.044	0.012	0.114	0.015	0.036	0.03	0.004	0.105	0.007	0.028	0.021	0.002	0.103	0.005	0.026	0.019	0.003	0.104	0.006	0.027	0.02
CPI-SC01D1C56CC	FN1_integrin_a2b1_complex	simple:P02751	complex:integrin_a2b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	0.001	0.103	0.004	0.026	0.019	0.34	0.441	0.343	0.364	0.357	0.109	0.211	0.112	0.133	0.127	0.723	0.825	0.726	0.747	0.74	0.005	0.106	0.008	0.029	0.022
CPI-SC0A460766C	LAMC1_integrin_a2b1_complex	simple:P11047	complex:integrin_a2b1_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	0.003	0.105	0.006	0.027	0.02	0.343	0.445	0.346	0.367	0.36	0.016	0.118	0.019	0.04	0.033	0.395	0.497	0.398	0.42	0.413	0.002	0.104	0.005	0.026	0.019
CPI-SC09D882C18	CDH1_integrin_aEb7_complex	simple:P12830	complex:integrin_aEb7_complex	CDH1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Cadherin	0.049	0.009	0.083	0.009	0.19	0.049	0.009	0.083	0.009	0.19	0.051	0.01	0.085	0.011	0.192	0.049	0.009	0.083	0.009	0.19	0.045	0.005	0.08	0.006	0.186
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	CDH1	KLRG1	False	False	True	curated	False	Ligand-Receptor	Adhesion by Cadherin	0.014	0.017	0.012	0.01	0.105	0.014	0.017	0.012	0.01	0.104	0.016	0.019	0.014	0.012	0.106	0.014	0.017	0.012	0.01	0.105	0.011	0.013	0.009	0.007	0.101
CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	CDH2	CDH2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ADFF0666	CDH2_FCER2	simple:P19022	simple:P06734	CDH2	FCER2	True	False	True	curated	False	Ligand-Receptor	Adhesion by Cadherin	0.0	0.0	0.0	0.0	0.0	0.183	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.183	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0
CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	CDH3	CDH3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.004	0.002	0.003	0.003	0.003	0.002	0.001	0.002	0.001	0.002	0.003	0.002	0.003	0.002	0.003	0.003	0.001	0.002	0.002	0.002	0.003	0.002	0.003	0.002	0.003
CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.0	0.0	0.0	0.0	0.0	0.0	1.067	0.534	0.535	0.0	0.0	0.534	0.001	0.002	0.0	0.0	0.535	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	CDH6	CDH6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.306	0.0	0.577	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BE3D537D	CDH7_CDH7	simple:Q9ULB5	simple:Q9ULB5	CDH7	CDH7	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.01	0.021	0.088	0.017	0.013	0.021	0.033	0.099	0.028	0.024	0.088	0.099	0.166	0.095	0.091	0.017	0.028	0.095	0.024	0.02	0.013	0.024	0.091	0.02	0.016
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	CADM3	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.006	0.017	0.084	0.013	0.009	0.016	0.027	0.094	0.023	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	CRTAM	CADM1	False	False	False	curated	False	Adhesion-Adhesion		0.007	0.018	0.085	0.014	0.01	0.005	0.017	0.083	0.013	0.008	0.023	0.034	0.101	0.03	0.026	0.005	0.017	0.083	0.012	0.008	0.176	0.188	0.254	0.183	0.179
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	CADM1	NECTIN3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.006	0.021	0.006	0.047	0.029	0.018	0.033	0.018	0.058	0.04	0.084	0.099	0.084	0.125	0.107	0.013	0.028	0.014	0.054	0.036	0.009	0.024	0.009	0.05	0.032
CPI-SS00550260E	CADM3_NECTIN3	simple:Q8N126	simple:Q9NQS3	CADM3	NECTIN3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.002	0.017	0.002	0.042	0.025	0.012	0.027	0.012	0.052	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C5E9FBFB	NECTIN1_NECTIN3	simple:Q15223	simple:Q9NQS3	NECTIN1	NECTIN3	True	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.003	0.018	0.003	0.043	0.025	0.023	0.038	0.023	0.063	0.045	0.013	0.028	0.013	0.054	0.036	0.054	0.069	0.054	0.094	0.077	0.003	0.018	0.003	0.043	0.025
CPI-SS02FBD007E	NECTIN2_NECTIN3	simple:Q92692	simple:Q9NQS3	NECTIN2	NECTIN3	False	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.005	0.02	0.005	0.046	0.028	0.364	0.379	0.364	0.404	0.387	0.195	0.21	0.195	0.235	0.217	0.265	0.28	0.265	0.306	0.288	0.002	0.018	0.003	0.043	0.025
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	CADM3	CADM4	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.001	0.002	0.002	0.013	0.0	0.011	0.012	0.012	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	CADM3	EPB41L1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.0	0.017	0.015	0.138	0.002	0.0	0.027	0.024	0.148	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.0	0.017	0.177	0.0	0.017	0.0	0.04	0.201	0.0	0.04	0.0	0.008	0.168	0.0	0.008	0.0	0.009	0.169	0.0	0.009	0.0	0.017	0.178	0.0	0.017
CPI-SS0544D2759	ICAM2_CD209	simple:P13598	simple:Q9NNX6	ICAM2	CD209	True	False	True	curated	False	Ligand-Receptor	Adhesion by ICAM	0.0	0.065	0.226	0.0	0.065	0.0	0.562	0.723	0.0	0.562	0.0	0.051	0.211	0.0	0.051	0.0	0.044	0.205	0.0	0.044	0.0	0.028	0.188	0.0	0.027
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	Ligand-Receptor	Adhesion by ICAM	0.0	0.246	0.406	0.0	0.245	0.0	0.054	0.215	0.0	0.054	0.0	0.028	0.188	0.0	0.028	0.0	0.035	0.195	0.0	0.035	0.0	0.308	0.468	0.0	0.308
CPI-SS0A2D7895C	CEACAM1_CEACAM6	simple:P13688	simple:P40199	CEACAM1	CEACAM6	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.028	0.035	0.031	0.034	0.028	0.051	0.059	0.055	0.058	0.052	0.018	0.026	0.022	0.025	0.019	0.02	0.027	0.023	0.026	0.02	0.028	0.036	0.032	0.034	0.029
CPI-SS0322747C2	CEACAM5_CEACAM6	simple:P06731	simple:P40199	CEACAM5	CEACAM6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.025	0.032	0.028	0.031	0.025	0.04	0.048	0.044	0.047	0.041	0.03	0.038	0.034	0.037	0.031	0.036	0.044	0.04	0.043	0.037	0.029	0.037	0.033	0.036	0.03
CPI-SS001BF66E8	CEACAM6_CEACAM6	simple:P40199	simple:P40199	CEACAM6	CEACAM6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.023	0.03	0.026	0.029	0.023	0.03	0.038	0.034	0.037	0.031	0.026	0.034	0.03	0.033	0.027	0.029	0.037	0.033	0.036	0.03	0.023	0.031	0.027	0.03	0.024
CPI-SS08C411721	CEACAM8_CEACAM6	simple:P31997	simple:P40199	CEACAM8	CEACAM6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.0	0.0	0.0	0.0	0.0	0.011	0.019	0.015	0.018	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CCDBBBC0	CEACAM1_CEACAM8	simple:P13688	simple:P31997	CEACAM1	CEACAM8	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.0	0.016	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0
CPI-SS0BDC04683	CEACAM1_SELE	simple:P13688	simple:P16581	CEACAM1	SELE	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.0	0.162	0.0	0.017	0.0	0.0	0.186	0.0	0.04	0.0	0.0	0.153	0.0	0.008	0.0	0.0	0.154	0.0	0.009	0.0	0.0	0.162	0.0	0.017	0.0
CPI-SS0B111D2F5	PODXL2_SELE	simple:Q9NZ53	simple:P16581	PODXL2	SELE	False	False	False	curated	False	Ligand-Receptor	Signaling by Podocalyxin-like protein	0.0	0.148	0.0	0.003	0.0	0.0	0.152	0.0	0.007	0.0	0.0	0.149	0.0	0.004	0.0	0.0	0.172	0.0	0.026	0.0	0.0	0.148	0.0	0.002	0.0
