,Bcell_TLS,CD8T,Endothelial,Epithelial,Fibroblast,Macrophage_TAM,Pericyte
GSM437226,0.24229288739533014,0.18134749286950497,0.1508621060673376,0.053709435375328234,0.15122162117556498,0.19274508146073643,0.027821375656197755
GSM437227,0.08802241554725133,0.09242927064874129,0.13919978396529561,0.2835956921791894,0.10107223582424506,0.2405669745378188,0.05511362729745864
GSM437228,0.09192370392181959,0.08215326610822174,0.1239082237187066,0.36176173723114097,0.18045511251164673,0.15979795650846437,0.0
GSM437229,0.04547448348470548,0.2097425742798412,0.18399709968586514,0.22881864842287403,0.08834205885169348,0.19597573170695637,0.047649403568064304
GSM437230,0.10978258049251007,0.13887993358165,0.10777166735483007,0.4777290660122153,0.08212933982206161,0.03415988517243541,0.04954752756429754
GSM437231,0.07395430024730004,0.07524313100309568,0.17393689579936697,0.4037609208347965,0.10988645469066191,0.05534807357100492,0.10787022385377383
GSM437232,0.12256568463629694,0.12875494163357387,0.19975284883148597,0.3733229081689163,0.027315836120581524,0.07218925546843513,0.07609852514071028
GSM437233,0.07096606881654657,0.10630177172172701,0.12220143353438356,0.3192425223885994,0.18628429894151513,0.09121867270853916,0.10378523188868899
GSM437234,0.03934107673379423,0.04081918372990692,0.1877026947679787,0.27681227228322514,0.19119957033938637,0.1843448592187626,0.07978034292694604
GSM437235,0.03172667537668328,0.09151018758552035,0.15680174550682113,0.28245538330124315,0.21856347006721683,0.12457357491095272,0.09436896325156251
GSM437236,0.13276311970698626,0.09273659905609588,0.10405034468612309,0.43527985941628494,0.07766147675131774,0.08297971037400376,0.07452889000918837
GSM437237,0.1244671074393902,0.06468195543344547,0.17316681525357663,0.4264161012580239,0.10068204693758913,0.05660165242853671,0.053984321249437785
GSM437238,0.09966771833961671,0.10896143931566957,0.1762061154247023,0.34515029604195385,0.12601299394870977,0.0658841285849087,0.07811730834443929
GSM437239,0.04919134648318932,0.04613402195584208,0.15131479199134218,0.43020110160899505,0.1690491136336464,0.08434553160458697,0.06976409272239809
GSM437240,0.14855714498556444,0.10261265743070158,0.22135013594112066,0.3166360372243128,0.06252076057241826,0.05156298377863546,0.0967602800672468
GSM437241,0.09682300677548136,0.09327736836844261,0.25348174603707135,0.2597917451435736,0.09334407973160914,0.07019866371019388,0.133083390233628
GSM437242,0.0658382611545346,0.029311534995013475,0.11754367688500585,0.35495649972044613,0.30244115090055335,0.08132470848221247,0.048584167862234094
GSM437243,0.07419760014893453,0.03910766758776751,0.16528221582108157,0.3312350315280643,0.20070428742894003,0.1416707698655291,0.047802427619682786
GSM437244,0.1041002379708384,0.061425489543039266,0.1757376697716242,0.33968942039874356,0.21187643876281426,0.03245504266259411,0.07471570089034603
GSM437245,0.10149841805203273,0.05612248392619277,0.13260661683373892,0.3987109123807881,0.1477875885183239,0.10842866650687207,0.05484531378205157
GSM437246,0.12604223509992193,0.11203238358444988,0.1416368065024124,0.38964881530066026,0.07666141476963677,0.09136168571001901,0.06261665903289973
GSM437247,0.08617849999573012,0.04125176096280103,0.1509900804515315,0.338686255630856,0.23631852478166054,0.10176290339860675,0.044811974778814136
GSM437248,0.1366762040109544,0.05212757918438636,0.09477180091719196,0.5458639182109115,0.09271633187432284,0.024022904109165688,0.05382126169306725
GSM437249,0.1277066990915497,0.1105884051725843,0.17390454288620436,0.37875646870373697,0.09042226767922086,0.041147798101237094,0.07747381836546674
GSM437250,0.10179433701516234,0.1421685989330748,0.22829114026522748,0.19875382376685216,0.14708845551295088,0.11181433805116604,0.07008930645556623
GSM437251,0.05800031939142362,0.08479279771483504,0.2087030983114503,0.2748073029129578,0.13147392715069486,0.12356465634559508,0.11865789817304333
GSM437252,0.2306417729874899,0.15520367202322125,0.20079599474396093,0.2686331506280516,0.05263230165384192,0.04356374450782456,0.04852936345560973
GSM437253,0.09566709540811999,0.03882792354197016,0.12159506061063634,0.5406361224093117,0.08082993962527676,0.08373429068495881,0.03870956771972607
GSM437254,0.10181220640264423,0.13669149111530576,0.2870347168025623,0.17430619940890166,0.03891283322901507,0.18488858601686733,0.07635396702470378
GSM437255,0.20841743471278076,0.20397591935811102,0.11237421948539274,0.3088980030685067,0.03654099865611,0.1004423208689446,0.02935110385015408
GSM437256,0.12012630769807146,0.1972221583893938,0.13911037931612819,0.29791441430752513,0.09643839578000757,0.12935469189714285,0.019833652611730906
GSM437257,0.014827721991253146,0.05883091544969953,0.15963399243388818,0.31642450915305953,0.1745073755424705,0.16170054967252026,0.11407493575710882
GSM437258,0.06920385882853289,0.15795849153773778,0.13288985115712298,0.41003186112920686,0.07860195929231295,0.1161835671387374,0.03513041091634916
GSM437259,0.1157477148893536,0.09836340526335924,0.09837972208478675,0.4454597497807508,0.09973964983502738,0.08217316032846023,0.0601365978182621
GSM437260,0.1614178849738491,0.13721292877223715,0.10700359928529288,0.32612187944478876,0.09450262659387337,0.12936515681067626,0.04437592411928244
GSM437261,0.08712865500208615,0.19048609171210892,0.07950897889139483,0.39039861020048916,0.11334613276900449,0.10934920690115939,0.029782324523756988
GSM437262,0.05244097854259285,0.1006384158407996,0.19228012703137193,0.35197384073944205,0.15670381801742975,0.08485908071794687,0.061103739110416944
GSM437263,0.0651026590531452,0.07467546936884185,0.15424909872602197,0.30371742888283276,0.17447094125739238,0.15709898271464182,0.07068541999712404
GSM437264,0.10501222100483232,0.09681865609012436,0.11679852369238321,0.43950125781990046,0.14114549702786827,0.05319491817764857,0.04752892618724292
GSM437265,0.07454913400079095,0.10736121594386992,0.17225153310379462,0.2677151065640023,0.20028363497766788,0.12025993675319156,0.05757943865668275
GSM437266,0.11983398766852515,0.22671624356168266,0.16036930769939953,0.22566116679502585,0.05062966731840577,0.15940683207178835,0.05738279488517275
