,spearman_rho
LOC440905,0.005759089421156756
SRCRB4D,0.005758506941180293
WDR45,0.005754211423431547
CYP3A43,0.005733371210359344
RWDD2B,0.005684479771590842
LRP4,0.00564896382457273
RAGE,0.005636034096571422
DBX1,0.005622921280799275
WFDC2,0.005575130670206522
SCARNA6,0.00556764260194014
MMEL1,0.00555325837320474
ANKRD13D,0.005504274866903748
PRG3,0.005436985325270917
SERPINE3,0.005420124140448048
OR10T2,0.00538501311782866
LTA4H,0.005372200801911576
LGALS13,0.0053638569308409444
NOL4,0.005346201299388691
STAG3,0.0053321614329295015
SNORA16B,0.005327548508484978
OR10S1,0.005325943661507715
CT47A6,0.00532428408550008
LOC100130015,0.005171530633653333
PMCH,0.00508221083150479
C21orf84,0.005062927191289212
SCARNA11,0.005047512619104846
POLR3C,0.005018897819502303
CEACAM20,0.00497399358480352
SEMA4B,0.004960392205260818
APOL1,0.004938774872197067
KIAA0090,0.004895956687305825
DDX21,0.004881729892028186
OR2D3,0.00488064533077353
TXNDC5,0.004880001631716419
RGL4,0.00485673023066182
USP3,0.004770345782833799
KLHL25,0.004747380184997842
ZNF277,0.004735247661507352
SLC13A1,0.004705930762342459
NMNAT3,0.004648310632683801
KIAA0528,0.004618965680148688
CTAGE9,0.0045801891483570525
WEE1,0.004563608429628079
GPR55,0.004536446653506537
CALML5,0.004474662744117058
GPR31,0.004460556112592122
SH2B2,0.004458048338172882
POLR3D,0.004440009355685004
PRMT10,0.004422520223120229
LRGUK,0.004399234632969533
NUFIP1,0.004369917137897276
MANSC1,0.004352118302946257
C11orf52,0.004307917056446539
SDR16C5,0.004294681220573067
PROCA1,0.00421026986994886
KRTAP13-2,0.004182592361459356
CDKN2C,0.0041819512364552015
PKDREJ,0.004165765243271158
CCDC53,0.004084086921187904
C9orf130,0.004039034670938141
DENND1C,0.0040253690208748
ANKZF1,0.0040208024121779614
KIAA0406,0.004018401389608595
TXNRD3IT1,0.003999234575335553
PAX5,0.00399610668523619
MAST2,0.003959819839384735
TBX10,0.0039498644309911264
RNF14,0.003947998609496181
MYD88,0.003947817651433624
PITPNM1,0.003889785406054365
RPL7,0.003817621949145625
TAS2R20,0.003809517769446646
ZNF26,0.0037769325547362615
CXorf51,0.0037262240980000198
LOC100133308,0.0037087044664473475
SNORA56,0.0036667039913830697
USP36,0.0036648740357459277
C1orf123,0.0036440793196989177
RAB40AL,0.0036417027674319697
KRTAP10-2,0.003617056251713893
NBPF22P,0.003586429512023117
REEP6,0.0035826223135497293
MTA1,0.003555687649515806
KCNU1,0.0035516458583716667
AGER,0.003533852702596498
PPFIBP2,0.003533443522594858
UBTFL1,0.0035283663455292096
PMS2,0.003525878328623807
PSG10,0.003511965076844778
C6orf132,0.003411936090312968
GOLPH3,0.0033917343957114115
ZNF124,0.0033677590351483557
CYP27B1,0.0033464326496548125
RPL21,0.0033416215973308245
C11orf67,0.0033379056495511108
TMEM209,0.0033221615963465482
MGC34034,0.003274125412353117
SPPL3,0.003259287747662304
C22orf39,0.0032551356492573212
UFM1,0.00324136259720731
SS18L1,0.003209861288727268
RNF139,0.0031930299854888407
SYCP3,0.0031832224559048537
LOC442308,0.003174840753486625
TRPM5,0.0030900172127518552
C1orf115,0.0030608242596865103
C7orf45,0.003047278044583619
DBNDD1,0.0030421218682496957
GEMIN5,0.0030256205105628218
LMOD3,0.0030161165905962877
GIPR,0.0029365131435929986
FRMPD2,0.002924356227491996
ZNF354B,0.002910361234813807
RRP15,0.0028851077593654564
CTLA4,0.0028771183852983715
UTP14A,0.0028720230784755295
OR4C12,0.0026949551547453513
DUSP14,0.0026652066748943885
LONRF1,0.00265263272075736
LYRM5,0.0026451968807903706
ASB15,0.0026321427463280684
LOC100133331,0.0025943499899095715
CLEC2A,0.002557147990632099
KRTAP7-1,0.0024693573863808133
TAF13,0.0024535143876409657
HLA-DQB1,0.0024391945442381966
GAGE10,0.0024124770601770197
TMPRSS11B,0.0024012637181255302
C11orf46,0.002345593857015894
VWA5A,0.0023403448364845434
ZP4,0.0023379993897695455
MOS,0.0023097646494854595
MAPK1IP1L,0.0022967209784277346
SEC31B,0.0022796503807116708
SMC5,0.0022611238269129425
ERCC8,0.0022133906746156754
NHLH1,0.0021891290498437022
CCDC153,0.002184410642959496
CATSPER4,0.0021472565168252173
SMARCE1,0.0021387542873263225
TTTY13,0.0021371322508250594
CPN1,0.0021165566475378917
DNAJC21,0.0021090508449179046
FAM74A4,0.002107179046106867
SP5,0.00208720031622953
SGSH,0.002067086039623783
WDR52,0.0020235617113616507
JUNB,0.002014084706077555
UPK3A,0.0019757717572276025
NCEH1,0.0019483511978043305
VSTM2B,0.0019304682745646632
FAM183A,0.0019291008823635006
C2orf14,0.0019132167951052606
CCDC154,0.0019109840169076438
AP4M1,0.0019097375896032721
TRIM55,0.0019006388844522264
PPP2R4,0.0018919423334990153
CRCP,0.0018578586174255705
NBPF7,0.0018568301648619315
FLJ45244,0.0018186477328457785
LOC84931,0.0017997042208038104
LTA,0.0017486668629465702
GRAP2,0.001742213904131938
ACVRL1,0.001728670846410264
RAB4A,0.001681987014917137
FAM110A,0.0016677499241156148
PLA2G2D,0.00165082873371459
PDZD9,0.0016475315376438817
OR1A1,0.0016389170358608962
PABPN1L,0.001623714072031688
ACACA,0.001611375595164725
AQP10,0.0015885864598051379
PLIN3,0.0015856879779437981
GAGE12D,0.0015733462048370685
FBXL12,0.0015090895830213466
KRI1,0.0014873324154179384
OR56A5,0.001460946409604653
KRT15,0.0014186582537126366
TAF7,0.0014144548441302996
SLC39A14,0.0013979099805381868
GRM8,0.0013133586043621304
GJA3,0.0013025352418291208
UBP1,0.0012664449385466272
SCNN1B,0.001218446001865558
EIF2A,0.0012177485559577252
TLX1NB,0.0012028927859791022
KIR2DL3,0.0011909943857942261
IGHMBP2,0.0011614791746825306
METTL13,0.0011514960373338909
SLC24A5,0.0011509486076763979
PAX2,0.0011461065313492758
OR6C1,0.0011010876182141105
TOR1A,0.0010580425917226606
MAGEA1,0.0010415770654506667
LOC338799,0.0010175767632979223
HTN1,0.000993905356576764
IQCF5,0.0009317097013500643
CAT,0.0009222607160396212
ARR3,0.0009096684146187139
SNORD1C,0.0008838458392658965
PRAMEF14,0.0008517142548348199
GUCA2A,0.000839889835673579
LPAR3,0.0008389737670540127
CACNG8,0.0008257993351808266
SCARNA23,0.000815492398491827
CHRNA4,0.0008151749229193228
EPGN,0.0007790111403713514
MYST1,0.0007788752584246167
AP3B1,0.0007502707731040388
OTUD6A,0.0007467960279667002
SCARNA20,0.0007346400749098899
RBM19,0.0007262804958338837
OR10Z1,0.0007023930153689555
CRYBA4,0.000676440109004325
BET1L,0.0006582236047839527
OR10H5,0.0006274123598224649
FRG2C,0.0006264126260131881
TRAFD1,0.0005928785791461392
BOLL,0.0005765856111220895
SLC1A1,0.000539951873427239
SPTLC3,0.0005390769264416038
NT5M,0.0005386396887571206
KRT72,0.0005345982815231285
SIDT1,0.0005010246840498043
RGR,0.00047439159719071534
ASCC3,0.00046364784940123677
LECT2,0.0004432034612045769
USP2,0.00044186829481843246
CHD1,0.00041246616678325377
SCAMP2,0.00039705418858818845
C20orf54,0.0002781774239460027
OR10H4,0.00023413100512298518
LY75,0.00018632949487977396
CXorf66,0.00016490139448689927
GPR111,0.00014715333754672448
CD300LD,0.00014343184197358869
HIST1H1A,8.120405653968449e-05
XPO5,7.09693872511305e-05
IL13,6.354964388754719e-05
CCNL1,5.915778345065065e-05
BLOC1S2,2.3181424112556866e-05
C11orf92,2.5149630735085775e-06
UBXN2A,-2.7992715114772326e-05
ARFRP1,-7.249723392814252e-05
LOC728613,-7.927603593144135e-05
LOC100272217,-0.00010114532040249977
PDCD7,-0.00013077844447649385
SYK,-0.00013865604142236076
TARBP1,-0.0001658798853677038
OR2W3,-0.0002675065301828256
TMEM87B,-0.0002826749717047416
C18orf54,-0.00028659675754250726
MFSD11,-0.00029031480293966106
CCDC123,-0.00032104122329092795
NAT15,-0.0003272988461899722
POLR3E,-0.0003440081565097349
IRAK1,-0.0003581200721024414
SH3BP2,-0.00036949889969227007
C12orf49,-0.0003722160407988263
LOC91316,-0.00040217561920233394
ANKRD43,-0.0004119074831959099
SNORA46,-0.00041412102216635706
C6orf118,-0.00042154891935054886
OBFC1,-0.0004330116490531344
DEF8,-0.00045291729533508874
C2orf53,-0.0004854508738867032
AASDHPPT,-0.0004892165957310586
DYNLT3,-0.000508244012027571
ADCY3,-0.0005121898786955378
SH3GL1,-0.0005298165916346615
OR10A6,-0.000534996391227902
RAB27B,-0.0005355793110928972
PPY,-0.0005358901806556455
C19orf66,-0.0005489187776268617
GALP,-0.0005719425832738222
WDR41,-0.0005840191220626491
SSX3,-0.0005961943373729941
PYCR2,-0.000685420859973586
DGKD,-0.000687263917452014
LCE1A,-0.0007145727094432301
KPNA3,-0.0007434726355699837
C12orf12,-0.0007813824301600286
PLCB4,-0.0007831427270716444
GALNTL5,-0.0007859493198679248
C16orf7,-0.0008433884138260941
QPRT,-0.0008541119679946587
C14orf101,-0.0008748804980620094
HYAL1,-0.000886579253466232
NEURL,-0.0008885473884926392
KRTAP4-1,-0.000959227999602416
VPS52,-0.0009873682727376946
EOMES,-0.0010168416383215357
SF3B3,-0.0010603923940692333
IGF2BP3,-0.0010826369300351488
RNF133,-0.0010878493569376952
UCN3,-0.001091566401920307
AGBL5,-0.0010967464301028225
LHX3,-0.0011109415717956
YTHDF1,-0.0011525561743003525
CFHR5,-0.0011561843109481685
IFNA17,-0.001170655025614926
CXCL6,-0.0011766744867427689
JPH1,-0.0011826909203634596
ZNF574,-0.001215495977258115
TPD52L3,-0.0012486628317743417
TRPV1,-0.0012830700255116259
RABL3,-0.0012923675032288392
STXBP3,-0.0013046383609447447
CYP1A1,-0.0013164288929846332
C9orf11,-0.001326583327004117
LOC100132287,-0.0013616900483804564
NR2E1,-0.0013703554791109397
NAA25,-0.0013838894751763962
LOC100129726,-0.0013941650747226096
TFR2,-0.0014033497786455976
CTDP1,-0.001426532821602826
CHRNG,-0.0014350907745275825
WDR72,-0.0014527760312765393
PCSK4,-0.0014746434533343662
KLKB1,-0.0014757544047728308
FAM55B,-0.0014760775440540734
MTIF3,-0.001497630728948143
ADAM30,-0.0014996828902172092
NRD1,-0.0015208572549546846
C6orf222,-0.0015358787777685612
ABLIM2,-0.0015420011614772418
PTH,-0.0015895877799822753
IL1F10,-0.00160751602711459
GORASP1,-0.00169154565498596
TTBK1,-0.0017316063705314973
AANAT,-0.0017450147303381268
LCE3D,-0.001761552679773573
HOXA13,-0.001783985149460341
ANKRD28,-0.0017926899619311184
C7orf63,-0.0018038867707622292
TRPC4AP,-0.001815343553533184
DDX18,-0.0018212717355292679
PRDM14,-0.0018299249505126626
CDC40,-0.001886777495050858
CAPZB,-0.001906669639869876
NSFL1C,-0.001918424320967112
NCRNA00051,-0.0019199232027112129
TXNDC16,-0.0019303995502824949
ID3,-0.0019513085906966987
tAKR,-0.001973038321438379
LIN28B,-0.0019757533204874033
TMEM132D,-0.001987082333791976
OR2K2,-0.001988798325689651
MTVR2,-0.002054791890885453
KRTAP10-6,-0.002088228582214688
SYBU,-0.0020981412456615987
LONRF3,-0.002115850756527968
LRRC24,-0.002200643730335913
APLN,-0.002224648857849218
ISG15,-0.0022503506331790074
KCP,-0.0022905847540968627
FLJ36777,-0.0022963304049779653
NUDT13,-0.0023216412402771837
HSD17B2,-0.002329622503291388
PEPD,-0.0023714682432567067
LCE2C,-0.002403385386865118
C10orf113,-0.0024082292356041196
IL27RA,-0.002413382017949808
LOC340017,-0.0024190872957437844
DYDC1,-0.00243395271556561
NFKBIA,-0.002485868615990236
KRTAP5-6,-0.0024884934495497625
MTRR,-0.00249933517271047
NUBPL,-0.0025148567521828522
CNOT8,-0.0025202588807337087
ZNF774,-0.002521197600026254
ELK1,-0.002559299086103941
OR11H1,-0.002575441056352837
RBM6,-0.002604908474168887
FAM95B1,-0.0026471684433663945
ZNF658,-0.0026661921035033907
OR5A1,-0.0026722504782477736
NPFF,-0.002673848248596506
R3HDML,-0.002709175736389423
LOC339047,-0.0027151945594970266
SNORA32,-0.002729797905299274
RABL5,-0.002737266484098439
OR6B1,-0.002742249115726584
EIF3CL,-0.0027581858496915673
IL3,-0.00277305907679591
CCDC15,-0.0027903012810331657
HSPB3,-0.0028073669175589628
SLC25A40,-0.0028421311609920074
SPEF2,-0.00284770533537954
C17orf88,-0.0028484628805660796
EGR4,-0.0029035204518302353
LOC731789,-0.002921023382164969
SCGB1C1,-0.0029365067279688477
LRRC10B,-0.002940647427931724
ST3GAL4,-0.002974439144857414
LRRIQ3,-0.002974785074466286
CCDC163P,-0.002979687117547919
AKNA,-0.002998003190728453
GPRC5A,-0.0030187735967938615
PCP2,-0.003056455982729756
LOC100128554,-0.0030619242386407115
CWC25,-0.003113643164268719
CNTNAP2,-0.0031247872874080552
PFKM,-0.003157345805530699
MYCN,-0.003162949468422799
C8orf77,-0.0031936771599954707
ZNF839,-0.0032241868908755907
TRIM16,-0.0032966041032329646
TARM1,-0.003300098558441764
IL2RG,-0.003302619652386761
YIPF4,-0.0033393461392966692
CHIA,-0.0033455458078436528
IL29,-0.003360200454729181
LRIG3,-0.003369292094937405
RHOT1,-0.003376732268822331
PSG7,-0.003426318063111966
PITPNC1,-0.003428664216767925
FLJ46361,-0.0034352714149909138
LAPTM4B,-0.0034564848679288288
C7orf13,-0.003494596245871646
SNAR-C3,-0.003511965076844778
PLAGL2,-0.003537065128511517
LOC283914,-0.0035794825215754826
CCDC79,-0.003603933282117292
DEM1,-0.00360744767200977
LOC96610,-0.00362396789716974
PRAME,-0.003635977672002326
PAR1,-0.003669353853090419
PLG,-0.0036799663244791777
CXorf50B,-0.0036964127996773153
METRNL,-0.0037363691414792695
TREH,-0.003776834358959801
ARID3C,-0.0037904662659368022
AKR1B15,-0.0038642953500692273
FLJ44606,-0.0039020235083710624
HNRNPU,-0.003913152597115791
INVS,-0.003926632871329043
OR1N2,-0.003939672634713946
RNF113A,-0.003948715035625724
KLK12,-0.003979911488150826
THTPA,-0.004002077362460788
C1orf100,-0.004005332399667682
C1orf161,-0.004006555963795647
AXIN2,-0.004008476433404925
C22orf24,-0.004029341702378355
SPHAR,-0.0040545638446284876
NRG1,-0.004085848302626411
GAS8,-0.0040950278270802404
TAS2R31,-0.004126728142177958
SH3D19,-0.004133019682643603
TMEM156,-0.004204364020509789
SPNS2,-0.004210761356228703
HLA-DRB5,-0.004217270108186802
NBEAL2,-0.0042220788792406636
ENPP4,-0.004239361316231383
TRIM24,-0.004280849957249979
PI4KAP2,-0.004285936571072329
PMCHL2,-0.0043433460497824
MORC1,-0.0043713685001625785
USP48,-0.004382339795604833
EIF3J,-0.004404447427142676
TMEM63B,-0.004434331340353588
LINGO4,-0.004437051238658782
CDK11A,-0.004467143130658689
CDK11B,-0.004482337137567806
RBMY1A1,-0.004501102971530748
DNAI2,-0.004516121644269029
CKMT2,-0.004536428366318353
SPATA20,-0.004552560621464214
MDP1,-0.004597142100167766
LOC91948,-0.004651599282247415
GALNT6,-0.004653769867567613
PLA2G2E,-0.0046667891036367625
JOSD1,-0.004678493938051487
SNORA12,-0.004740132070059089
GOLGA7,-0.004758536036265662
FETUB,-0.004772986591346142
GMEB2,-0.004773414267308322
PRCC,-0.004785833881161705
PDE6C,-0.004805444073286891
IL1RL2,-0.004808523448228391
ANXA2P1,-0.004833108234787799
AQP5,-0.004841228841251717
MTMR4,-0.004894424872582007
NOM1,-0.004917752787993009
ZNF562,-0.004930103559859334
FBXO8,-0.004966517286637051
C11orf61,-0.004990787021602634
WFIKKN1,-0.00499602936493243
VPS4B,-0.005021309676813491
C3orf66,-0.005030493521852873
BECN1,-0.005031712993410535
MT1F,-0.0050411888077376505
PEX2,-0.005098875596104932
C17orf80,-0.00510943453749743
CCDC108,-0.005136212077492676
KCNK7,-0.005203680990052886
ZMYND10,-0.005267781537455192
POR,-0.0052760889748389005
HES2,-0.005292137226634465
TJP2,-0.005320800297517661
FMR1,-0.005334233198817452
DNAH6,-0.0053634338792237215
CYBASC3,-0.005366912626699059
SPAM1,-0.00539861755133983
OAT,-0.005399300509875447
PLUNC,-0.005401740819873026
SPDYE4,-0.005425429618776194
CACNG3,-0.0054544047008690455
TGM4,-0.005458875045187718
SPAG4,-0.0054697166462193934
KLF5,-0.005470312545381656
DSC2,-0.005483280451849286
WASH2P,-0.00552461509401654
CRTAM,-0.005577937940817796
ZBTB7C,-0.005580265675233184
KRTAP3-3,-0.005601198854994792
ALOX12P2,-0.00560231264558911
ADAM2,-0.005628233144869811
PLAC1,-0.005682678402834499
WNK4,-0.00568363918258469
PEX11B,-0.005740699178950651
ZFAND6,-0.005755173211233363
LOC494141,-0.005766288583958601
PRKCI,-0.005780094308510584
ARL5B,-0.005822584540196511
OR5M11,-0.005871320197806504
PPY2,-0.0058725138739212845
MRGPRX1,-0.0058841005524849135
SLC4A4,-0.005888840709730627
AMELY,-0.005951854821929138
GH1,-0.005992038273527926
FAM53A,-0.006002014048038513
GAGE2A,-0.006041911891388753
C10orf96,-0.006055981900177607
ZBTB5,-0.006101096400819042
REV1,-0.006168237165201829
SAMD3,-0.006245528081286496
PROP1,-0.006276960957851076
SMR3A,-0.00628844869487659
SLC16A3,-0.006302395925283255
FAM8A1,-0.006309675340786613
ELMOD2,-0.0063906455400823655
ZBTB7A,-0.006397354549965464
VSX2,-0.006449855077360722
DR1,-0.0065071202810426864
C7orf72,-0.006511265827720383
NCRNA00203,-0.006586573912514016
UBE2U,-0.006601163824492077
KIAA0195,-0.006627239311578405
AQP12A,-0.006632093093271048
SLC6A9,-0.006648142319388708
PRY2,-0.006653970011334864
TMEM57,-0.006678123636808884
RAET1K,-0.006706488401058166
FKSG73,-0.006712969995673031
SLC39A9,-0.006724373908379391
SKINTL,-0.00672691322913547
LIN28A,-0.006733514693886343
LOC146481,-0.006749906763574005
NUDT4,-0.0067658500752850875
DBR1,-0.006783310595676034
TMX1,-0.006809539460745253
WWP2,-0.006858324765604003
TNNC2,-0.006870994097931608
DARS,-0.006927939015061952
HBB,-0.006940205000120674
ADSS,-0.006941632790348205
TRIM74,-0.006943941199568201
GRAMD1C,-0.006992910645974329
GPCPD1,-0.007003797573946362
CLRN2,-0.00702047186288114
ADPRHL1,-0.0070282344763446785
RPS28,-0.00707612700223355
MAFA,-0.007132586627513631
CIB4,-0.007147658733008383
LYZL1,-0.007148444648006443
CLDND1,-0.007184249522376223
CXorf27,-0.007221390451663026
UGT2B11,-0.007268135759846589
SP140,-0.007284646808626389
LIPF,-0.007376967469310282
FAM47C,-0.007396713442775325
POTEF,-0.007402849694194208
OTOS,-0.007423937118176673
PITPNB,-0.0074484460528376475
RABAC1,-0.007453375537161446
FBXO34,-0.0074699371497362445
KRT12,-0.007508586149383912
ZNF263,-0.00750938084875787
OR52N5,-0.007511033397309278
FABP9,-0.0075535834402003284
OR2T35,-0.00755557570118125
OTUD3,-0.007562064846000448
CPXCR1,-0.007599730770827898
TAS2R14,-0.007600113632667317
ACAP3,-0.007603517085944386
DHTKD1,-0.00762933912385736
MUC20,-0.007633437955743313
C1orf104,-0.007645057882216446
EXD1,-0.007701353846738094
EHHADH,-0.007712196106078493
OR6C65,-0.0077263231690585105
OR8G5,-0.007739010586425439
SNORA50,-0.007770445911172802
LOC84989,-0.00779398885958903
C11orf24,-0.007809777395618564
MRGPRX3,-0.007863427057929504
HIST1H2AE,-0.007879600155756615
FAM27C,-0.007888238078269404
PHRF1,-0.007911688296489874
SYT8,-0.007923337789560073
SNORA45,-0.007930541898650308
RBM12,-0.007942508213068104
CTSC,-0.007977626565012573
INPP5E,-0.008023729919649236
PTH2,-0.008035671128171122
PROZ,-0.008039484565715408
NSMCE1,-0.008050079374646111
TBC1D2,-0.008101486730580745
TBPL2,-0.00811686127433341
LRRC52,-0.008142501920440031
PKNOX1,-0.008179140676446942
OR9I1,-0.008198827534356573
NKX2-4,-0.008208947174353196
SCARNA8,-0.008254920247419605
HYMAI,-0.00826236741205169
CDKL2,-0.008263625091035703
LOC154449,-0.008291864302314687
SHBG,-0.008301805663510029
SCFD2,-0.008315025562736639
LOC152024,-0.008344423811948675
APOL2,-0.008377360318543912
NCRNA00235,-0.008410541950125326
OR3A1,-0.0084373895689418
FBXO44,-0.008447985198893762
ATR,-0.008462326219059697
ZBTB45,-0.008493273138121397
KAAG1,-0.0085187025135502
LOC360030,-0.008533865288234717
TRIM35,-0.00857745449170904
ACOX2,-0.008590131621718409
LOC150776,-0.008689534484238669
UGT1A1,-0.00869679312846969
YOD1,-0.008703643968201016
PRM1,-0.008708364118379584
P2RX2,-0.008748204595061322
ZNF607,-0.008801838944141582
NPBWR2,-0.008802285038872626
CDKN2BAS,-0.008816014957404007
RAX2,-0.008869298255325921
LIME1,-0.008884492683400746
IPO5,-0.008919324064049716
CA12,-0.008926115511936918
DCAF12,-0.008927903122892685
SNORA78,-0.008934962445395732
QPCT,-0.008969578292402684
SLC5A11,-0.008994670616769056
KITLG,-0.009124078811623958
APOB48R,-0.00916040484069255
GPR144,-0.009181879634207801
H3F3C,-0.009188814367526128
GYPB,-0.009190853383730142
XCL1,-0.009290268058949239
FGD4,-0.009302753812413888
PPIL2,-0.009317107094672202
ALDH1B1,-0.009334120136853063
NCRNA00171,-0.009337084496202297
PRHOXNB,-0.009339294487635874
SLC7A5P2,-0.00938592681990873
TMEM8B,-0.009439979407912406
HERC4,-0.009463991453792819
FITM2,-0.009505144113757826
MID1,-0.009530545277986371
RAB40B,-0.00953729609166429
CHMP4B,-0.009618918497270854
NCBP2,-0.009623845634034688
NPFFR1,-0.009654268896497314
IFT27,-0.009683940106833041
FLJ25328,-0.00969709792943113
GNRH1,-0.00969781172956
SLC17A2,-0.00969984238890358
FLJ10661,-0.009734666214059749
OR12D2,-0.009767789357822153
HIST2H3D,-0.009769936716799977
APBA3,-0.009826750865706325
DEFB136,-0.009871398821295124
TTTY6B,-0.009881561904099782
AP3M1,-0.00995349584810652
NRAS,-0.009987959725018427
NEUROG1,-0.010046518898738362
PCYOX1L,-0.01010491951096303
FGF21,-0.010118224184929407
LOC80154,-0.010138372857762805
SNORA36A,-0.010199305271559857
B4GALNT4,-0.010217557475461608
AGPAT3,-0.010227481017075655
SHOX,-0.010228178241250763
HSP90AB1,-0.010239016295783441
AMZ2P1,-0.010248924797280769
PHF11,-0.010271777624529448
ZMAT5,-0.010304365090952318
FCER2,-0.01030951509013135
SOX9,-0.010311275944603194
FTH1,-0.010314631419596878
ZNF473,-0.010320989690086938
NCRNA00219,-0.010341866374537292
C17orf98,-0.010347560245363653
TEX9,-0.010367446046651473
PKN3,-0.01040528383154754
sampleID,-0.010407393275470377
C1orf156,-0.01048206326759829
UCK1,-0.010491357718707146
C2orf68,-0.01049781030914381
CCDC129,-0.010559268903836225
VPS37A,-0.010559798802682369
LOC100128640,-0.010602656207923536
CALML3,-0.01061425796443418
G3BP2,-0.010624023189672427
CD38,-0.010699632935813167
SLC25A23,-0.010792363251326103
C4orf45,-0.010826360806675536
EDEM2,-0.010849236692617852
CPA5,-0.010855039637834248
STAP1,-0.01087793805940736
MLH1,-0.010911463329426338
GSPT2,-0.010954306774064719
ERAP1,-0.01097512009008299
OR5B17,-0.011004157240780304
LRP3,-0.011035053171645449
CRYGA,-0.011042597245518466
SBF1P1,-0.01104569171130141
DBNL,-0.011053803657549608
CAPN9,-0.011068689602578497
SERHL,-0.011070764761375477
UNC13D,-0.011074820261911068
CCAR1,-0.011084843300554554
PM20D2,-0.011090598077250373
NBN,-0.011106467385504467
ZMYND17,-0.01115573231514753
SMC1A,-0.011156336505026565
NBL1,-0.011164873217661016
SPRR2D,-0.011177202806047799
GLUD2,-0.011210417130523181
CMTM7,-0.011285191594909958
DNMT3L,-0.011299359101178413
GPR115,-0.01138698986355338
NCRNA00112,-0.011414219065217557
GPR137,-0.01145621918963472
LOC121952,-0.011463419534481087
XKR8,-0.011504883356385316
C3orf79,-0.011507997198454068
TXNDC11,-0.011522941736996547
LRRC50,-0.01153024391972549
C6orf191,-0.01153738429266685
NEUROG3,-0.01154512460710661
SLAMF7,-0.011549580783153263
LOC401127,-0.011569609477725598
NKX1-2,-0.01168204109288772
TMED6,-0.011696545884298479
IL2,-0.011703266930497537
EDC4,-0.011746702537350003
CHERP,-0.011752152620597719
GHRH,-0.01186716039831623
SGMS1,-0.011927834648578965
PLA2G1B,-0.01193196912024316
LCE2D,-0.011940681261272245
FOXN2,-0.011962068577585874
GJB5,-0.011996358403037755
ENO3,-0.012024809794898051
TFAMP1,-0.012061472529759124
HOXA10,-0.012067617807514787
LOC100134868,-0.012072899096015723
RAD21,-0.012089482542213592
HSF1,-0.012114851898742746
C17orf55,-0.012152414239468268
AK3L1,-0.012181396989807927
HHIPL2,-0.012196206570276667
SLC41A2,-0.012202718851981173
NT5DC2,-0.012222347548283562
CORO7,-0.012255252134261792
TNFRSF18,-0.012256841919037276
ST7OT4,-0.012263415488555817
EPRS,-0.01228367750661407
ZMYM1,-0.012297310795687808
ZNF580,-0.012318420705351782
RHOD,-0.012347596621490679
RASGRP1,-0.012458373221977218
GAD1,-0.012513710671005429
TRIP10,-0.012522415758484146
MEX3D,-0.01255798909469062
IL4,-0.012560024114500067
EFCAB4B,-0.012572198619229659
C20orf56,-0.01257919265508723
PPP1R2P9,-0.012597663710388266
IL17RC,-0.01259911433770035
OPA1,-0.012606127304611147
CAST,-0.012631813095099687
HBA2,-0.012648190139139388
GJB1,-0.012684633413829064
EHMT2,-0.012752962279205932
HOXB8,-0.012759100721037593
STARD3NL,-0.012797804497389534
FAM27A,-0.012838780653724026
PEX5,-0.012845046969533312
ROPN1,-0.01284655628963587
LHX2,-0.012864016018950616
FAM193B,-0.012865035007801673
SERPINB3,-0.012892254238639638
TMPRSS6,-0.012919919103445072
LRRC37A,-0.012942670913555318
LOC285074,-0.01295755051781267
NRM,-0.01295875191141267
FAM5C,-0.01297758077230327
EIF1B,-0.012990699528319398
RAD52,-0.012999545938835138
TTLL3,-0.013022273629598726
SNAP29,-0.013026142770084475
SUMF1,-0.01302670659674171
SLC9A4,-0.013036484518890027
SETMAR,-0.01305322649245998
RBPJL,-0.013067013539510909
HBG2,-0.013084246112787459
LOC149620,-0.013118099577757428
MSMB,-0.013160317577241641
LY6G6D,-0.013226588823473365
OR1J1,-0.013298111568262846
IAPP,-0.013305811923739178
ATP6V0A2,-0.0133281422879561
TRIM29,-0.013340635511700314
PRH1,-0.013361137188710877
DNAJB7,-0.013363046989876452
ERCC2,-0.013369578784752437
CTNNBL1,-0.013382810526221615
ASAH2,-0.013441521437778712
LCE5A,-0.013448585139886034
TESK1,-0.013452295492895724
TSPY2,-0.013499028943462424
SEPT7L,-0.01355014531286822
VCP,-0.01360105536845174
SLAMF6,-0.013684685491984398
SUDS3,-0.0136885087829842
CLRN1OS,-0.013697386918348584
CD6,-0.013714540772350818
C10orf108,-0.013716733697822983
UGP2,-0.013778880725785323
ARPM1,-0.013794367341027106
SQLE,-0.013804809018384668
FOXI1,-0.013868376677411347
SAT2,-0.013876724093314844
AQP6,-0.013930706878226033
GSTT1,-0.014012588656613255
FAM101A,-0.014075079373313986
SKIV2L,-0.014106539112003814
RPGR,-0.014232086139601953
TMCO1,-0.014260878610637363
ZNF765,-0.014265671074240245
PGM1,-0.014275830782596373
ZNF645,-0.014281991312502096
TSPY4,-0.014281991312502096
TFAP2D,-0.014281991312502096
ACTRT2,-0.014281991312502096
DEFB107A,-0.014281991312502096
FAM197Y2,-0.014281991312502096
PRAMEF22,-0.014281991312502096
RBMY1A3P,-0.014281991312502096
KRTAP20-4,-0.014281991312502096
SPINK5,-0.014303138602156039
ERGIC1,-0.014312900419641368
