,ImmuneSignature,StromalSignature,ESTIMATEScore
GSM972100,3404.2804454264697,509.62409023527107,3913.9045356617407
GSM972101,4731.135048015762,1497.5789503671313,6228.713998382893
GSM972102,6809.649655508092,3283.8149368072154,10093.464592315308
GSM972103,5290.197378370365,2531.261847907139,7821.459226277504
GSM972104,5719.518966451842,4448.2589175589055,10167.777884010748
GSM972105,2768.02317899248,1334.4824055637273,4102.505584556207
GSM972106,2868.954367436958,1443.8799597425332,4312.834327179491
GSM972107,4845.35032876442,2015.6850700205505,6861.03539878497
GSM972108,4263.431780008481,1115.2955818229202,5378.727361831401
GSM972109,4136.766001118509,761.4109004202164,4898.176901538725
GSM972110,4448.085807728741,798.6010166715732,5246.686824400314
GSM972111,4635.366000169362,1435.3716219621165,6070.737622131479
GSM972112,6036.696372845652,4248.683466705306,10285.379839550958
GSM972113,5713.380857530288,4789.099949952122,10502.48080748241
GSM972114,3717.522695135034,1028.2760079778873,4745.798703112921
GSM972115,3492.186762005009,1312.3173457357225,4804.504107740731
GSM972116,4273.302035136789,1921.5131344196398,6194.815169556428
GSM972117,6895.862035995373,2637.6627673035455,9533.524803298918
GSM972118,2372.2909282699093,-220.08568285575348,2152.205245414156
GSM972119,2686.2862389126894,1274.3526397812275,3960.638878693917
GSM972120,5333.0181162891895,3005.498421715376,8338.516538004566
GSM972121,4606.128793619995,1139.9761707917241,5746.104964411719
GSM972122,1953.7569027674836,-349.76377757593764,1603.993125191546
GSM972123,3057.902222183584,-96.67265265429705,2961.229569529287
GSM972124,4763.625523663297,2185.173118660121,6948.798642323418
GSM972125,4705.176063662357,3290.507188503232,7995.683252165589
GSM972126,1835.3112024924121,-322.9798486492364,1512.3313538431757
GSM972127,4534.374069525522,2768.9193316055407,7303.293401131063
GSM972128,5118.9708386274815,3076.238903286583,8195.209741914065
GSM972129,4754.154418723256,1331.1772296901636,6085.331648413419
GSM972130,2555.2787343714153,-214.53866690956602,2340.7400674618493
GSM972131,5382.653410261664,4188.069462947924,9570.722873209588
GSM972132,3646.6938126240348,2480.051116430006,6126.744929054041
GSM972133,5273.310646120639,3532.3588337619167,8805.669479882556
GSM972134,4823.376135018289,2574.2350669472726,7397.611201965561
GSM972135,1854.1455979803322,-1190.4565309825084,663.6890669978238
GSM972136,3663.642885400066,1177.1297929220327,4840.772678322099
GSM972137,3269.6074595263963,768.2808469746269,4037.888306501023
GSM972138,3065.710857246886,257.8354424295012,3323.546299676387
GSM972139,2817.9707689564475,254.67307567261741,3072.643844629065
GSM972140,5004.401891692558,4150.92390052725,9155.325792219808
GSM972141,4820.576401844977,2965.764688939429,7786.341090784406
GSM972142,3502.703058582694,1337.0525609433353,4839.7556195260295
GSM972143,4248.027164516199,2258.555012417355,6506.582176933554
GSM972144,3122.8502009166023,385.1009882789476,3507.95118919555
GSM972145,4514.8226728600075,1910.2105846959148,6425.033257555922
GSM972146,4169.832881947419,3084.3329576101314,7254.1658395575505
GSM972147,3416.6270684429946,1708.1579835553766,5124.785051998371
GSM972148,4002.9866189856602,1728.7688364628411,5731.755455448501
GSM972149,3136.9889565880203,652.6007643808716,3789.589720968892
GSM972150,4558.785090506943,1872.1123691850935,6430.897459692036
GSM972151,3486.623289432351,-26.483312302640115,3460.139977129711
GSM972152,3274.311199149084,502.519346175588,3776.830545324672
GSM972153,4339.21376650393,1746.9444115806127,6086.158178084543
GSM972154,3263.949529650903,874.3088943947168,4138.25842404562
GSM972155,2463.8151814807625,16.874519528728342,2480.689701009491
GSM972156,3824.5420143892134,1809.8281140819636,5634.370128471177
GSM972157,3719.9174035471606,2293.8450498335205,6013.762453380681
GSM972158,6187.763766617531,3951.8956978232018,10139.659464440732
GSM972159,3578.8841908952763,1097.4321314904755,4676.316322385752
GSM972160,4578.3654636094525,2043.9362814187261,6622.301745028179
GSM972161,2214.6003519071946,814.168896681871,3028.7692485890657
GSM972162,4836.539189731373,2826.2818672132616,7662.821056944635
GSM972163,4334.950554422328,1788.0879905359961,6123.038544958325
GSM972164,4413.860813868196,2963.160087653321,7377.020901521517
GSM972165,4408.269481822828,3159.0929241211725,7567.362405944001
GSM972166,3505.9382086315327,1610.2657701789394,5116.203978810472
GSM972167,5090.146258120605,1750.0117445530905,6840.158002673696
GSM972168,5199.874019331717,2672.2139295028755,7872.087948834593
GSM972169,3789.3943643918046,771.5480785801756,4560.94244297198
GSM972170,4603.98537031693,2852.984419197517,7456.969789514447
GSM972171,6859.5719865099745,3333.006208363897,10192.578194873871
GSM972172,3020.8227864540986,-215.29821780380553,2805.524568650293
GSM972173,3253.993009466207,1239.0986471926317,4493.0916566588385
GSM972174,3236.2311381680593,685.0987880625216,3921.329926230581
GSM972175,3213.805002865447,1117.1138143151766,4330.918817180624
GSM972176,4860.386699610735,3238.2473757154785,8098.634075326214
GSM972177,4012.300375577159,1328.4767504092288,5340.777125986388
GSM972178,3737.61738455846,155.63034977359348,3893.2477343320534
GSM972179,6647.987671387258,3058.9905772743587,9706.978248661617
GSM972180,5997.080557747187,1110.8226250311636,7107.903182778351
GSM972181,5630.79268600336,4827.856122553834,10458.648808557195
GSM972182,3132.8997760219263,422.133533554279,3555.0333095762053
GSM972183,1899.5074495216668,-1103.6555255169424,795.8519240047244
GSM972184,5020.919340154916,3799.8555298143365,8820.774869969253
GSM972185,2101.2598775095194,756.6979069684276,2857.957784477947
GSM972186,5757.35967966066,4322.91448672506,10080.27416638572
GSM972187,4945.216304048212,3758.651739017332,8703.868043065544
GSM972188,3606.231931783761,976.680532200935,4582.912463984696
GSM972189,6169.9703664413955,1669.6182738990428,7839.588640340438
GSM972190,2789.087039697657,695.6156402806628,3484.70267997832
GSM972191,2901.773504336972,1279.0149194203568,4180.788423757329
GSM972192,4992.109355037068,2137.151196519697,7129.260551556765
GSM972193,3398.2201441859033,408.157465438293,3806.3776096241963
GSM972194,4202.513827956736,888.8512487006847,5091.365076657421
GSM972195,4328.559019600549,524.1867436551947,4852.745763255743
GSM972196,4429.719861259524,144.61551810198034,4574.335379361504
GSM972197,3326.2143225006857,620.6173905483247,3946.8317130490104
GSM972198,3166.5643700393193,160.12032029513466,3326.684690334454
GSM972199,3167.665952334868,776.210921220918,3943.876873555786
GSM972200,3736.9361167681254,1940.8867498391191,5677.822866607245
GSM972201,5680.26687832535,3916.6970106852186,9596.963889010569
GSM972202,4349.763511611154,1272.3527595138803,5622.1162711250345
GSM972203,5085.623275213538,2278.442077408965,7364.065352622503
GSM972204,5488.824588585938,3563.376473814509,9052.201062400447
GSM972205,6102.835973866628,2278.0781061836024,8380.91408005023
GSM972206,4089.2117121482534,2908.979353316232,6998.191065464485
GSM972207,4223.665961908735,2336.9114647843817,6560.577426693117
GSM972208,6479.2956609275025,4561.700319043974,11040.995979971476
GSM972209,6047.021267654794,2044.206561672172,8091.2278293269665
GSM972210,3874.9076301067344,2879.018682564636,6753.92631267137
GSM972211,2911.4152435521137,2018.194862524224,4929.610106076338
GSM972212,4267.1317580297,469.3654643318441,4736.497222361544
GSM972213,2446.1830103914654,1628.3288693622508,4074.511879753716
GSM972214,3244.383818185139,-315.7033886088175,2928.6804295763213
GSM972215,5248.345078174703,2624.1921566682995,7872.537234843003
GSM972216,4006.7410968032946,605.3577973527408,4612.098894156035
GSM972217,3334.0695598044003,1666.8889194288986,5000.958479233299
GSM972218,3313.3881949347615,-545.5081700305636,2767.880024904198
GSM972219,2773.2148604351387,1315.3096195106482,4088.524479945787
GSM972220,6736.252292919078,3105.2938734935524,9841.54616641263
GSM972221,4165.429385771738,836.4237027544623,5001.853088526201
GSM972222,3899.3350289079244,1468.7020967807202,5368.037125688645
GSM972223,5456.026239347446,3164.9210074843213,8620.947246831767
GSM972224,6500.943748780697,3476.435128824938,9977.378877605635
GSM972225,4906.029936034867,1975.3048531074874,6881.334789142355
GSM972226,4240.604411214648,1612.096447599759,5852.700858814407
GSM972227,3822.4464757718088,406.6964408488948,4229.1429166207035
GSM972228,4396.9817180742775,547.9989330161116,4944.980651090389
GSM972229,5753.015335537939,2531.7185613311212,8284.73389686906
GSM972230,2923.182933391261,1129.0865254547662,4052.269458846027
GSM972231,5864.579324346765,4266.627577864485,10131.20690221125
GSM972232,5658.318748552456,3633.950810796783,9292.269559349239
GSM972233,5321.362032525078,2073.7164775468445,7395.078510071922
GSM972234,5312.4158826767,4958.992386422882,10271.408269099582
GSM972235,4632.014309225709,3391.186511770131,8023.20082099584
GSM972236,3629.1533330974253,1791.995414766052,5421.148747863477
GSM972237,3441.8220390690985,1102.4961007760103,4544.318139845109
GSM972238,4594.087791795251,3137.569675652667,7731.657467447918
GSM972239,5985.998637863866,3176.556362325862,9162.555000189728
GSM972240,5982.386700355835,3418.7749285939353,9401.16162894977
GSM972241,4549.766041038194,1220.7106155705806,5770.476656608775
GSM972242,5272.546045882345,3654.1166314796446,8926.66267736199
GSM972243,5302.144935289396,2248.3341861126064,7550.479121402002
GSM972244,5601.536663727176,2473.19090167777,8074.727565404946
GSM972245,4089.4746164361604,1688.5505576654814,5778.025174101642
GSM972246,2823.7316528620468,1642.2432806897068,4465.974933551754
GSM972247,3914.4775958336777,816.229374175362,4730.70697000904
GSM972248,3989.0261962647764,1329.1840675286003,5318.210263793377
GSM972249,4450.418966020259,2254.582357240786,6705.001323261045
GSM972250,3313.3363082715623,2035.5894815472457,5348.925789818808
GSM972251,4005.4417231876196,3559.2389410123687,7564.680664199988
GSM972252,4982.345476095317,3215.264692557039,8197.610168652356
GSM972253,3641.3519777669026,1201.2613762441397,4842.613354011042
GSM972254,4510.066373335454,3248.615197744288,7758.681571079742
GSM972255,3572.201940428753,3515.678140031383,7087.880080460136
GSM972256,3722.35680696445,1517.3248033664531,5239.681610330903
GSM972257,4270.246926193915,1127.2663084206542,5397.513234614569
GSM972258,3405.8600334574076,1711.918254792563,5117.7782882499705
GSM972259,4889.826518793105,1992.2148293244663,6882.041348117571
GSM972260,3604.0016420774537,1079.9166688000787,4683.918310877532
GSM972261,5279.356038775128,1879.8194340765094,7159.175472851637
GSM972262,6695.433456539757,5620.013324096524,12315.44678063628
GSM972263,5574.074768631741,2492.9520572132624,8067.026825845003
GSM972264,4811.585935686135,1018.4302714096175,5830.016207095752
GSM972265,4058.8609361147883,1824.3364711801169,5883.197407294905
GSM972266,1730.3729608587964,-596.0040724961218,1134.3688883626746
GSM972267,3792.4770359952854,1781.1844709037323,5573.661506899018
GSM972268,3311.76045031608,772.5007393457672,4084.2611896618473
GSM972269,5165.995431792535,940.5297336863969,6106.525165478932
GSM972270,5219.669616736466,1763.9173401790322,6983.586956915498
GSM972271,2859.902943367766,445.1138355861658,3305.016778953932
GSM972272,3241.9015766404464,283.9118158891306,3525.813392529577
GSM972273,4153.9576804135595,379.265678443895,4533.2233588574545
GSM972274,5703.579459725346,2843.698034070121,8547.277493795467
GSM972275,7210.197838286245,4029.7411040078514,11239.938942294097
GSM972276,4486.597843737634,847.1385014423413,5333.736345179976
GSM972277,3185.717944257889,357.47934311955396,3543.197287377443
GSM972278,5181.646683163608,1683.0755176778584,6864.7222008414665
GSM972279,5168.265127846647,3811.3603154553857,8979.625443302033
GSM972280,5435.721098849299,2562.1721822748314,7997.89328112413
GSM972281,5188.8981028754715,2071.9698403816674,7260.867943257139
GSM972282,4109.565487201735,1156.6749938336798,5266.240481035415
GSM972283,5273.069610533745,2239.1160647566066,7512.185675290351
GSM972284,2959.742947304374,-498.0720886932777,2461.6708586110963
GSM972285,3504.0136684881254,1411.9187335416555,4915.932402029781
GSM972286,4833.196216068789,2284.5900159231387,7117.786231991928
GSM972287,6155.717783137128,3538.0563420354756,9693.774125172604
GSM972288,2743.2625701872166,442.11485477517635,3185.377424962393
GSM972289,3457.4203608964854,1111.115369962181,4568.535730858666
GSM972290,6206.330281947567,3824.8666469714444,10031.196928919011
GSM972291,4409.238689922,2896.947012859091,7306.185702781091
GSM972292,4685.7294986760935,1362.8318132343775,6048.561311910471
GSM972293,5308.414125655463,3059.9783491104354,8368.392474765898
GSM972294,7099.600211598603,2728.8425369748,9828.442748573403
GSM972295,2433.2178240461362,86.41036378896752,2519.6281878351037
GSM972296,4817.092697208922,253.2509798887586,5070.3436770976805
GSM972297,5914.585054040166,3575.1606381664988,9489.745692206665
GSM972298,4235.638718502654,1406.8465087909517,5642.485227293606
GSM972299,4313.559981286287,2862.158480804015,7175.718462090303
GSM972300,4276.790052883611,1248.8551704234524,5525.645223307063
GSM972301,6517.643594540039,3830.9499831223256,10348.593577662365
GSM972302,3254.2350199235607,907.1981921143215,4161.433212037882
GSM972303,2785.822948887593,192.2376074304011,2978.0605563179943
GSM972304,3610.0873628540085,-697.9147334563786,2912.17262939763
GSM972305,7107.849897895616,2942.7645047791702,10050.614402674786
GSM972306,2656.346309083434,430.6306840468642,3086.976993130298
GSM972307,4080.5460731079584,2.657795596276628,4083.203868704235
GSM972308,5988.4258695222015,2020.1773004641,8008.6031699863015
GSM972309,1916.1741211530898,-1064.258462728565,851.9156584245247
GSM972310,4012.666829253767,2130.810508790093,6143.47733804386
GSM972311,2113.253743681493,979.3815811801232,3092.635324861616
GSM972312,2599.927487694704,-198.14686851325132,2401.7806191814525
GSM972313,1542.1910746037865,-43.30958200978239,1498.8814925940042
GSM972314,5799.543219327263,1294.2339575228325,7093.777176850095
GSM972315,4375.488924954723,410.03078255892797,4785.519707513651
GSM972316,4294.434138493736,1471.2824443038098,5765.716582797546
GSM972317,4429.406515161381,2198.08559997486,6627.492115136241
GSM972318,4031.630440247023,1876.4851230253698,5908.115563272393
GSM972319,3021.9678958944987,559.5930145373459,3581.5609104318446
GSM972320,3031.144586250124,977.198158403533,4008.342744653657
GSM972321,4395.9983755493395,2079.0886845615805,6475.08706011092
GSM972322,6050.129976999193,2303.7815454516094,8353.911522450802
GSM972323,2756.7288692633283,798.2409993249421,3554.9698685882704
GSM972324,3584.1510947921433,1060.418777459834,4644.569872251977
GSM972325,5297.280984309717,1963.2020198103692,7260.483004120086
GSM972326,3688.0242666512077,-236.59369732996674,3451.430569321241
GSM972327,6623.938443608984,3928.3288074481898,10552.267251057174
GSM972328,2876.7342770074138,2137.9166503171928,5014.6509273246065
GSM972329,5321.011874051976,3187.914606467284,8508.92648051926
GSM972330,5592.077925714591,3101.3362481792083,8693.4141738938
GSM972331,4335.29333462728,2035.8562126771085,6371.149547304389
GSM972332,3604.5402342899197,2369.905111921824,5974.4453462117435
GSM972333,3673.7011923977607,1501.6842801295497,5175.38547252731
GSM972334,7037.060376253392,4372.379480328966,11409.439856582358
GSM972335,4180.505112197421,1491.7386152087092,5672.24372740613
GSM972336,3703.4785158426566,1807.5943435404424,5511.072859383099
GSM972337,7640.432167883453,2926.3615374494857,10566.793705332939
GSM972338,4658.1338388285185,1103.3349857441317,5761.46882457265
GSM972339,3960.9554006132494,2064.6124937479926,6025.567894361242
GSM972340,4225.869006371544,1228.4661447001345,5454.335151071678
GSM972341,4923.038571966692,2011.6339397616339,6934.672511728326
GSM972342,4022.4525434663137,2380.3651919829863,6402.8177354493
GSM972343,4141.065833144432,1465.617060903527,5606.682894047959
GSM972344,2988.0310070649048,962.188620294568,3950.2196273594727
GSM972345,4755.108944146485,3950.2795166081596,8705.388460754644
GSM972346,2339.617635854016,306.7440337295975,2646.3616695836135
GSM972347,4462.530647403082,1680.0878039222189,6142.618451325301
GSM972348,4018.6815257123944,808.6425586158839,4827.324084328278
GSM972349,6033.548611851909,5678.415347042164,11711.963958894074
GSM972350,2837.995512469921,-1264.7633582497165,1573.2321542202044
GSM972351,3132.2838774351185,1278.8265017674403,4411.110379202559
GSM972352,4388.371529527587,4515.250740409514,8903.622269937101
GSM972353,5272.654120012781,2476.8122272456094,7749.466347258391
GSM972354,4216.05246582431,1146.8459426792597,5362.89840850357
GSM972355,4052.1136285961966,3244.8346838840353,7296.948312480232
GSM972356,4596.296764427669,899.8869166483746,5496.183681076043
GSM972357,4501.422804031939,835.1749374366918,5336.597741468631
GSM972358,4979.344762683741,2488.9887304504064,7468.333493134147
GSM972359,6104.661365769203,3995.3291055446116,10099.990471313815
GSM972360,4573.672603664983,2822.9697597897593,7396.642363454743
GSM972361,7886.438823295464,4829.454758135087,12715.893581430551
GSM972362,3812.209481783435,1230.08362571213,5042.293107495565
GSM972363,4805.654199851517,1959.839582918943,6765.49378277046
GSM972364,2267.9347639398475,839.7869955226743,3107.7217594625217
GSM972365,5892.2916903257665,3643.682312921288,9535.974003247054
GSM972366,5288.158085715202,3102.6501771746716,8390.808262889874
GSM972367,5459.561150227408,4424.778079368045,9884.339229595453
GSM972368,3584.7494093772602,-527.3641248798122,3057.385284497448
GSM972369,6459.322452069842,4701.52754464731,11160.849996717152
GSM972370,4492.3452134884465,1702.8290047443134,6195.17421823276
GSM972371,3739.013183443236,1453.4880006797503,5192.501184122986
GSM972372,4728.21902112054,2532.491238203942,7260.710259324482
GSM972373,1627.463979302809,540.5053745338391,2167.969353836648
GSM972374,5004.095704645166,1848.8674127230097,6852.9631173681755
GSM972375,4673.128375131628,3035.0382697081295,7708.166644839757
GSM972376,3286.493410893694,2616.7322338255763,5903.22564471927
GSM972377,5934.308167674446,3943.9986811506824,9878.306848825128
GSM972378,3981.5214060874496,2126.5940111644322,6108.115417251882
GSM972379,4530.763680516724,-191.46762999941348,4339.2960505173105
GSM972380,5705.435667021018,3549.902951684462,9255.33861870548
GSM972381,3234.370233362528,2335.5822863619014,5569.952519724429
GSM972382,3574.731715247475,1355.657919672829,4930.389634920304
GSM972383,4010.093857654354,723.5777067707077,4733.671564425062
GSM972384,3041.90148254176,1886.131269365842,4928.032751907602
GSM972385,6520.953292196375,3931.3123030565057,10452.26559525288
GSM972386,3464.9917523607564,851.0755735207968,4316.067325881553
GSM972387,3284.3014484122796,138.52487238493086,3422.8263207972104
