P01	4047871.0	1161
P02	20854652.0	4170
P03	36414809.0	7989
P04	32888058.0	6485
P05	21659916.0	7458
P08	27539259.0	7641
P09	19107515.0	4624
P12	5199278.0	1768
P14	11101406.0	4126
P15	35956324.0	8084
P16	20986085.0	6223
P17	15288334.0	3338
P18	30230100.0	3031
P19	12000547.0	3277
P20	21756168.0	5613
P21	25057591.0	4329
P22	16570835.0	5481
P23	17659863.0	4954
P25	9226609.0	3168
P26	13833529.0	5103
